% Please add the following required packages to your document preamble:
% \usepackage[table,xcdraw]{xcolor}
% Beamer presentation requires \usepackage{colortbl} instead of \usepackage[table,xcdraw]{xcolor}
\begin{table}[]
\begin{tabular}{crllllll}
\rowcolor[HTML]{44546A} 
{\color[HTML]{FFFFFF} \textbf{Zip Code}} & \multicolumn{1}{c}{\cellcolor[HTML]{44546A}{\color[HTML]{FFFFFF} \textbf{Volume / Loan Amount}}} & \multicolumn{1}{c}{\cellcolor[HTML]{44546A}{\color[HTML]{FFFFFF} \textbf{Property Type}}} & \multicolumn{1}{c}{\cellcolor[HTML]{44546A}{\color[HTML]{FFFFFF} \textbf{Lender}}} & \multicolumn{1}{c}{\cellcolor[HTML]{44546A}{\color[HTML]{FFFFFF} \textbf{Gross Fee}}} & \multicolumn{1}{c}{\cellcolor[HTML]{44546A}{\color[HTML]{FFFFFF} \textbf{Referral Fee}}} & \multicolumn{1}{c}{\cellcolor[HTML]{44546A}{\color[HTML]{FFFFFF} \textbf{Income}}} & \multicolumn{1}{c}{\cellcolor[HTML]{44546A}{\color[HTML]{FFFFFF} \textbf{PC Commission}}} \\
94521                                    & \$472,000                                                                                        & Multifamily                                                                               & GreenPoint                                                                         & \$9,210.00                                                                            & \$1,952.00                                                                               & \$4,379.00                                                                         & \$4,379.00                                                                                \\
94549                                    & \$550,000                                                                                        & Multifamily                                                                               & Washington Mutual                                                                  & \$5,550.00                                                                            & \$1,110.00                                                                               & \$2,220.00                                                                         & \$2,220.00                                                                                \\
94556                                    & \$550,000                                                                                        & Multifamily                                                                               & Washington Mutual                                                                  & \$5,550.00                                                                            & \$1,110.00                                                                               & \$2,220.00                                                                         & \$2,220.00                                                                                \\
94110                                    & \$500,000                                                                                        & Mixed Use                                                                                 & Tamalpais Bank                                                                     & \$5,000.00                                                                            & \$-                                                                                      & \$2,500.00                                                                         & \$2,500.00                                                                                \\
95051                                    & \$1,835,000                                                                                      &                                                                                           & Fremont Bank                                                                       & \$-                                                                                   & \$-                                                                                      & \$-                                                                                & \$-                                                                                       \\
94606                                    & \$1,250,000                                                                                      & Multifamily                                                                               & Fremont Bank                                                                       & \$9,250.00                                                                            & \$1,850.00                                                                               & \$3,700.00                                                                         & \$3,700.00                                                                                \\
94703                                    & \$445,000                                                                                        & Multifamily                                                                               & Greystone                                                                          & \$-                                                                                   & \$-                                                                                      & \$-                                                                                & \$-                                                                                       \\
94704                                    & \$831,750                                                                                        & Multifamily                                                                               & Washington Mutual                                                                  & \$8,317.50                                                                            & \$-                                                                                      & \$4,158.75                                                                         & \$4,158.75                                                                                \\
94610                                    & \$1,268,000                                                                                      & Multifamily                                                                               & Washington Mutual                                                                  & \$8,242.00                                                                            & \$-                                                                                      & \$4,121.00                                                                         & \$4,121.00                                                                                \\
94114                                    & \$1,590,000                                                                                      &                                                                                           & Greystone                                                                          & \$-                                                                                   & \$-                                                                                      & \$-                                                                                & \$-                                                                                       \\
94577                                    & \$1,468,250                                                                                      & Multifamily                                                                               & Washington Mutual                                                                  & \$14,682.50                                                                           & \$-                                                                                      & \$7,341.25                                                                         & \$7,341.25                                                                                \\
29150                                    & \$500,000                                                                                        & NNN                                                                                       & Stanford Federal Credit Union Bank                                                 & \$5,000.00                                                                            & \$1,000.00                                                                               & \$2,000.00                                                                         & \$2,000.00                                                                                \\
94612                                    & \$237,500                                                                                        & Multifamily                                                                               & Greystone                                                                          & \$2,372.50                                                                            & \$474.50                                                                                 & \$949.00                                                                           & \$949.00                                                                                  \\
94102                                    & \$2,100,000                                                                                      & Mixed Use                                                                                 & Wells Fargo Bank                                                                   & \$21,000.00                                                                           & \$-                                                                                      & \$10,500.00                                                                        & \$10,500.00                                                                               \\
94578                                    & \$1,360,000                                                                                      & Multifamily                                                                               & Sonoma Bank                                                                        & \$19,900.00                                                                           & \$1,360.00                                                                               & \$9,270.00                                                                         & \$9,270.00                                                                                \\
94040                                    & \$2,000,000                                                                                      & Multifamily                                                                               & Greystone                                                                          & \$40,000.00                                                                           & \$-                                                                                      & \$20,000.00                                                                        & \$20,000.00                                                                               \\
94806                                    & \$386,250                                                                                        &                                                                                           & Sonoma Bank                                                                        & \$-                                                                                   & \$-                                                                                      & \$-                                                                                & \$-                                                                                       \\
94611                                    & \$3,337,500                                                                                      &                                                                                           & United Commercial Bank                                                             & \$-                                                                                   & \$-                                                                                      & \$-                                                                                & \$-                                                                                       \\
94115                                    & \$1,660,000                                                                                      & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$16,600.00                                                                           & \$3,320.00                                                                               & \$6,640.00                                                                         & \$6,640.00                                                                                \\
94123                                    & \$2,640,000                                                                                      & Multifamily                                                                               & Luther Burbank Savings                                                             & \$26,400.00                                                                           & \$5,280.00                                                                               & \$10,560.00                                                                        & \$10,560.00                                                                               \\
94619                                    & \$820,000                                                                                        & Multifamily                                                                               & Greystone                                                                          & \$5,984.00                                                                            & \$1,197.00                                                                               & \$2,393.60                                                                         & \$2,393.60                                                                                \\
94606                                    & \$750,000                                                                                        & Multifamily                                                                               & Greystone                                                                          & \$6,970.00                                                                            & \$1,394.00                                                                               & \$2,886.60                                                                         & \$2,886.60                                                                                \\
93901                                    & \$347,750                                                                                        & Multifamily                                                                               & United Commercial Bank                                                             & \$3,477.50                                                                            & \$695.50                                                                                 & \$1,391.00                                                                         & \$1,391.00                                                                                \\
94501                                    & \$917,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$9,170.00                                                                            & \$-                                                                                      & \$4,585.00                                                                         & \$4,585.00                                                                                \\
94602                                    & \$557,000                                                                                        & Multifamily                                                                               & Greystone                                                                          & \$4,734.50                                                                            & \$947.00                                                                                 & \$1,893.80                                                                         & \$1,893.80                                                                                \\
92101                                    & \$795,000                                                                                        & Multifamily                                                                               & Greystone                                                                          & \$7,975.00                                                                            & \$3,000.00                                                                               & \$2,487.50                                                                         & \$2,487.50                                                                                \\
94702                                    & \$200,000                                                                                        & Multifamily                                                                               & Stonecrest                                                                         & \$3,000.00                                                                            & \$600.00                                                                                 & \$1,200.00                                                                         & \$1,200.00                                                                                \\
94114                                    & \$2,275,000                                                                                      & Multifamily                                                                               & Technology Credit Union Bank                                                       & \$22,750.00                                                                           & \$-                                                                                      & \$11,375.00                                                                        & \$11,375.00                                                                               \\
94133                                    & \$800,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$8,000.00                                                                            & \$-                                                                                      & \$4,000.00                                                                         & \$4,000.00                                                                                \\
95128                                    & \$960,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$9,520.00                                                                            & \$-                                                                                      & \$4,760.00                                                                         & \$4,760.00                                                                                \\
94541                                    & \$540,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$5,400.00                                                                            & \$-                                                                                      & \$2,700.00                                                                         & \$2,700.00                                                                                \\
95128                                    & \$1,000,000                                                                                      & Multifamily                                                                               & Luther Burbank Savings                                                             & \$11,000.00                                                                           & \$-                                                                                      & \$5,500.00                                                                         & \$5,500.00                                                                                \\
94541                                    & \$1,320,000                                                                                      & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$9,900.00                                                                            & \$1,980.00                                                                               & \$3,960.00                                                                         & \$3,960.00                                                                                \\
95128                                    & \$700,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$7,000.00                                                                            & \$3,500.00                                                                               & \$1,750.00                                                                         & \$1,750.00                                                                                \\
94103                                    & \$1,979,400                                                                                      & Mixed Use                                                                                 & State Bank of India                                                                & \$19,794.00                                                                           & \$-                                                                                      & \$9,897.00                                                                         & \$9,897.00                                                                                \\
94124                                    & \$750,000                                                                                        & Mixed Use                                                                                 & Sequoia Bank                                                                       & \$7,500.00                                                                            & \$-                                                                                      & \$1,875.00                                                                         & \$3,750.00                                                                                \\
94602                                    & \$504,000                                                                                        & Multifamily                                                                               & First Foundation Bank                                                              & \$5,040.00                                                                            & \$1,008.00                                                                               & \$2,016.00                                                                         & \$2,016.00                                                                                \\
94612                                    & \$1,800,000                                                                                      & SRO                                                                                       & Bank of East Asia                                                                  & \$18,000.00                                                                           & \$2,160.00                                                                               & \$7,920.00                                                                         & \$7,920.00                                                                                \\
94109                                    & \$1,525,000                                                                                      & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$7,625.00                                                                            & \$-                                                                                      & \$1,906.25                                                                         & \$3,812.50                                                                                \\
94603                                    & \$340,000                                                                                        & Multifamily                                                                               & Stonecrest                                                                         & \$5,100.00                                                                            & \$-                                                                                      & \$2,550.00                                                                         & \$2,550.00                                                                                \\
95112                                    & \$1,007,500                                                                                      & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$10,075.00                                                                           & \$1,000.00                                                                               & \$4,537.50                                                                         & \$4,537.50                                                                                \\
946019                                   & \$708,000                                                                                        & Mixed Use                                                                                 & Greystone                                                                          & \$6,018.00                                                                            & \$-                                                                                      & \$3,009.00                                                                         & \$3,009.00                                                                                \\
94104                                    & \$1,300,000                                                                                      & NNN                                                                                       & GBC International                                                                  & \$13,000.00                                                                           & \$-                                                                                      & \$6,500.00                                                                         & \$6,500.00                                                                                \\
94544                                    & \$1,667,500                                                                                      & Multifamily                                                                               & Technology Credit Union Bank                                                       & \$12,431.25                                                                           & \$3,107.81                                                                               & \$4,661.72                                                                         & \$4,661.72                                                                                \\
94606                                    & \$400,000                                                                                        & Multifamily                                                                               & Alta Alliance                                                                      & \$4,000.00                                                                            & \$-                                                                                      & \$2,000.00                                                                         & \$2,000.00                                                                                \\
94605                                    & \$4,000,000                                                                                      & Multifamily                                                                               & Greystone                                                                          & \$57,211.00                                                                           & \$-                                                                                      & \$28,605.50                                                                        & \$28,605.50                                                                               \\
\multicolumn{1}{l}{N/A}                  & \$-                                                                                              & \multicolumn{1}{c}{--}                                                                    & \multicolumn{1}{c}{--}                                                             & \$3,975.00                                                                            & \$-                                                                                      & \$1,987.50                                                                         & \$1,987.50                                                                                \\
94544                                    & \$500,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$4,830.75                                                                            & \$966.15                                                                                 & \$2,318.76                                                                         & \$2,318.76                                                                                \\
94709                                    & \$625,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$6,250.00                                                                            & \$-                                                                                      & \$3,125.00                                                                         & \$3,125.00                                                                                \\
94601                                    & \$1,999,000                                                                                      & Multifamily                                                                               & Greystone                                                                          & \$26,836.50                                                                           & \$3,368.30                                                                               & \$11,734.10                                                                        & \$11,734.10                                                                               \\
95403                                    & \$2,450,000                                                                                      & Office/Retail                                                                             & Symetra                                                                            & \$12,150.00                                                                           & \$-                                                                                      & \$6,075.00                                                                         & \$6,075.00                                                                                \\
94610                                    & \$795,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$7,950.00                                                                            & \$-                                                                                      & \$3,975.00                                                                         & \$3,975.00                                                                                \\
94703                                    & \$796,000                                                                                        & Multifamily                                                                               & First Foundation Bank                                                              & \$3,980.00                                                                            & \$796.00                                                                                 & \$1,592.00                                                                         & \$1,592.00                                                                                \\
94703                                    & \$760,000                                                                                        & Multifamily                                                                               & First Foundation Bank                                                              & \$5,700.00                                                                            & \$1,140.00                                                                               & \$2,280.00                                                                         & \$2,280.00                                                                                \\
94709                                    & \$660,000                                                                                        & Multifamily                                                                               & JPMorgan Chase Bank                                                                & \$6,600.00                                                                            & \$-                                                                                      & \$3,300.00                                                                         & \$3,300.00                                                                                \\
94577                                    & \$385,000                                                                                        & Multifamily                                                                               & U.S. Bank                                                                          & \$3,850.00                                                                            & \$770.00                                                                                 & \$1,540.00                                                                         & \$1,540.00                                                                                \\
94509                                    & \$674,000                                                                                        & Multifamily                                                                               & Sequoia Bank                                                                       & \$6,744.00                                                                            & \$-                                                                                      & \$3,372.00                                                                         & \$3,372.00                                                                                \\
