"","","UK","","","0 960","75.9","0 970","76.5","0 980","76.7","0 940","76.6","0 920","75.6","0 950","75.8","1 040","78.2","1 140","77.3","1 220","76.5","1 290","77.7","","","","","","","","","",""
"","","Non - UK","","","0 300","24.1","0 300","23.5","0 300","23.3","0 290","23.4","0 300","24.4","0 300","24.2","0 290","21.8","0 330","22.7","0 370","23.5","0 370","22.3","","","","","","","","","",""
"","White","","","","24 540","95.1","24 260","95.0","23 820","94.9","22 840","94.9","22 230","94.8","22 260","94.7","23 890","94.7","25 690","94.6","26 880","94.4","27 540","94.3","","","","","","","","","",""
"","","UK","","","24 330","99.2","24 050","99.2","23 610","99.2","22 640","99.2","22 040","99.2","22 060","99.2","23 700","99.3","25 480","99.4","26 680","99.4","27 310","99.3","","","","","","","","","",""
"","","Non - UK","","","0 190","0.8","0 200","0.8","0 190","0.8","0 180","0.8","0 180","0.8","0 170","0.8","0 160","0.7","0 160","0.6","0 160","0.6","0 180","0.7","","","","","","","","","",""
"","Unknown","","","","0 180","*","0 150","*","0 150","*","0 120","*","0 140","*","0 140","*","0 230","*","0 260","*","0 200","*","0 200","*","","","","","","","","","",""
"","","UK","","","0 160","97.5","0 140","97.9","0 130","98.5","0 100","98.0","0 100","96.3","0 120","97.6","0 190","98.4","0 220","98.2","0 180","97.8","0 170","97.8","","","","","","","","","",""
"","","Non - UK","","","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","","","","","","","","","",""
"","Officers","","","","4 300","","4 250","","4 300","","4 290","","4 350","","4 400","","4 490","","4 690","","4 840","","4 970","","","","","","","","","","",""
"","Black, Asian and Minority Ethnic","","","","150","3.5","0 150","3.5","0 160","3.7","0 160","3.7","0 160","3.8","0 170","3.8","0 170","3.8","0 190","4.0","0 190","3.9","0 200","4.0","","","","","","","","","",""
"","","UK","","","0 130","86.7","0 130","86.6","0 140","88.0","0 140","89.2","0 140","87.0","0 140","85.5","0 150","88.3","0 170","89.8","0 170","89.9","0 180","89.7","","","","","","","","","",""
"","","Non - UK","","","20","13.3","0 020","13.4","0 020","12.0","0 020","10.8","0 020","13.0","0 020","14.5","0 020","11.7","0 020","10.2","0 020","10.1","0 020","10.3","","","","","","","","","",""
"","White","","","","4090","96.5","4 050","96.5","4 100","96.3","4 100","96.3","4 150","96.2","4 190","96.2","4 270","96.2","4 450","96.0","4 610","96.1","4 720","96.0","","","","","","","","","",""
"","","UK","","","4050","99.0","4 010","99.0","4 060","99.0","4 060","99.0","4 110","99.0","4 140","98.9","4 230","99.0","4 410","99.0","4 570","99.0","4 670","98.9","","","","","","","","","",""
"","","Non - UK","","","40","1.0","0 040","1.0","0 040","1.0","0 040","1.0","0 040","1.0","0 040","1.1","0 040","1.0","0 040","1.0","0 040","1.0","0 050","1.1","","","","","","","","","",""
"","Unknown","","","","60","*","0 050","*","0 040","*","0 030","*","0 030","*","0 040","*","0 050","*","0 050","*","0 040","*","0 050","*","","","","","","","","","",""
"","","UK","","","60","98.3","0 050","100.0","0 040","100.0","0 030","100.0","0 030","100.0","0 040","100.0","0 050","100.0","0 050","97.9","0 040","97.7","0 040","100.0","","","","","","","","","",""
"","","Non - UK","","","~","-","-","-","-","-","-","-","-","-","-","-","-","-","~","-","~","-","-","-","","","","","","","","","",""
"","Other Ranks","","","","21 690","","21 420","","20 940","","19 890","","19 230","","19 260","","20 940","","22 730","","23 830","","24 440","","","","","","","","","","",""
"","Black, Asian and Minority Ethnic","","","","1110","5.2","1 120","5.3","1 110","5.3","1 070","5.4","1 050","5.5","1 080","5.7","1 150","5.6","1 280","5.7","1 410","5.9","1 470","6.1","","","","","","","","","",""
"","","UK","","","830","74.4","0 840","75.2","0 840","75.0","0 800","74.7","0 780","73.8","0 810","74.4","0 880","76.7","0 970","75.5","1 050","74.7","1 120","76.1","","","","","","","","","",""
"","","Non - UK","","","280","25.6","0 280","24.8","0 280","25.0","0 270","25.3","0 280","26.2","0 280","25.6","0 270","23.3","0 310","24.5","0 360","25.3","0 350","23.9","","","","","","","","","",""
"","White","","","","20450","94.8","20 200","94.7","19 720","94.7","18 740","94.6","18 080","94.5","18 070","94.3","19 610","94.4","21 240","94.3","22 270","94.1","22 820","93.9","","","","","","","","","",""
"","","UK","","","20290","99.3","20 030","99.2","19 560","99.2","18 580","99.3","17 930","99.3","17 920","99.3","19 470","99.4","21 070","99.4","22 110","99.5","22 630","99.4","","","","","","","","","",""
"","","Non - UK","","","150","0.7","0 160","0.8","0 150","0.8","0 140","0.7","0 130","0.7","0 120","0.7","0 120","0.6","0 120","0.6","0 120","0.5","0 130","0.6","","","","","","","","","",""
"","Unknown","","","","120","*","0 100","*","0 110","*","0 080","*","0 100","*","0 100","*","0 180","*","0 210","*","0 150","*","0 150","*","","","","","","","","","",""
"","","UK","","","100","97.1","0 090","96.7","0 080","97.7","0 070","97.1","0 070","94.7","0 080","96.6","0 140","97.9","0 180","98.3","0 130","97.8","0 130","97.0","","","","","","","","","",""
"","","Non - UK","","","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","","","","","","","","","",""
"Royal Air Force Reserves ","","","","","..","","1 520","","1 540","","1 570","","1 720","","1 850","","2 220","","2 430","","2 540","","2 650","","","","","","","","","","",""
"","Black, Asian and Minority Ethnic","","","","..","..","0 040","3.3","0 050","3.3","0 050","3.7","0 060","3.8","0 070","4.1","0 080","3.9","0 090","3.9","0 090","3.9","0 110","4.3","","","","","","","","","",""
"","","UK","","","..","..","0 040","95.0","0 040","95.2","0 050","94.1","0 060","94.9","0 060","94.0","0 070","91.1","0 080","92.0","0 080","91.3","0 100","90.7","","","","","","","","","",""
"","","Non - UK","","","..","..","~","-","~","-","~","-","~","-","~","-","0 010","8.9","0 010","8.0","0 010","8.7","0 010","9.3","","","","","","","","","",""
"","White","","","","..","..","1 330","96.7","1 360","96.7","1 390","96.3","1 520","96.2","1 630","95.9","1 990","96.1","2 190","96.1","2 310","96.1","2 440","95.7","","","","","","","","","",""
"","","UK","","","..","..","1 240","99.7","1 270","99.7","1 310","99.7","1 460","99.7","1 580","99.6","1 940","99.5","2 140","99.5","2 260","99.5","2 390","99.5","","","","","","","","","",""
"","","Non - UK","","","..","..","~","-","~","-","~","-","~","-","0 010","0.4","0 010","0.5","0 010","0.5","0 010","0.5","0 010","0.5","","","","","","","","","",""
"","Unknown","","","","..","..","0 140","*","0 130","*","0 120","*","0 140","*","0 150","*","0 150","*","0 150","*","0 140","*","0 110","*","","","","","","","","","",""
"","","UK","","","..","..","0 110","100.0","0 100","100.0","0 100","100.0","0 120","99.2","0 130","98.5","0 120","98.4","0 130","98.5","0 120","98.4","0 100","100.0","","","","","","","","","",""
"","","Non - UK","","","..","..","-","-","-","-","-","-","~","-","~","-","~","-","~","-","~","-","-","-","","","","","","","","","",""
"","Officers","","","","..","","0 210","","0 220","","0 240","","0 290","","0 300","","0 340","","0 360","","0 390","","0 390","","","","","","","","","","",""
"","Black, Asian and Minority Ethnic","","","","..","..","0 010","3.5","0 010","3.3","0 010","3.5","0 010","2.9","0 010","2.7","~","-","0 010","1.9","0 010","2.6","0 010","2.6","","","","","","","","","",""
"","","UK","","","..","..","~","-","~","-","0 010","85.7","0 010","85.7","0 010","85.7","~","-","~","-","0 010","88.9","0 010","88.9","","","","","","","","","",""
"","","Non - UK","","","..","..","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","","","","","","","","","",""
"","White","","","","..","..","0 160","96.5","0 180","96.7","0 190","96.5","0 240","97.1","0 250","97.3","0 290","98.3","0 310","98.1","0 340","97.4","0 340","97.4","","","","","","","","","",""
"","","UK","","","..","..","0 160","98.8","0 170","99.4","0 190","99.5","0 230","99.6","0 250","99.2","0 290","99.3","0 310","99.4","0 330","99.4","0 340","99.4","","","","","","","","","",""
"","","Non - UK","","","..","..","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","~","-","","","","","","","","","",""
"","Unknown","","","","..","..","0 040","*","0 040","*","0 040","*","0 040","*","0 040","*","0 040","*","0 040","*","0 040","*","0 040","*","","","","","","","","","",""
"","","UK","","","..","..","0 040","100.0","0 040","100.0","0 040","100.0","0 040","100.0","0 040","100.0","0 040","100.0","0 040","100.0","0 040","100.0","0 040","100.0","","","","","","","","","",""
"","","Non - UK","","","..","..","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","",""
"","Other Ranks","","","","..","","1 310","","1 320","","1 330","","1 430","","1 540","","1 880","","2 070","","2 160","","2 260","","","","","","","","","","",""
"","Black, Asian and Minority Ethnic","","","","..","..","0 040","3.2","0 040","3.3","0 050","3.7","0 050","4.0","0 060","4.3","0 080","4.2","0 080","4.2","0 080","4.1","0 100","4.6","","","","","","","","","",""
"","","UK","","","..","..","0 030","97.1","0 040","97.2","0 040","95.5","0 050","96.2","0 060","95.0","0 070","91.9","0 080","92.6","0 080","91.6","0 090","90.8","","","","","","","","","",""
"","","Non - UK","","","..","..","~","-","~","-","~","-","~","-","~","-","0 010","8.1","0 010","7.4","0 010","8.4","0 010","9.2","","","","","","","","","",""
"","White","","","","..","..","1 170","96.8","1 190","96.7","1 200","96.3","1 280","96.0","1 380","95.7","1 700","95.8","1 880","95.8","1 970","95.9","2 100","95.4","","","","","","","","","",""
"","","UK","","","..","..","1 080","99.8","1 100","99.7","1 120","99.7","1 230","99.7","1 330","99.7","1 650","99.6","1 830","99.6","1 920","99.5","2 050","99.5","","","","","","","","","",""
"","","Non - UK","","","..","..","~","-","~","-","~","-","~","-","~","-","0 010","0.4","0 010","0.4","0 010","0.5","0 010","0.5","","","","","","","","","",""
"","Unknown","","","","..","..","0 100","*","0 090","*","0 080","*","0 090","*","0 100","*","0 100","*","0 110","*","0 100","*","0 070","*","","","","","","","","","",""
"","","UK","","","..","..","0 070","100.0","0 070","100.0","0 060","100.0","0 080","98.7","0 080","97.7","0 080","97.6","0 090","97.8","0 080","97.6","0 060","100.0","","","","","","","","","",""
"","","Non - UK","","","..","..","-","-","-","-","-","-","~","-","~","-","~","-","~","-","~","-","-","-","","","","","","","","","",""
"1","UK Nationality includes any individuals whose nationality is recorded on Joint Personnel Administration (JPA) as Anguilla, Bermuda, British, British Hong Kong, British Overseas Territories, British Antarctic Territory, British Indian Ocean Territory, British Virgin Islands, Cayman Islands, Falkland Islands, Gibraltar, Montserrat, Pitcairn Islands, Saint Helena, Ascension and Tristan da Cunha,  South Georgia and the South Sandwich Islands or Turks and Caicos Islands. More details can be found on the gov.uk website https://www.gov.uk/types-of-british-nationality/british-overseas-territories-citizen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.","Unknown includes those with an unrecorded ethnic origin and those who chose not to declare. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3.","Percentages are based on those with a known ethnic origin. Percentages of UK and Non-UK nationalities are based on those with known nationalities. Figures for UK and Non-UK do not sum to the total because unknown Nationalities are not reported.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
