"58","2.47E-4","2.55E-4","58","7.93E-3","8.36E-3","58","1.28E-1","1.28E-1","58","0.65510999857136","6.30E-1"
"59","2.40E-4","2.41E-4","59","7.78E-3","8.06E-3","59","1.27E-1","1.26E-1","59","0.65356689829772","6.27E-1"
"60","2.25E-4","2.28E-4","60","7.44E-3","7.78E-3","60","1.24E-1","1.23E-1","60","0.65043299957989","6.25E-1"
"61","2.18E-4","2.16E-4","61","7.29E-3","7.51E-3","61","1.22E-1","1.21E-1","61","0.64878676812672","6.23E-1"
"62","2.06E-4","2.04E-4","62","7.00E-3","7.25E-3","62","1.19E-1","1.19E-1","62","0.64600673826864","6.20E-1"
"63","1.96E-4","1.94E-4","63","6.77E-3","7.01E-3","63","1.17E-1","1.17E-1","63","0.64378974019378","6.18E-1"
"64","1.68E-4","1.83E-4","64","6.09E-3","6.77E-3","64","1.11E-1","1.15E-1","64","0.63845624678765","6.16E-1"
"65","1.59E-4","1.74E-4","65","5.86E-3","6.55E-3","65","1.09E-1","1.13E-1","65","0.63624247156215","6.14E-1"
"66","1.49E-4","1.65E-4","66","5.60E-3","6.33E-3","66","1.06E-1","1.11E-1","66","0.63353656723936","6.12E-1"
"67","1.44E-4","1.57E-4","67","5.47E-3","6.13E-3","67","1.05E-1","1.09E-1","67","0.63197058473525","6.09E-1"
"68","1.34E-4","1.49E-4","68","5.21E-3","5.93E-3","68","1.03E-1","1.08E-1","68","0.62911868533644","6.07E-1"
"69","1.30E-4","1.42E-4","69","5.11E-3","5.75E-3","69","1.01E-1","1.06E-1","69","0.62765712315161","6.05E-1"
"70","1.24E-4","1.35E-4","70","4.96E-3","5.57E-3","70","9.99E-2","1.04E-1","70","0.62556356020724","6.03E-1"
"71","1.21E-4","1.28E-4","71","4.86E-3","5.39E-3","71","9.88E-2","1.03E-1","71","0.62407621522753","6.01E-1"
"72","1.11E-4","1.22E-4","72","4.61E-3","5.23E-3","72","9.63E-2","1.01E-1","72","0.62117436166364","5.99E-1"
"73","1.08E-4","1.17E-4","73","4.52E-3","5.07E-3","73","9.53E-2","9.94E-2","73","0.61972407945156","5.97E-1"
"74","1.04E-4","1.11E-4","74","4.40E-3","4.92E-3","74","9.40E-2","9.79E-2","74","0.61785933881177","5.95E-1"
"75","1.01E-4","1.06E-4","75","4.33E-3","4.77E-3","75","9.32E-2","9.64E-2","75","0.61658502417476","5.93E-1"
"76","9.65E-5","1.01E-4","76","4.19E-3","4.63E-3","76","9.16E-2","9.50E-2","76","0.61441379056082","5.91E-1"
"77","9.43E-5","9.66E-5","77","4.13E-3","4.50E-3","77","9.09E-2","9.35E-2","77","0.61314463248278","5.89E-1"
"78","9.07E-5","9.23E-5","78","4.03E-3","4.37E-3","78","8.97E-2","9.22E-2","78","0.61131727689557","5.87E-1"
"79","8.81E-5","8.82E-5","79","3.95E-3","4.24E-3","79","8.87E-2","9.08E-2","79","0.60990470202101","5.86E-1"
"80","8.05E-5","8.43E-5","80","3.73E-3","4.12E-3","80","8.63E-2","8.95E-2","80","0.60705699232637","5.84E-1"
"81","7.78E-5","8.06E-5","81","3.65E-3","4.01E-3","81","8.54E-2","8.82E-2","81","0.60564860715598","5.82E-1"
"82","7.49E-5","7.72E-5","82","3.56E-3","3.90E-3","82","8.43E-2","8.69E-2","82","0.6038019144726","5.80E-1"
"83","7.32E-5","7.39E-5","83","3.51E-3","3.79E-3","83","8.37E-2","8.57E-2","83","0.60266070351417","5.78E-1"
"84","7.01E-5","7.08E-5","84","3.41E-3","3.69E-3","84","8.24E-2","8.45E-2","84","0.60062547414322","5.77E-1"
"85","6.86E-5","6.78E-5","85","3.36E-3","3.59E-3","85","8.18E-2","8.33E-2","85","0.59949296487806","5.75E-1"
"86","6.69E-5","6.50E-5","86","3.29E-3","3.49E-3","86","8.09E-2","8.22E-2","86","0.5978441551454","5.73E-1"
"87","6.56E-5","6.23E-5","87","3.25E-3","3.40E-3","87","8.03E-2","8.10E-2","87","0.59664654432316","5.72E-1"
"88","6.21E-5","5.98E-5","88","3.13E-3","3.31E-3","88","7.88E-2","7.99E-2","88","0.59442922396337","5.70E-1"
"89","6.06E-5","5.74E-5","89","3.09E-3","3.22E-3","89","7.82E-2","7.89E-2","89","0.59320905319561","5.68E-1"
"90","5.87E-5","5.51E-5","90","3.02E-3","3.14E-3","90","7.73E-2","7.78E-2","90","0.59160826391842","5.67E-1"
"91","5.75E-5","5.29E-5","91","2.98E-3","3.06E-3","91","7.68E-2","7.68E-2","91","0.5904931580398","5.65E-1"
"92","5.49E-5","5.08E-5","92","2.90E-3","2.98E-3","92","7.56E-2","7.58E-2","92","0.58849563600637","5.63E-1"
"93","5.39E-5","4.88E-5","93","2.85E-3","2.90E-3","93","7.50E-2","7.48E-2","93","0.58734217822037","5.62E-1"
"94","5.16E-5","4.70E-5","94","2.78E-3","2.83E-3","94","7.40E-2","7.38E-2","94","0.58559507158222","5.60E-1"
"95","4.98E-5","4.52E-5","95","2.72E-3","2.76E-3","95","7.32E-2","7.29E-2","95","0.5842588782375","5.59E-1"
"96","4.45E-5","4.34E-5","96","2.55E-3","2.69E-3","96","7.11E-2","7.19E-2","96","0.58149141749193","5.57E-1"
"97","4.27E-5","4.18E-5","97","2.49E-3","2.63E-3","97","7.04E-2","7.10E-2","97","0.58012235108373","5.56E-1"
"98","4.08E-5","4.02E-5","98","2.42E-3","2.56E-3","98","6.94E-2","7.01E-2","98","0.5784013495254","5.54E-1"
"99","3.98E-5","3.87E-5","99","2.38E-3","2.50E-3","99","6.88E-2","6.92E-2","99","0.57727850880832","5.53E-1"
"100","3.78E-5","3.73E-5","100","2.31E-3","2.44E-3","100","6.78E-2","6.84E-2","100","0.57540055448615","5.51E-1"
"101","3.70E-5","3.60E-5","101","2.28E-3","2.38E-3","101","6.73E-2","6.75E-2","101","0.57432508965466","5.50E-1"
"102","3.59E-5","3.46E-5","102","2.23E-3","2.33E-3","102","6.66E-2","6.67E-2","102","0.57285933776566","5.48E-1"
"103","3.51E-5","3.34E-5","103","2.20E-3","2.27E-3","103","6.61E-2","6.59E-2","103","0.57173037363479","5.47E-1"
"104","3.31E-5","3.22E-5","104","2.13E-3","2.22E-3","104","6.50E-2","6.51E-2","104","0.56974832127829","5.45E-1"
"105","3.24E-5","3.11E-5","105","2.10E-3","2.17E-3","105","6.46E-2","6.43E-2","105","0.56862419142147","5.44E-1"
"106","3.14E-5","3.00E-5","106","2.06E-3","2.12E-3","106","6.39E-2","6.36E-2","106","0.56720807141261","5.43E-1"
"107","3.09E-5","2.89E-5","107","2.04E-3","2.07E-3","107","6.35E-2","6.28E-2","107","0.5662102772507","5.41E-1"
"108","2.98E-5","2.79E-5","108","1.99E-3","2.03E-3","108","6.27E-2","6.21E-2","108","0.56449958881033","5.40E-1"
"109","2.93E-5","2.70E-5","109","1.97E-3","1.98E-3","109","6.23E-2","6.13E-2","109","0.5634676324452","5.38E-1"
"110","2.84E-5","2.60E-5","110","1.93E-3","1.94E-3","110","6.16E-2","6.06E-2","110","0.56195289324593","5.37E-1"
"111","2.76E-5","2.52E-5","111","1.90E-3","1.89E-3","111","6.11E-2","5.99E-2","111","0.56077300809517","5.36E-1"
"112","2.58E-5","2.43E-5","112","1.83E-3","1.85E-3","112","5.99E-2","5.92E-2","112","0.55859532878251","5.34E-1"
"113","2.51E-5","2.35E-5","113","1.80E-3","1.81E-3","113","5.95E-2","5.86E-2","113","0.55743123559361","5.33E-1"
"114","2.44E-5","2.27E-5","114","1.77E-3","1.77E-3","114","5.88E-2","5.79E-2","114","0.55595001402768","5.32E-1"
"115","2.39E-5","2.20E-5","115","1.75E-3","1.74E-3","115","5.84E-2","5.73E-2","115","0.55494577416706","5.30E-1"
"116","2.31E-5","2.12E-5","116","1.71E-3","1.70E-3","116","5.77E-2","5.66E-2","116","0.55328439532189","5.29E-1"
"117","2.26E-5","2.06E-5","117","1.69E-3","1.66E-3","117","5.73E-2","5.60E-2","117","0.55226146293497","5.28E-1"
"118","2.21E-5","1.99E-5","118","1.66E-3","1.63E-3","118","5.67E-2","5.54E-2","118","0.55087531542517","5.27E-1"
"119","2.17E-5","1.93E-5","119","1.64E-3","1.59E-3","119","5.63E-2","5.48E-2","119","0.54978019121258","5.25E-1"
"120","2.07E-5","1.86E-5","120","1.59E-3","1.56E-3","120","5.54E-2","5.42E-2","120","0.5478206988016","5.24E-1"
"121","2.03E-5","1.81E-5","121","1.57E-3","1.53E-3","121","5.49E-2","5.36E-2","121","0.54674201112076","5.23E-1"
"122","1.98E-5","1.75E-5","122","1.54E-3","1.50E-3","122","5.43E-2","5.30E-2","122","0.54533233681062","5.22E-1"
"123","1.94E-5","1.69E-5","123","1.52E-3","1.47E-3","123","5.39E-2","5.24E-2","123","0.54426750738202","5.20E-1"
"124","1.86E-5","1.64E-5","124","1.48E-3","1.44E-3","124","5.31E-2","5.19E-2","124","0.54248430483104","5.19E-1"
"125","1.82E-5","1.59E-5","125","1.45E-3","1.41E-3","125","5.27E-2","5.13E-2","125","0.54136790981268","5.18E-1"
"126","1.75E-5","1.54E-5","126","1.41E-3","1.38E-3","126","5.19E-2","5.08E-2","126","0.53972522349381","5.17E-1"
"127","1.70E-5","1.49E-5","127","1.38E-3","1.35E-3","127","5.13E-2","5.03E-2","127","0.53839031928882","5.16E-1"
"128","1.54E-5","1.45E-5","128","1.30E-3","1.33E-3","128","4.97E-2","4.97E-2","128","0.5356367167955","5.15E-1"
"129","1.49E-5","1.41E-5","129","1.27E-3","1.30E-3","129","4.91E-2","4.92E-2","129","0.5343437096322","5.13E-1"
"130","1.43E-5","1.36E-5","130","1.23E-3","1.27E-3","130","4.84E-2","4.87E-2","130","0.53270908043673","5.12E-1"
"131","1.40E-5","1.32E-5","131","1.21E-3","1.25E-3","131","4.80E-2","4.82E-2","131","0.53165714240557","5.11E-1"
"132","1.34E-5","1.28E-5","132","1.18E-3","1.23E-3","132","4.73E-2","4.77E-2","132","0.52995773393795","5.10E-1"
"133","1.31E-5","1.25E-5","133","1.16E-3","1.20E-3","133","4.69E-2","4.73E-2","133","0.52896928603919","5.09E-1"
"134","1.28E-5","1.21E-5","134","1.14E-3","1.18E-3","134","4.64E-2","4.68E-2","134","0.52760763218452","5.08E-1"
"135","1.25E-5","1.17E-5","135","1.12E-3","1.16E-3","135","4.61E-2","4.63E-2","135","0.52659920261973","5.07E-1"
"136","1.19E-5","1.14E-5","136","1.09E-3","1.13E-3","136","4.53E-2","4.59E-2","136","0.52483018060593","5.06E-1"
"137","1.17E-5","1.11E-5","137","1.07E-3","1.11E-3","137","4.50E-2","4.54E-2","137","0.52384302184691","5.04E-1"
"138","1.14E-5","1.08E-5","138","1.05E-3","1.09E-3","138","4.46E-2","4.50E-2","138","0.52259126715542","5.03E-1"
"139","1.12E-5","1.05E-5","139","1.04E-3","1.07E-3","139","4.43E-2","4.45E-2","139","0.5217078841458","5.02E-1"
"140","1.09E-5","1.02E-5","140","1.02E-3","1.05E-3","140","4.38E-2","4.41E-2","140","0.52031722464689","5.01E-1"
"141","1.07E-5","9.88E-6","141","1.01E-3","1.03E-3","141","4.35E-2","4.37E-2","141","0.51940773655745","5.00E-1"
"142","1.04E-5","9.60E-6","142","9.93E-4","1.01E-3","142","4.31E-2","4.32E-2","142","0.51814728017269","4.99E-1"
"143","1.02E-5","9.34E-6","143","9.80E-4","9.96E-4","143","4.28E-2","4.28E-2","143","0.51717784708516","4.98E-1"
"144","9.74E-6","9.08E-6","144","9.47E-4","9.78E-4","144","4.21E-2","4.24E-2","144","0.51550389912749","4.97E-1"
"145","9.56E-6","8.83E-6","145","9.34E-4","9.61E-4","145","4.18E-2","4.20E-2","145","0.51452318606719","4.96E-1"
"146","9.34E-6","8.59E-6","146","9.18E-4","9.44E-4","146","4.14E-2","4.16E-2","146","0.51330140387475","4.95E-1"
"147","9.20E-6","8.36E-6","147","9.09E-4","9.27E-4","147","4.12E-2","4.12E-2","147","0.51239610548948","4.94E-1"
"148","8.96E-6","8.13E-6","148","8.92E-4","9.11E-4","148","4.07E-2","4.08E-2","148","0.51109020692874","4.93E-1"
"149","8.84E-6","7.91E-6","149","8.83E-4","8.95E-4","149","4.05E-2","4.05E-2","149","0.51024743182106","4.92E-1"
"150","8.66E-6","7.70E-6","150","8.70E-4","8.79E-4","150","4.02E-2","4.01E-2","150","0.50910686543249","4.91E-1"
"151","8.55E-6","7.50E-6","151","8.61E-4","8.64E-4","151","3.99E-2","3.97E-2","151","0.50825635548635","4.90E-1"
"152","8.23E-6","7.30E-6","152","8.41E-4","8.49E-4","152","3.94E-2","3.94E-2","152","0.50688116566436","4.89E-1"
"153","8.09E-6","7.11E-6","153","8.32E-4","8.34E-4","153","3.92E-2","3.90E-2","153","0.50599262609577","4.88E-1"
"154","7.92E-6","6.92E-6","154","8.21E-4","8.20E-4","154","3.89E-2","3.86E-2","154","0.50485238199214","4.87E-1"
"155","7.79E-6","6.74E-6","155","8.13E-4","8.06E-4","155","3.87E-2","3.83E-2","155","0.50401411887356","4.86E-1"
"156","7.57E-6","6.57E-6","156","7.98E-4","7.93E-4","156","3.83E-2","3.79E-2","156","0.50276268646701","4.85E-1"
"157","7.47E-6","6.40E-6","157","7.90E-4","7.79E-4","157","3.80E-2","3.76E-2","157","0.50191926678945","4.84E-1"
"158","7.26E-6","6.24E-6","158","7.76E-4","7.66E-4","158","3.77E-2","3.73E-2","158","0.50076451986371","4.83E-1"
"159","7.12E-6","6.08E-6","159","7.65E-4","7.53E-4","159","3.74E-2","3.69E-2","159","0.49981023416816","4.82E-1"
"160","6.77E-6","5.92E-6","160","7.38E-4","7.41E-4","160","3.68E-2","3.66E-2","160","0.49825037507784","4.81E-1"
"161","6.63E-6","5.77E-6","161","7.27E-4","7.29E-4","161","3.65E-2","3.63E-2","161","0.49731703790314","4.80E-1"
"162","6.47E-6","5.63E-6","162","7.15E-4","7.17E-4","162","3.62E-2","3.60E-2","162","0.49620837772324","4.80E-1"
"163","6.37E-6","5.49E-6","163","7.07E-4","7.05E-4","163","3.60E-2","3.57E-2","163","0.49537430430883","4.79E-1"
"164","6.17E-6","5.35E-6","164","6.94E-4","6.94E-4","164","3.56E-2","3.54E-2","164","0.49414285356831","4.78E-1"
"165","6.08E-6","5.22E-6","165","6.87E-4","6.82E-4","165","3.54E-2","3.51E-2","165","0.49332006012666","4.77E-1"
"166","5.96E-6","5.09E-6","166","6.78E-4","6.71E-4","166","3.51E-2","3.48E-2","166","0.49226618838589","4.76E-1"
"167","5.88E-6","4.97E-6","167","6.72E-4","6.61E-4","167","3.49E-2","3.45E-2","167","0.49142663612756","4.75E-1"
"168","5.71E-6","4.85E-6","168","6.58E-4","6.50E-4","168","3.46E-2","3.42E-2","168","0.49018712826365","4.74E-1"
"169","5.63E-6","4.73E-6","169","6.52E-4","6.40E-4","169","3.44E-2","3.39E-2","169","0.48937497022488","4.73E-1"
"170","5.50E-6","4.61E-6","170","6.43E-4","6.30E-4","170","3.41E-2","3.36E-2","170","0.48837040807932","4.72E-1"
"171","5.44E-6","4.50E-6","171","6.37E-4","6.20E-4","171","3.39E-2","3.33E-2","171","0.48753311181555","4.72E-1"
"172","5.28E-6","4.40E-6","172","6.27E-4","6.10E-4","172","3.36E-2","3.30E-2","172","0.48637417518563","4.71E-1"
"173","5.22E-6","4.29E-6","173","6.22E-4","6.00E-4","173","3.35E-2","3.28E-2","173","0.4855729748347","4.70E-1"
"174","5.11E-6","4.19E-6","174","6.13E-4","5.91E-4","174","3.32E-2","3.25E-2","174","0.48452135908847","4.69E-1"
"175","5.04E-6","4.09E-6","175","6.07E-4","5.82E-4","175","3.30E-2","3.22E-2","175","0.48367342742182","4.68E-1"
"176","4.82E-6","4.00E-6","176","5.92E-4","5.73E-4","176","3.26E-2","3.19E-2","176","0.48239556765051","4.67E-1"
"177","4.73E-6","3.90E-6","177","5.86E-4","5.64E-4","177","3.24E-2","3.17E-2","177","0.48154376856462","4.66E-1"
"178","4.64E-6","3.81E-6","178","5.77E-4","5.56E-4","178","3.22E-2","3.14E-2","178","0.48053985098893","4.66E-1"
"179","4.57E-6","3.72E-6","179","5.72E-4","5.47E-4","179","3.20E-2","3.12E-2","179","0.47972737066523","4.65E-1"
"180","4.46E-6","3.64E-6","180","5.63E-4","5.39E-4","180","3.17E-2","3.09E-2","180","0.47864094814592","4.64E-1"
"181","4.41E-6","3.55E-6","181","5.58E-4","5.31E-4","181","3.16E-2","3.07E-2","181","0.47788325626134","4.63E-1"
"182","4.32E-6","3.47E-6","182","5.51E-4","5.23E-4","182","3.13E-2","3.04E-2","182","0.47687418212667","4.62E-1"
"183","4.29E-6","3.39E-6","183","5.45E-4","5.15E-4","183","3.12E-2","3.02E-2","183","0.47606073494817","4.61E-1"
"184","4.15E-6","3.32E-6","184","5.34E-4","5.07E-4","184","3.08E-2","2.99E-2","184","0.47486795839997","4.61E-1"
"185","4.09E-6","3.24E-6","185","5.29E-4","5.00E-4","185","3.07E-2","2.97E-2","185","0.47408061630128","4.60E-1"
"186","4.03E-6","3.17E-6","186","5.22E-4","4.93E-4","186","3.04E-2","2.95E-2","186","0.47309893638618","4.59E-1"
"187","3.99E-6","3.10E-6","187","5.17E-4","4.85E-4","187","3.02E-2","2.92E-2","187","0.47228420006793","4.58E-1"
