"","","","","","Asian ","","0 095","","0 090","","0 085","","0 085","","0 085","","0 090","","0 095","","0 100","","0 095","","0 100","","","","","","","","","","","","","",""
"","","","","","Black","","0 655","","0 640","","0 620","","0 615","","0 615","","0 615","","0 600","","0 585","","0 565","","0 560","","","","","","","","","","","","","",""
"","","","","","Other","","0 125","","0 120","","0 115","","0 110","","0 110","","0 110","","0 105","","0 100","","0 100","","0 100","","","","","","","","","","","","","",""
"","","","White","","","","33 800","96.5","33 010","96.5","32 360","96.5","31 980","96.5","31 820","96.5","31 400","96.5","31 260","96.5","31 020","96.5","31 080","96.5","31 080","96.5","","","","","","","","","","","","",""
"","","","Unknown","","","","0 520","*","0 470","*","0 430","*","0 380","*","0 370","*","0 350","*","0 340","*","0 330","*","0 320","*","0 290","*","","","","","","","","","","","","",""
"","Officers","","","","","","7 190","","7 100","","6 940","","6 880","","6 800","","6 820","","6 780","","6 820","","6 770","","6 830","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 130","1.8","0 130","1.8","0 120","1.8","0 120","1.8","0 120","1.8","0 120","1.8","0 120","1.8","0 130","1.9","0 120","1.8","0 120","1.8","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 060","","0 060","","0 060","","0 060","","0 055","","0 060","","0 060","","0 065","","0 065","","0 065","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 030","","0 030","","0 030","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","","","","","","","","","","","","",""
"","","","","","Black","","0 020","","0 020","","0 020","","0 020","","0 015","","0 020","","0 015","","0 020","","0 020","","0 020","","","","","","","","","","","","","",""
"","","","","","Other","","0 020","","0 015","","0 020","","0 020","","0 020","","0 015","","0 015","","0 015","","0 015","","0 015","","","","","","","","","","","","","",""
"","","","White","","","","6 950","98.2","6 860","98.2","6 710","98.2","6 660","98.2","6 600","98.2","6 620","98.2","6 570","98.2","6 610","98.1","6 580","98.2","6 640","98.2","","","","","","","","","","","","",""
"","","","Unknown","","","","0 120","*","0 110","*","0 100","*","0 090","*","0 090","*","0 090","*","0 080","*","0 080","*","0 070","*","0 070","*","","","","","","","","","","","","",""
"","","Commander/Lieutenant Colonel and above","","","","","1 480","","1 500","","1 420","","1 430","","1 400","","1 420","","1 400","","1 430","","1 400","","1 430","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 020","1.5","0 020","1.4","0 020","1.5","0 020","1.6","0 020","1.4","0 020","1.3","0 020","1.4","0 020","1.5","0 020","1.4","0 020","1.4","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","","","","","","","","","","","","",""
"","","","","","Asian ","","~","","~","","~","","~","","~","","~","","~","","~","","~","","~","","","","","","","","","","","","","",""
"","","","","","Black","","-","","-","","-","","-","","-","","-","","-","","~","","~","","~","","","","","","","","","","","","","",""
"","","","","","Other","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 005","","0 005","","","","","","","","","","","","","",""
"","","","White","","","","1 440","98.5","1 450","98.6","1 370","98.5","1 380","98.4","1 360","98.6","1 380","98.7","1 360","98.6","1 380","98.5","1 350","98.6","1 390","98.6","","","","","","","","","","","","",""
"","","","Unknown","","","","0 020","*","0 030","*","0 030","*","0 020","*","0 020","*","0 030","*","0 030","*","0 030","*","0 020","*","0 020","*","","","","","","","","","","","","",""
"","","Lieutenant Commander/Major and below ","","","","","5 710","","5 600","","5 520","","5 440","","5 400","","5 400","","5 370","","5 390","","5 380","","5 400","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 100","1.9","0 110","1.9","0 100","1.9","0 100","1.9","0 100","1.8","0 100","1.9","0 100","1.9","0 110","2.0","0 100","1.9","0 100","1.9","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 050","","0 055","","0 050","","0 050","","0 045","","0 050","","0 050","","0 055","","0 055","","0 050","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 020","","0 020","","","","","","","","","","","","","",""
"","","","","","Black","","0 020","","0 020","","0 020","","0 020","","0 015","","0 020","","0 015","","0 020","","0 020","","0 020","","","","","","","","","","","","","",""
"","","","","","Other","","0 010","","0 005","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","","","","","","","","","","","","",""
"","","","White","","","","5 520","98.1","5 410","98.1","5 340","98.1","5 280","98.1","5 240","98.2","5 230","98.1","5 220","98.1","5 230","98.0","5 220","98.1","5 240","98.1","","","","","","","","","","","","",""
"","","","Unknown","","","","0 090","*","0 080","*","0 080","*","0 070","*","0 060","*","0 060","*","0 050","*","0 050","*","0 050","*","0 050","*","","","","","","","","","","","","",""
"","Other Ranks","","","","","","28 350","","27 580","","27 020","","26 640","","26 530","","26 080","","25 960","","25 670","","25 730","","25 660","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","1 110","4.0","1 070","3.9","1 040","3.9","1 020","3.9","1 020","3.9","1 030","4.0","1 020","4.0","1 010","4.0","0 990","3.9","1 000","3.9","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 295","","0 295","","0 280","","0 275","","0 275","","0 280","","0 285","","0 285","","0 285","","0 300","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 070","","0 060","","0 060","","0 060","","0 060","","0 065","","0 070","","0 075","","0 070","","0 075","","","","","","","","","","","","","",""
"","","","","","Black","","0 635","","0 620","","0 605","","0 595","","0 595","","0 595","","0 580","","0 565","","0 545","","0 540","","","","","","","","","","","","","",""
"","","","","","Other","","0 110","","0 100","","0 100","","0 095","","0 090","","0 090","","0 090","","0 085","","0 085","","0 085","","","","","","","","","","","","","",""
"","","","White","","","","26 850","96.0","26 150","96.1","25 650","96.1","25 320","96.1","25 220","96.1","24 780","96.0","24 690","96.0","24 410","96.0","24 500","96.1","24 440","96.1","","","","","","","","","","","","",""
"","","","Unknown","","","","0 400","*","0 360","*","0 330","*","0 290","*","0 280","*","0 270","*","0 260","*","0 250","*","0 240","*","0 220","*","","","","","","","","","","","","",""
"","","Petty Officer/Sergeant and above ","","","","","9 170","","8 880","","8 550","","8 280","","8 080","","7 900","","7 800","","7 750","","7 770","","7 890","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 160","1.7","0 150","1.7","0 140","1.7","0 140","1.7","0 140","1.7","0 150","2.0","0 150","2.0","0 160","2.1","0 160","2.1","0 190","2.4","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 075","","0 070","","0 065","","0 065","","0 060","","0 065","","0 070","","0 070","","0 065","","0 070","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 015","","0 015","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","","","","","","","","","","","","",""
"","","","","","Black","","0 035","","0 035","","0 035","","0 040","","0 045","","0 050","","0 050","","0 055","","0 060","","0 080","","","","","","","","","","","","","",""
"","","","","","Other","","0 030","","0 030","","0 025","","0 025","","0 025","","0 030","","0 025","","0 025","","0 030","","0 030","","","","","","","","","","","","","",""
"","","","White","","","","8 930","98.3","8 640","98.3","8 330","98.3","8 070","98.3","7 870","98.3","7 680","98.0","7 570","98.0","7 520","97.9","7 540","97.9","7 630","97.6","","","","","","","","","","","","",""
"","","","Unknown","","","","0 090","*","0 080","*","0 080","*","0 070","*","0 070","*","0 070","*","0 070","*","0 070","*","0 070","*","0 070","*","","","","","","","","","","","","",""
"","","Leading Rate/Corporal and below","","","","","19 180","","18 710","","18 460","","18 360","","18 450","","18 180","","18 170","","17 920","","17 960","","17 780","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 950","5.0","0 920","5.0","0 900","4.9","0 880","4.9","0 880","4.8","0 880","4.9","0 870","4.8","0 850","4.8","0 830","4.6","0 810","4.6","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 225","","0 220","","0 215","","0 210","","0 215","","0 215","","0 215","","0 220","","0 220","","0 235","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 050","","0 045","","0 045","","0 045","","0 050","","0 050","","0 060","","0 065","","0 060","","0 065","","","","","","","","","","","","","",""
"","","","","","Black","","0 595","","0 585","","0 565","","0 555","","0 555","","0 545","","0 535","","0 510","","0 485","","0 460","","","","","","","","","","","","","",""
"","","","","","Other","","0 080","","0 075","","0 070","","0 070","","0 065","","0 065","","0 060","","0 055","","0 055","","0 055","","","","","","","","","","","","","",""
"","","","White","","","","17 920","95.0","17 500","95.0","17 320","95.1","17 260","95.1","17 350","95.2","17 100","95.1","17 120","95.2","16 890","95.2","16 960","95.4","16 810","95.4","","","","","","","","","","","","",""
"","","","Unknown","","","","0 310","*","0 280","*","0 240","*","0 220","*","0 210","*","0 200","*","0 190","*","0 180","*","0 180","*","0 150","*","","","","","","","","","","","","",""
"Army","","","","","","","104 250","","102 760","","99 730","","97 030","","91 070","","89 200","","87 060","","86 080","","85 040","","84 490","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","10 300","9.9","10 360","10.1","10 140","10.2","9 970","10.3","9 360","10.3","9 120","10.2","8 840","10.2","8 730","10.2","8 660","10.2","8 630","10.2","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","1 515","","1 520","","1 485","","1 420","","1 355","","1 355","","1 340","","1 330","","1 335","","1 335","","","","","","","","","","","","","",""
"","","","","","Asian ","","1 605","","1 690","","1 740","","1 720","","1 735","","1 795","","1 895","","1 980","","2 055","","2 180","","","","","","","","","","","","","",""
"","","","","","Black","","6 460","","6 445","","6 245","","6 185","","5 685","","5 415","","5 085","","4 895","","4 750","","4 595","","","","","","","","","","","","","",""
"","","","","","Other","","0 720","","0 705","","0 675","","0 645","","0 590","","0 560","","0 525","","0 520","","0 520","","0 515","","","","","","","","","","","","","",""
"","","","White","","","","93 640","90.1","92 150","89.9","89 350","89.8","86 720","89.7","81 530","89.7","79 930","89.8","78 090","89.8","77 210","89.8","76 190","89.8","75 700","89.8","","","","","","","","","","","","",""
"","","","Unknown","","","","0 310","*","0 250","*","0 240","*","0 340","*","0 170","*","0 150","*","0 130","*","0 140","*","0 190","*","0 160","*","","","","","","","","","","","","",""
"","Officers","","","","","","14 480","","14 340","","13 890","","13 680","","13 200","","13 120","","12 830","","12 840","","12 590","","12 820","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 400","2.8","0 390","2.7","0 370","2.7","0 370","2.7","0 360","2.7","0 350","2.7","0 350","2.7","0 350","2.7","0 350","2.8","0 360","2.8","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 175","","0 180","","0 165","","0 170","","0 165","","0 160","","0 160","","0 155","","0 160","","0 160","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 115","","0 105","","0 100","","0 100","","0 095","","0 100","","0 095","","0 100","","0 100","","0 105","","","","","","","","","","","","","",""
"","","","","","Black","","0 065","","0 060","","0 060","","0 060","","0 060","","0 060","","0 060","","0 055","","0 055","","0 055","","","","","","","","","","","","","",""
"","","","","","Other","","0 045","","0 045","","0 040","","0 040","","0 040","","0 035","","0 035","","0 035","","0 035","","0 035","","","","","","","","","","","","","",""
"","","","White","","","","13 960","97.2","13 850","97.3","13 430","97.3","13 240","97.3","12 780","97.3","12 710","97.3","12 430","97.3","12 430","97.3","12 170","97.2","12 380","97.2","","","","","","","","","","","","",""
"","","","Unknown","","","","0 120","*","0 100","*","0 090","*","0 080","*","0 070","*","0 060","*","0 050","*","0 060","*","0 070","*","0 080","*","","","","","","","","","","","","",""
"","","Lieutenant Colonel and above","","","","","2 520","","2 510","","2 430","","2 480","","2 400","","2 410","","2 370","","2 370","","2 350","","2 370","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 060","2.2","0 050","2.0","0 050","1.9","0 050","2.1","0 050","2.0","0 050","1.9","0 040","1.8","0 040","1.7","0 040","1.9","0 040","1.9","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 020","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","0 025","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 020","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","0 010","","","","","","","","","","","","","",""
"","","","","","Black","","0 005","","0 005","","0 005","","0 010","","0 010","","0 010","","0 005","","0 005","","0 005","","0 005","","","","","","","","","","","","","",""
"","","","","","Other","","0 010","","0 010","","0 010","","0 010","","0 010","","0 005","","~","","~","","~","","~","","","","","","","","","","","","","",""
"","","","White","","","","2 440","97.8","2 440","98.0","2 370","98.1","2 410","97.9","2 340","98.0","2 340","98.1","2 320","98.2","2 310","98.3","2 290","98.1","2 310","98.1","","","","","","","","","","","","",""
"","","","Unknown","","","","0 020","*","0 020","*","0 020","*","0 020","*","0 020","*","0 020","*","0 020","*","0 020","*","0 020","*","0 020","*","","","","","","","","","","","","",""
"","","Major and below","","","","","11 960","","11 830","","11 460","","11 200","","10 800","","10 710","","10 460","","10 470","","10 240","","10 440","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","0 340","2.9","0 340","2.9","0 320","2.8","0 320","2.9","0 310","2.9","0 300","2.9","0 300","2.9","0 310","3.0","0 310","3.0","0 310","3.0","","","","","","","","","","","","",""
"","","","","of which ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","Mixed","","0 150","","0 155","","0 145","","0 145","","0 140","","0 135","","0 135","","0 135","","0 135","","0 135","","","","","","","","","","","","","",""
"","","","","","Asian ","","0 100","","0 095","","0 090","","0 090","","0 090","","0 090","","0 090","","0 090","","0 090","","0 095","","","","","","","","","","","","","",""
"","","","","","Black","","0 060","","0 055","","0 055","","0 050","","0 050","","0 050","","0 050","","0 050","","0 050","","0 050","","","","","","","","","","","","","",""
"","","","","","Other","","0 035","","0 035","","0 035","","0 035","","0 030","","0 030","","0 030","","0 035","","0 035","","0 035","","","","","","","","","","","","","",""
"","","","White","","","","11 520","97.1","11 410","97.1","11 060","97.2","10 830","97.1","10 440","97.1","10 360","97.1","10 120","97.1","10 120","97.0","9 880","97.0","10 070","97.0","","","","","","","","","","","","",""
"","","","Unknown","","","","0 100","*","0 090","*","0 070","*","0 060","*","0 050","*","0 040","*","0 040","*","0 050","*","0 050","*","0 060","*","","","","","","","","","","","","",""
"","Other Ranks","","","","","","89 780","","88 420","","85 840","","83 340","","77 860","","76 090","","74 230","","73 240","","72 450","","71 670","","","","","","","","","","","","","",""
"","","","Black, Asian and Minority Ethnic","","","","9 900","11.1","9 970","11.3","9 770","11.4","9 600","11.6","9 000","11.6","8 770","11.5","8 500","11.5","8 380","11.5","8 310","11.5","8 270","11.6","","","","","","","","","","","","",""
