"37.5","35.0666667","34.0673069","1.819395","26.11767","13.55525","8.208843","6.696497","5.238895","13.48567","13.50754","6.696497","15.56431","22.92609","33.69882","6.338614","26.11767","3.577425","0.622373","7.676656","4.142719","-7.97912","-7.668383","-9.029623","-22.82198","7.03687","24.37456","5.915225","6.35307","2.04866","21.4554","-9.476007","2.962138","-2.574562","8.498266","-5.020154","-3.490149","8.16805","2.619493","-16.46549","-17.94347"
"42.5","30.1269841","35.6545745","5.787228","25.18769","19.19904","12.46063","8.170895","4.57879","15.41395","16.56333","8.170895","17.68301","25.52969","38.57841","7.070759","25.18769","4.057992","-1.997317","7.563885","7.606469","-6.167511","-1.968364","","-17.75294","3.431909","27.66964","7.084962","10.20031","3.396765","24.52508","-7.347476","3.723765","-3.696899","9.254417","-5.162498","-4.2113","8.468454","1.463538","-11.14341","-23.61139"
"47.5","28.406746","38.625077","9.064776","23.75834","21.17789","13.59819","10.17299","3.249735","16.62005","15.84101","10.17299","19.30394","27.70727","43.66995","7.581333","23.75834","2.254925","-0.989116","8.587779","6.473126","-0.648919","","-19.4287","-21.84634","3.223606","30.98977","8.117046","11.96609","3.615878","27.72758","-4.284983","2.507862","-2.454014","10.23693","-4.342019","-4.373974","9.175265","0.676026","","-19.83465"
"52.5","29.3571429","42.5517501","9.714542","24.37303","21.04389","13.33982","12.0536","2.874717","18.96164","15.53688","12.0536","22.47893","29.11894","46.64971","7.704489","24.37303","-0.473634","-2.255471","8.728772","5.492721","-2.819824","-8.648202","-4.986806","-21.10462","5.023743","34.03786","9.519337","14.27628","4.758677","31.12418","-4.590567","2.987106","-7.28927","11.25586","-3.210278","-3.153948","12.72567","0.692737","-13.945","-18.1745"
"57.5","24.1011905","44.9158822","8.374683","20.6667","21.9903","12.46585","12.32654","4.451066","19.21521","15.20407","12.32654","26.3274","30.28477","50.0798","8.788912","20.6667","-1.636956","-2.636917","7.632379","5.607061","-2.115145","-4.869239","","-28.48844","2.541695","37.1274","10.65789","16.70249","4.388686","32.97011","-5.073481","5.605617","-12.64085","12.54919","-3.506496","-3.628202","14.23761","-0.510915","-8.457775","-13.85049"
"62.5","21.1547619","48.6812834","9.609761","19.14932","23.75013","13.47193","12.48258","3.444246","19.68833","14.55175","12.48258","29.33023","31.50509","53.10657","9.055736","19.14932","7.204238","-3.6403","8.817997","4.355194","-1.091907","-3.445904","-1.101366","-23.0177","3.969786","39.93534","11.61002","16.33079","3.002511","36.22003","-4.893205","7.488201","-11.96111","13.87517","-3.689053","-3.207284","18.67481","-3.440993","","-10.72496"
"67.5","22.1904762","49.8797865","10.31054","18.78089","22.26235","12.59619","11.31638","2.828423","19.90794","14.81082","11.31638","29.7717","32.95689","57.29496","8.946234","18.78089","14.9307","-2.871646","12.4589","2.965545","0.338416","-7.911647","-1.378538","-18.68709","7.282246","42.6755","12.75848","17.43124","2.142191","38.60736","-9.620629","9.295935","-12.7893","14.13853","-3.403464","-2.599615","22.29165","-4.909373","","-10.05891"
"72.5","23.8928571","53.3605419","8.26433","17.76442","20.67664","11.97574","9.648123","4.982346","21.75852","17.77777","9.648123","30.17063","34.53357","61.96922","8.868727","17.76442","11.82397","-4.957377","12.95835","1.62208","-1.868183","-10.27579","0.173406","-16.19349","1.601978","45.47917","13.81037","19.33358","2.028127","40.85553","-12.09804","9.302831","","13.55914","-3.866422","-1.329091","23.77476","-3.100494","-22.45223","-11.9964"
"77.5","24.7291667","55.2907025","8.23612","20.22519","15.84791","12.71924","8.505581","4.865698","20.75478","24.13924","8.505581","29.84772","36.77798","66.50157","8.59585","20.22519","10.7153","-4.293826","15.66182","4.010928","-2.048665","-6.874443","-0.168658","-18.36355","2.690636","48.4607","14.76224","18.86372","2.05114","42.212","-12.3127","9.340772","-16.5381","14.35793","-2.333256","-0.825671","26.81373","-2.383405","-20.8369","-9.944245"
"82.5","23.5595238","59.7575093","7.173016","20.03509","19.34843","12.96683","8.577834","6.933805","22.29757","29.43488","8.577834","29.69368","38.16306","70.65263","8.095082","20.03509","11.06405","-4.98783","15.57457","1.925038","-9.32667","-7.874789","-3.77431","-20.51457","9.111774","51.3641","15.12016","20.11338","1.92734","44.39996","-10.54943","7.302457","-9.598203","14.13319","-2.620467","-0.80706","26.27428","-3.40137","-14.91807","-6.918039"
"87.5","19.6468254","62.9418256","9.762502","20.91089","9.177489","13.13691","10.48032","9.540768","23.50278","30.59178","10.48032","29.50112","39.56224","74.06149","8.729292","20.91089","12.52445","-5.723936","20.16253","0.973124","-1.129111","4.667132","-5.667321","-21.4654","5.656175","53.95171","15.59245","23.18474","1.424411","45.84044","-6.879258","7.949231","-3.462702","13.97489","-3.115371","-0.769789","29.72864","-3.064471","-19.1803","-12.86282"
"92.5","19.0019841","64.9803249","9.48964","21.07419","8.227352","14.32718","12.2713","11.87322","24.01657","36.52846","12.2713","28.76602","41.42814","76.75499","9.198412","21.07419","17.61728","-8.530558","23.11507","0.675098","0.120136","5.336239","-0.275412","-19.46619","7.610805","56.526","16.17328","25.15696","1.189098","48.50208","-8.224874","9.803466","-7.520038","16.24149","-4.621202","-0.726608","31.15711","-3.449514","","-15.96541"
"97.5","18.0748299","66.6034902","4.243054","22.26127","2.4579","13.9693","13.62644","10.35775","24.51539","38.98909","13.62644","29.20732","43.01495","79.21364","10.57132","22.26127","22.37423","-9.596924","28.33887","2.589089","-2.680264","","","-20.93191","2.843517","58.94741","16.57014","27.73773","2.352161","50.72637","-7.655213","9.313924","-5.630402","18.64581","-4.565521","-2.981914","34.24805","-3.388407","","-15.04833"
"102.5","17.9190476","69.6733631","4.589251","22.4063","3.269632","13.16201","15.55898","12.52548","24.79332","41.54748","15.55898","30.16639","44.24346","82.82237","10.5958","22.4063","21.85612","-8.965571","31.3273","3.480043","-1.589421","0.852732","1.404119","-19.41418","1.289416","61.139","17.18349","25.40053","0.645729","51.82963","-9.475462","12.0694","-8.721679","18.18433","-3.36687","-3.543939","37.88739","-4.532341","-33.98024","-14.55577"
"107.5","17.7380952","75.1616379","4.306611","25.66583","3.900451","12.56354","15.1825","14.18752","24.48609","41.95087","15.1825","32.38242","45.75038","86.56685","10.24885","25.66583","18.59728","-8.407215","32.0558","3.634042","-0.550266","11.00815","","-16.651","-0.67307","63.16729","17.8899","28.00563","1.324729","53.29168","-10.6997","14.53534","-10.0881","18.61134","-3.227365","-4.570265","40.56212","-2.413724","-37.67627","-13.03087"
"112.5","18.4833333","79.8452901","6.194835","28.6271","-3.632319","13.2809","14.22589","13.78047","22.88667","40.97094","14.22589","34.51726","47.03784","90.59286","9.719978","28.6271","22.30643","-9.081913","33.60515","4.304785","0.292504","","-2.392966","-11.38497","1.946696","65.0882","18.38261","28.93078","0.974564","54.95428","-12.81196","14.46636","-16.73657","20.75933","-3.199311","-5.737005","43.16351","0.303873","-36.14529","-11.54292"
"117.5","17.1479592","84.0740894","6.080274","31.14355","-5.865539","13.66475","13.47741","10.69554","21.30305","43.45303","13.47741","36.9467","48.49263","95.29236","9.217216","31.14355","22.34717","-10.34838","32.37796","4.539256","2.97382","3.502801","-7.382951","","3.919553","66.94378","19.10399","29.80309","0.509928","55.27914","-12.07213","18.44699","-20.07314","21.53898","-4.519474","-5.951292","44.48137","0.260226","-32.02273","-12.32156"
"122.5","15.1309524","87.1333917","4.085111","33.70704","-7.407107","13.80801","12.64883","12.58925","22.44706","44.11426","12.64883","38.54693","49.47107","99.90688","9.688594","33.70704","23.75414","-6.961109","32.07563","3.996838","0.137585","","-7.971279","-19.75722","-0.25076","68.96059","19.77834","31.64852","0.502475","57.1937","-10.02398","18.87444","-18.30872","22.54582","-3.891818","-6.293292","45.74503","2.810349","-34.6144","-13.6758"
"127.5","19.0119048","90.5537832","5.338063","32.46053","-11.10363","12.47604","13.06014","13.24417","22.55319","44.56821","13.06014","41.5347","50.63182","101.883","8.932189","32.46053","31.32636","-8.124273","31.70349","4.690095","-0.590928","2.108942","-7.68437","-24.93591","2.893262","70.92843","20.00074","30.76793","-0.186077","57.63302","-8.196787","20.35288","-19.7218","21.67052","-3.435358","-5.349997","46.26918","2.186282","-34.87437","-10.93624"
"132.5","19.1041667","96.4784349","6.689761","30.10713","-14.46307","11.70818","12.63621","14.11646","24.95898","45.98589","12.63621","42.35765","51.6247","103.5634","8.783867","30.10713","30.9577","-6.768123","33.83625","5.02181","8.512824","","-9.724237","-26.14452","6.580207","72.79955","20.47625","29.49441","-0.133521","58.2137","-5.751805","21.22247","-25.6746","22.34416","-3.165123","-5.100216","42.50091","-0.443349","","-13.99676"
"137.5","14.9166667","98.2762712","2.411925","27.37421","-10.94467","11.88009","11.77171","15.56101","28.12048","46.44572","11.77171","42.47836","52.95874","106.3325","8.192293","27.37421","27.96019","-7.640885","32.75082","9.008691","15.20937","-10.3002","","-22.20705","0.285503","74.7056","20.45634","30.35797","-0.316546","57.17153","-3.493884","23.5862","-23.49642","23.99932","-3.203259","-4.032565","47.04844","0.805539","","-18.02366"
"142.5","14.6938776","100.084705","2.055856","25.49858","-12.40898","12.13465","11.04746","16.52167","30.114","46.20088","11.04746","41.15691","53.83477","108.4829","7.92306","25.49858","30.99184","-5.270231","32.52788","7.877897","7.220887","-9.718952","-16.00183","-20.7014","7.493167","76.74851","20.905","29.3728","-1.92985","57.46817","-5.326828","23.16483","-25.79461","24.34854","-3.029328","-4.454962","53.0764","2.798272","-44.44797","-15.37102"
"147.5","16.2896825","101.504529","1.802842","23.96753","-9.57842","10.9331","11.67444","17.59247","30.47136","43.41688","11.67444","41.40226","54.40043","110.988","7.366656","23.96753","34.36577","-7.163422","28.59452","6.362952","7.729974","-5.732986","-9.030745","-25.33486","15.22199","78.63223","20.71031","29.67817","-1.976717","57.82784","-7.835236","19.17262","-18.5223","25.41067","-2.710219","-3.457096","55.04642","4.642196","","-19.07679"
"152.5","17.5252976","104.018116","1.69414","23.98172","-5.762976","9.701703","12.67439","20.96315","27.39458","42.51945","12.67439","41.26892","55.61981","113.8222","6.220863","23.98172","38.08553","-7.123297","28.01801","1.660465","10.64686","","-6.258679","-24.02454","9.818817","80.39838","21.0709","29.30238","-1.603074","58.71762","-12.33216","19.30631","-15.94707","25.01002","-2.269488","-3.219053","59.14741","3.92873","","-18.6036"
"157.5","19.4336735","106.325836","-0.345674","22.42602","-3.358895","7.093819","11.71566","22.1411","26.27697","46.3922","11.71566","41.55607","56.35297","116.0071","5.542989","22.42602","39.29553","-7.490428","26.65579","3.609293","7.73842","-3.127048","-8.361516","-18.98824","5.244337","81.94502","21.5566","29.15003","-2.414118","59.70239","-11.42803","20.62094","-25.62502","24.44167","-2.52007","-4.237195","62.02718","2.86996","-72.39854","-15.44934"
"162.5","19.9642857","105.851224","-1.938517","18.7901","-1.992151","6.607283","10.45301","21.56239","24.91149","47.9641","10.45301","41.4262","57.5288","118.7003","4.501006","18.7901","40.49551","-9.68962","28.49235","-1.576548","7.518985","5.319968","-7.596945","-32.02806","2.926192","83.66124","21.97831","28.68627","-3.678084","61.18995","-8.895459","21.91834","-25.6579","23.69836","-2.782605","-4.581538","62.6496","1.129105","-69.8777","-12.45282"
"167.5","19.4136905","105.486095","-0.895819","17.38394","-3.295804","7.658467","8.743346","22.6007","21.73074","50.18973","8.743346","42.66798","58.82395","121.1079","4.648317","17.38394","37.88322","-8.517619","31.43964","-4.434966","9.792575","","-5.434067","-32.16118","1.960222","85.34582","22.21885","29.13178","-2.94427","61.55342","-7.431465","23.43886","-30.37729","23.53559","-3.011289","-6.325024","62.03083","-0.797641","-63.76001","-14.49798"
"172.5","17.5401786","106.146788","2.443824","17.93557","-2.604754","8.08012","8.253902","24.17589","23.15485","56.2331","8.253902","43.24","59.62983","122.7714","4.298108","17.93557","37.21188","-8.650288","33.93353","-5.956179","13.71927","1.768036","-6.441132","","1.9919","87.08949","22.58932","29.53026","-2.764891","63.25679","-5.345676","24.82177","-28.44341","22.9755","-2.229654","-6.662684","65.65782","0.615628","-45.19367","-13.50986"
"177.5","21.2301587","108.189732","1.532068","13.63651","0.386387","8.912879","7.338111","25.05838","22.75778","58.82602","7.338111","43.20753","60.82068","123.9625","4.831216","13.63651","39.5627","-5.403846","37.55048","-4.552487","10.43628","","-3.201376","-39.27077","-0.391355","88.80101","22.25232","31.93801","-1.57692","64.1594","-6.525255","24.15634","-26.32919","21.67954","-1.34207","-7.322489","67.77895","-0.049443","","-17.07044"
"182.5","20.1768707","109.510634","2.726732","15.10961","0.989719","10.29886","9.131927","24.23928","23.99091","59.10274","9.131927","43.7082","61.99731","126.568","4.717016","15.10961","40.96682","-4.402217","38.07831","-5.863334","11.41052","","-5.715794","-46.75791","-1.663765","90.27219","22.06042","30.19757","-1.013417","64.78209","-5.907637","23.78039","-17.83251","19.48682","-1.356374","-8.367886","70.46764","-1.099632","-27.15656","-20.81871"
"187.5","20.156746","110.671948","4.652788","14.53958","1.991333","10.44582","9.04633","23.5215","24.03731","60.57316","9.04633","44.39539","63.03615","129.1228","4.869506","14.53958","39.36566","-2.203936","38.83931","-4.866049","11.94914","","-5.848633","-53.57658","-2.409211","91.81402","21.53558","29.71596","-1.139304","64.97163","-5.908396","25.37406","-13.00117","19.70978","-0.814138","-8.599827","70.43402","-0.112326","","-19.37232"
"192.5","15.1706349","110.476775","7.48856","16.23814","5.276427","10.51318","8.232431","24.38109","24.52069","60.78142","8.232431","44.24875","63.39347","132.4559","3.566414","16.23814","39.85235","-3.156163","40.14378","-7.70053","7.490526","-31.0098","-7.963138","-55.06621","-0.976455","93.23708","21.59408","30.55504","-1.006894","66.59306","-12.10432","28.61708","-4.212555","19.85187","-0.238908","-8.504814","65.56906","2.383065","-28.60296","-26.36299"
"197.5","12.452381","110.38025","7.608372","18.31432","8.028796","7.806597","8.213213","23.3337","21.70727","65.55597","8.213213","44.22834","63.9929","136.1837","3.517613","18.31432","33.80674","-3.118267","39.5847","-13.80174","10.95232","-29.4675","-13.12156","-41.19385","-0.728044","94.36274","21.30961","31.55806","-0.815111","67.06286","-11.62191","27.55092","-5.256262","18.67892","0.245946","-8.086737","62.07937","5.546993","","-32.38983"
"202.5","15.3035714","111.738986","4.876765","20.18188","8.793044","5.783741","6.08457","23.55276","19.38608","66.17725","6.08457","43.16725","65.07847","138.1817","2.805423","20.18188","32.93597","-1.848931","39.02222","-14.30984","15.40968","-34.33489","-17.56371","-30.91965","-0.313839","95.5388","20.73612","33.98667","-0.663137","67.87616","-11.74877","28.3718","-7.827136","18.35396","0.147919","-7.123764","64.28374","6.400613","","-35.7715"
"207.5","14.6517857","111.560214","0.704005","23.43551","7.659086","6.549813","5.362509","24.24673","17.16765","68.02215","5.362509","42.93224","66.04292","139.0973","2.751596","23.43551","31.96118","-0.287214","40.35723","-13.41596","20.62335","","-18.39976","-23.16626","-0.045165","96.54668","21.00869","32.29621","2.018516","68.2058","-11.60861","26.94719","-4.574015","19.27428","-0.118168","-7.487811","65.82607","4.055308","","-31.71403"
"212.5","10.1547619","111.920949","3.429547","27.16528","7.181007","7.420296","5.218098","26.06429","16.06983","69.96568","5.218098","41.84283","67.08714","142.5142","2.596172","27.16528","32.91776","-4.448987","39.14001","-14.04681","16.00755","-42.09651","-24.12263","-22.16118","-3.033771","97.68605","21.37411","32.69031","2.123295","69.09215","-10.5548","28.22431","-8.7828","18.85958","0.315958","-7.531547","68.1165","6.649125","","-31.9296"
"217.5","4.32142857","112.299291","2.662139","29.00541","10.75592","8.391832","5.43927","26.7772","17.03697","68.01333","5.43927","41.48193","68.39117","146.7935","2.420026","29.00541","30.94814","-3.736423","40.62689","-18.02142","16.14009","-45.55032","-22.48083","-22.92109","-4.695578","98.60562","20.94353","32.71271","3.24405","70.21493","-9.499611","29.34217","-7.13916","17.46466","0.371506","-6.151648","68.31328","5.489797","-65.28486","-28.54236"
"222.5","7.26851852","111.606748","1.227621","31.50424","13.37558","10.20497","5.705287","29.27982","18.6948","64.51292","5.705287","42.0259","69.68432","150.3125","2.687921","31.50424","30.03812","-2.531994","38.44621","-15.99704","22.90472","","","-21.66558","-0.75136","99.67842","21.09496","33.46681","2.816541","70.61619","-7.640528","29.19274","-6.296982","17.11645","0.718647","-6.577802","66.30616","4.321401","-59.04798","-24.12782"
"227.5","11.8624339","112.277965","0.669059","31.97957","18.4237","12.91601","4.701831","31.31848","19.14596","61.32372","4.701831","42.07009","71.06579","153.9173","2.749277","31.97957","25.37171","-2.285671","39.4798","-15.31289","25.55794","","-33.19186","","1.184614","100.4138","20.86627","33.97438","3.496655","70.84823","-12.11466","28.04994","-3.764547","18.32139","0.827835","-6.179525","64.83301","6.527895","","-20.55242"
"232.5","15.3231293","111.743314","0.496829","34.40787","20.33838","13.03473","4.2837","33.3085","17.33742","59.64702","4.2837","40.88682","72.33871","156.2215","2.61098","34.40787","25.94478","-1.298618","35.56082","-16.33666","25.00508","-67.03163","-33.94482","-35.44976","2.952521","101.5336","20.48051","34.52873","4.045187","70.48164","-11.55262","27.60028","-1.432576","18.62372","1.364639","-7.015383","67.12802","6.404423","","-19.92891"
"237.5","13.9702381","112.818234","2.752283","35.75439","16.09285","13.43586","5.465627","34.20342","16.5273","61.38952","5.465627","40.20948","74.11143","157.8118","2.497739","35.75439","29.60462","-2.231297","36.45257","-17.184","21.29661","-66.91585","-28.25949","-35.03722","4.24979","102.7042","20.17786","31.81407","3.002756","70.87991","-12.73969","26.37286","-12.2943","19.59194","0.650824","-6.844604","71.36337","8.6758","-69.86954","-19.15958"
"242.5","10.9619048","111.984664","3.60155","37.13922","18.88307","13.46159","6.510178","34.12958","16.09337","60.71039","6.510178","38.43161","75.51864","159.8236","2.123164","37.13922","25.39606","-0.409092","36.28477","-13.85848","20.06852","","-34.88681","-41.66609","5.043019","103.9049","19.94168","34.51297","2.830054","71.68713","-11.02684","26.92631","-12.39221","19.45631","0.303501","-7.083752","72.21339","10.91872","-72.46121","-19.37612"
"247.5","7.30952381","111.733694","-3.06732","36.99142","14.56088","13.4829","6.823963","32.91053","15.55244","56.22015","6.823963","36.72056","77.06357","160.1618","1.353253","36.99142","23.10004","1.977171","35.05262","-14.71024","16.97557","-65.53359","","-36.11268","3.906337","104.9173","19.40766","32.55629","4.645253","70.80146","-12.13692","26.55852","-22.52027","18.84707","0.191999","-7.817927","71.66818","10.9494","","-22.72319"
"252.5","7.11507937","110.697514","-2.169667","35.38054","15.62842","16.50137","6.56302","33.21369","14.25697","54.62852","6.56302","35.82801","79.11893","163.2614","0.882628","35.38054","25.14983","4.751425","35.7309","-10.85265","19.85136","","-50.66593","","11.65487","105.7019","19.45243","33.29336","6.774457","71.57569","-12.57704","29.40812","-19.86881","17.34062","0.311526","-6.579068","69.69362","8.342538","-70.75132","-24.26255"
"257.5","9.92965368","110.026648","-3.553069","35.91361","17.00853","19.8337","7.133609","33.1392","14.46286","49.76458","7.133609","33.93641","81.14192","165.9038","0.341099","35.91361","24.61137","3.713029","36.05146","-8.951486","21.60071","","-46.27073","-40.42429","18.53581","106.6128","19.35292","32.19511","5.53593","72.3148","-8.015714","29.15824","-13.05752","19.26317","-0.436239","-6.188536","73.20366","9.698593","","-30.3902"
"262.5","20.0178571","111.896891","-4.509788","34.64707","16.95632","23.28191","7.238624","32.96232","13.67486","49.02692","7.238624","32.82089","83.15624","168.1604","0.603924","34.64707","21.20997","4.967823","37.76578","-8.352263","18.70631","-78.31032","","-35.05865","24.0016","107.6001","19.20297","32.59145","6.885524","73.40903","-6.01844","29.9954","-6.707532","18.86299","-0.770008","-6.149824","77.14563","12.71056","-71.97008","-27.1855"
"267.5","21.4434524","110.734237","-4.506711","35.47758","15.91996","25.8601","8.207553","31.12995","14.14017","46.13781","8.207553","31.61179","84.60534","169.6888","0.077122","35.47758","21.59165","4.106135","37.57368","-7.383349","14.95755","","-61.26151","-31.72465","30.21144","108.2614","19.58076","32.28918","7.49363","74.12966","-6.096797","30.5654","-2.823737","18.16456","-0.6086","-6.119477","75.15726","15.71982","-70.16735","-27.99908"
"272.5","24.5011905","109.776341","-6.036089","33.23653","12.4743","27.82611","7.794304","32.66896","13.38051","47.16027","7.794304","31.99176","86.0871","171.03","0.768694","33.23653","23.90204","5.597461","38.70487","-9.812423","19.78193","-86.41675","-61.73562","-33.36195","33.10727","108.8484","19.62035","33.96349","8.627466","74.34889","-9.003151","31.3366","2.08157","16.57301","0.363642","-3.752053","75.17585","13.68948","-72.75903","-29.84254"
"277.5","31.987013","107.790799","-8.055262","32.24944","11.44247","29.97387","6.207683","32.82662","11.88217","50.4921","6.207683","31.56666","87.20401","172.6879","0.570735","32.24944","24.65898","4.383339","40.34534","-11.85164","12.9999","-84.03281","-50.03437","-45.85964","37.42343","109.7207","19.91701","33.02508","8.007985","74.86659","-9.222977","32.66834","8.299517","15.8924","1.502195","-3.170595","74.75984","9.849211","-62.46271","-28.87962"
"282.5","35.707483","107.560934","-9.622677","28.40672","7.543034","31.84336","5.829998","31.45766","12.80316","51.11148","5.829998","31.7413","88.21469","175.3521","0.260183","28.40672","21.75094","3.108638","38.7604","-9.710026","10.5653","-80.7701","-42.87364","-46.18179","36.83234","110.5933","20.1879","34.65939","9.747703","75.78227","-7.769784","29.82553","4.387154","17.91115","1.021157","-1.569154","74.01281","9.853436","-43.674","-28.7693"
"287.5","38.3558201","107.07391","-10.9072","26.87444","6.825137","32.84844","3.50224","28.11811","12.80946","52.84694","3.50224","30.42818","88.89206","178.7557","-0.691431","26.87444","21.38601","4.265254","39.1922","-11.95416","11.75593","-86.62811","-44.67129","-50.5634","42.07638","111.1642","19.63211","34.57206","9.295818","75.33632","-5.48055","29.51262","10.09941","18.85898","0.380251","-1.412567","73.68916","13.14742","-44.11643","-30.09802"
"292.5","46.8642857","103.138616","-13.78731","24.95855","7.631241","32.88456","2.109822","27.19196","12.40944","53.49658","2.109822","27.08631","89.75669","181.2366","0.146205","24.95855","13.98887","2.466606","36.5395","-14.61346","9.538003","-78.3018","-49.11344","-47.32596","46.5113","111.7211","19.62202","35.41781","11.27231","74.78315","-2.088444","29.03686","9.332011","18.59997","0.355946","-1.432707","73.95251","7.566163","","-29.04906"
"297.5","51.9155844","103.230668","-12.7179","24.07833","8.554769","30.71603","2.736799","27.31409","11.43478","52.07649","2.736799","24.94774","90.41257","183.793","1.163799","24.07833","14.99169","3.393056","34.65869","-15.06821","8.776224","-86.85916","-47.35268","-41.67315","44.12854","112.2165","19.60048","36.51568","12.29509","75.47229","0.194237","30.75485","5.202863","17.62577","0.545331","-2.481106","72.66744","5.222687","-32.79365","-25.55511"
"302.5","55.0178571","102.175105","-13.66234","22.72492","10.41564","33.74061","2.92912","29.02176","9.664591","50.10583","2.92912","23.54029","91.51453","186.5146","1.586405","22.72492","15.32652","0.987403","34.64944","-17.28381","4.501686","-87.08383","-35.48114","-38.55238","46.08898","112.7709","19.74225","36.40741","12.87119","75.1453","0.732246","27.97109","4.859673","18.65554","-0.526942","-2.642203","69.86044","6.152857","","-25.50305"
"307.5","56.5550595","100.789944","-15.00817","20.20369","8.522524","34.53984","3.330624","29.60984","7.838595","46.76311","3.330624","23.75475","91.95969","188.6303","1.660937","20.20369","13.97489","4.142066","33.55441","-18.61229","3.253481","-84.49197","-28.35314","-29.5959","45.39003","113.1569","19.7889","37.70281","11.66795","75.07582","-1.936498","29.96663","2.93931","18.80066","0.282999","-4.190537","69.8749","3.832979","-29.59661","-20.87704"
"312.5","52.734127","100.000996","-13.21187","22.32719","9.71985","34.97847","3.256222","31.43567","5.802808","45.12585","3.256222","24.47588","92.83993","190.4201","0.67286","22.32719","11.49522","2.539792","31.56033","-17.29091","1.126401","-84.74902","","","43.36525","113.783","19.99223","39.29758","11.48965","75.15026","-3.086269","28.30767","-0.578297","18.79324","-0.644559","-4.818806","68.86181","1.507816","-27.25683","-19.36355"
"317.5","49.9166667","98.9687555","-12.91151","24.77441","7.410834","35.54929","3.299548","32.85724","6.345454","39.98335","3.299548","25.49857","93.46811","192.3957","1.141514","24.77441","11.97105","1.948938","29.1326","-16.46098","-0.086032","-74.86994","-40.01241","-38.84912","43.6134","114.5325","19.9675","40.1132","11.82606","75.91259","-0.863731","29.40744","1.672508","17.6234","-0.09749","-4.281768","69.45606","1.961226","","-19.94972"
