"x","24","32","","","Manual removal of placenta","27.2","23.4","27.1","",""
"","","","","","Basic emergency care","","","","",""
"x","25","33","","","Parenteral administration of anti-convulsants","52.0","44.7","51.9","",""
"x","26","34","","","Antibiotics for preterm or prolonged PROM","54.4","46.8","54.3","",""
"x","27","35","","","Parenteral administration of antibiotics","54.4","46.8","54.3","",""
"x","28","36","","","Assisted vaginal delivery","18.4","15.8","18.4","",""
"x","42","37","","","Neonatal resuscitation","40.0","33.6","39.0","",""
"x","29","38","","","Parenteral administration of uterotonics","65.0","55.9","64.8","",""
"x","30","39","","","Removal of retained products of conception","24.1","20.7","24.0","",""
"x","31","40","","","Induction of labor for pregnancies lasting 41+ weeks","1.3","1.1","1.3","",""
"","32","41","","","Antenatal corticosteroids for preterm labor","","","","",""
"","","","","","Comprehensive emergency care","","","","",""
"x","36","42","","","Cesarean delivery","6.3","5.4","6.3","",""
"","37","43","","","Blood transfusion","","","","",""
"","","","Breastfeeding see below","","","","","","",""
"","","","Preventive Interventions","","Feeding and Supplements","","","","",""
"","49","45","","","Complementary feeding - Education only","","","","",""
"","50","46","","","Complementary feeding - Supplementary feeding + Education","","","","",""
"x","61","47","","","Vitamin A supplementation","99.0","82.2","95.3","",""
"","62","48","","","Zinc supplementation","","","","",""
"","","","","","WASH","","","","",""
"","73","49","","","Basis sanitation","","","","",""
"","74","50","","","Point-of-use filtered water","","","","",""
"","75","51","","","Piped water","","","","",""
"","76","52","","","Hand washing with soap","","","","",""
"","77","53","","","Hygienic disposal of children's stool","","","","",""
"","","","","","Other","","","","",""
"","71","54","","","ITN","","","","",""
"x","51","55","Vaccines","","BCG - Single dose","99.0","82.2","95.3","",""
"x","52","56","","","Polio - Three doses","99.0","82.2","95.3","",""
"","","","","","Pentavalent","","","","",""
"x","53","57","","","DPT - Three doses","99.0","82.2","95.3","",""
"x","54","58","","","Hib - Three doses","99.0","82.2","95.3","",""
"x","55","59","","","HepB - Three doses","99.0","82.2","95.3","",""
"x","56","60","","","Pneumococcal - Three doses","99.0","82.2","95.3","",""
"x","57","61","","","Rotavirus - Two doses","99.0","82.2","95.3","",""
"","58","62","","","Meningococcal A - Single dose","","","","",""
"","59","63","","","Malaria vaccine - Three doses","","","","",""
"x","60","64","","","Measles - Single dose","99.0","82.2","95.3","",""
"","","","Curative Interventions","","Maternal","","","","",""
"","33","65","","","Maternal sepsis case management","","","","",""
"","","","","","Neonatal","","","","",""
"","","","","","Case management of premature babies","","","","",""
"","43","66","","","Kangaroo-Mother Care (KMC)","","","","",""
"","44","67","","","Full supportive care of prematurity","","","","",""
"","","","","","Case management of neonatal sepsis/pneumonia","","","","",""
"","45","68","","","Oral antibiotics","","","","",""
"x","46","69","","","Injectable antibiotics","72.7","61.1","70.8","",""
"","47","70","","","Full supportive care","","","","",""
"","","","","","Diarrhea","","","","",""
"x","63","71","","","ORS - Oral Rehydration Solution","22.9","19.0","22.0","",""
"","64","72","","","Antibiotics for treatment of dysentery","","","","",""
"","65","73","","","Zinc for treatment of diarrhea","","","","",""
"","","","","","Other infectious diseases","","","","",""
"","66","74","","","Oral antibiotics for pneumonia","","","","",""
"x","67","75","","","Vitamin A for treatment of measles","99.0","82.2","95.3","",""
"","68","76","","","ACTs - Artemisinin compounds for treatment of malaria","","","","",""
"","","","","","Malnutrition","","","","",""
"","69","77","","","SAM - treatment for severe acute malnutrition","","","","",""
"","70","78","","","MAM - treatment for moderate acute malnutrition","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
