"","","45-49","","..","","..","1 140","","21.6","1 120","","21.0","","1 110","","20.8","1 100","","20.0","","1 080","","19.4","1 070","","18.7","1 080","","17.8","1 080","r","17.3","r","1 060","16.4"
"","","50-54","","..","","..","0 990","","18.7","1 020","r","19.0","","1 020","","18.9","1 020","","18.6","","1 060","","18.9","1 070","","18.7","1 100","","18.2","1 150","r","18.4","r","1 190","18.4"
"","","55-59","","..","","..","0 610","","11.5","0 630","","11.8","","0 680","","12.6","0 730","","13.3","","0 760","","13.6","0 820","","14.2","0 900","","14.9","0 930","r","14.8","r","0 980","15.2"
"","","60 and over","","..","","..","0 060","","1.1","0 070","r","1.4","","0 080","","1.5","0 100","","1.8","","0 100","","1.8","0 110","","1.9","0 110","","1.9","0 140","r","2.3","r","0 170","2.7"
"","Average Age","","","..","","","0 043","","","0 043","r","","","0 043","r","","0 043","r","","","0 043","r","","0 043","r","","0 043","r","","0 043","","","","0 043",""
"","Other Ranks ","","","..","","","24 490","","","24 050","","","","22 990","","","22 660","","","","22 890","","","25 080","","","27 230","","","28 480","","","","29 090",""
"","","Under 18","","..","","..","0 060","","0.2","0 030","","0.1","","0 040","","0.2","0 070","","0.3","","0 070","","0.3","0 060","","0.3","0 080","","0.3","0 080","r","0.3","r","0 070","0.2"
"","","18 and 19","","..","","..","1 010","","4.1","0 880","","3.7","","0 590","","2.6","0 400","","1.8","","0 380","","1.6","0 560","","2.2","0 720","","2.6","0 690","r","2.4","r","0 650","2.2"
"","","20-24","","..","","..","4 190","","17.1","4 060","","16.9","","3 690","","16.0","3 450","","15.2","","3 330","","14.5","3 700","","14.8","4 020","","14.8","4 180","r","14.7","r","4 180","14.4"
"","","25-29","","..","","..","4 020","","16.4","4 010","","16.7","","3 860","","16.8","3 950","","17.4","","4 100","","17.9","4 660","","18.6","5 170","","19.0","5 470","r","19.2","r","5 620","19.3"
"","","30-34","","..","","..","3 310","","13.5","3 270","","13.6","","3 200","","13.9","3 220","","14.2","","3 300","","14.4","3 690","","14.7","4 100","","15.1","4 390","r","15.4","r","4 490","15.4"
"","","35-39","","..","","..","2 910","","11.9","2 810","","11.7","","2 680","","11.7","2 680","","11.8","","2 740","","12.0","2 980","","11.9","3 160","","11.6","3 310","r","11.6","r","3 390","11.6"
"","","40-44","","..","","..","3 530","","14.4","3 490","","14.5","","3 360","","14.6","3 240","","14.3","","3 240","","14.1","3 430","","13.7","3 610","","13.3","3 650","r","12.8","r","3 630","12.5"
"","","45-49","","..","","..","3 070","","12.5","3 080","","12.8","","3 100","","13.5","3 130","r","13.8","","3 150","","13.7","3 240","","12.9","3 420","","12.6","3 560","r","12.5","r","3 680","12.6"
"","","50-54","","..","","..","1 870","","7.6","1 910","","8.0","","1 960","","8.5","1 970","","8.7","","1 990","","8.7","2 090","","8.3","2 180","","8.0","2 320","r","8.1","r","2 450","8.4"
"","","55-59","","..","","..","0 470","","1.9","0 450","","1.9","","0 440","","1.9","0 490","","2.2","","0 540","","2.4","0 600","","2.4","0 670","","2.5","0 720","r","2.5","r","0 820","2.8"
"","","60 and over","","..","","..","0 070","","0.3","0 060","r","0.3","","0 060","","0.3","0 070","r","0.3","","0 060","","0.3","0 060","","0.3","0 090","","0.3","0 110","r","0.4","r","0 120","0.4"
"","Average Age","","","..","","","0 034","r","","0 035","r","","","0 035","","","0 035","r","","","0 035","r","","0 035","","","0 035","","","0 035","","","","0 035",""
"Maritime Reserve","","","","..","","","2 570","","","2 610","","","","2 600","","","2 850","","","","2 970","","","3 160","","","3 430","","","3 540","","","","3 480",""
"","","Under 18","","..","","..","0 020","","0.7","0 030","","1.1","","0 040","","1.5","0 070","","2.4","","0 070","","2.5","0 060","","2.0","0 080","","2.5","0 080","r","2.3","r","0 070","1.9"
"","","18 and 19","","..","","..","0 080","","3.0","0 090","","3.4","","0 080","","3.2","0 110","","3.9","","0 110","","3.7","0 130","","4.2","0 140","","4.0","0 120","r","3.3","r","0 110","3.2"
"","","20-24","","..","","..","0 260","","10.2","0 260","","10.0","","0 240","","9.3","0 300","","10.6","","0 310","","10.3","0 330","","10.5","0 370","","10.8","0 380","r","10.7","r","0 340","9.7"
"","","25-29","","..","","..","0 350","","13.5","0 370","r","14.1","r","0 360","","13.9","0 420","","14.7","","0 430","","14.6","0 490","","15.5","0 540","","15.9","0 570","r","16.0","r","0 520","14.9"
"","","30-34","","..","","..","0 380","","14.9","0 380","","14.5","","0 370","","14.1","0 410","","14.4","","0 430","","14.4","0 460","","14.5","0 500","","14.6","0 540","r","15.1","r","0 520","15.1"
"","","35-39","","..","","..","0 280","","11.1","0 280","r","10.6","r","0 290","","11.1","0 290","","10.2","","0 310","","10.5","0 340","","10.8","0 360","","10.4","0 360","r","10.3","r","0 380","11.1"
"","","40-44","","..","","..","0 350","","13.6","0 360","","13.6","","0 360","","13.8","0 370","","13.0","r","0 370","","12.4","0 360","","11.5","0 390","","11.5","0 380","r","10.8","r","0 380","10.8"
"","","45-49","","..","","..","0 380","","15.0","0 380","","14.5","","0 360","","14.0","0 360","r","12.5","r","0 380","","12.9","0 380","","12.1","0 400","","11.8","0 440","","12.5","","0 450","13.0"
"","","50-54","","..","","..","0 350","","13.5","0 350","","13.4","","0 360","","13.8","0 360","","12.5","","0 370","","12.6","0 390","","12.3","0 390","","11.3","0 400","","11.3","r","0 400","11.6"
"","","55-59","","..","","..","0 110","","4.2","0 110","","4.4","r","0 130","","4.9","0 150","","5.3","","0 160","","5.5","0 190","","6.0","0 230","","6.6","0 240","r","6.9","r","0 260","7.6"
"","","60 and over","","..","","..","~","","-","0 010","r","0.3","r","0 010","","0.5","0 020","","0.5","r","0 020","","0.6","0 020","","0.5","0 020","","0.7","0 030","r","0.9","r","0 040","1.1"
"","Average Age","","","..","","","0 037","r","","0 037","r","","","0 037","r","","0 036","r","","","0 037","","","0 036","r","","0 036","r","","0 036","r","","","0 037",""
"","Officers","","","..","","","0 810","","","0 820","","","","0 830","","","0 840","","","","0 880","","","0 900","","","0 990","","","1 040","","","","1 090",""
"","","Under 18","","..","","..","-","","-","-","","-","","-","","-","-","","-","","-","","-","-","","-","-","","-","-","","-","","-","-"
"","","18 and 19","","..","","..","-","","-","-","","-","","-","","-","-","","-","","-","","-","-","","-","~","","-","~","","-","","~","-"
"","","20-24","","..","","..","0 010","","1.7","0 010","","1.5","","0 010","","1.3","0 010","","1.7","","0 010","","1.5","0 010","","1.0","0 030","","3.2","0 040","","4.2","r","0 040","3.9"
"","","25-29","","..","","..","0 050","","5.8","0 040","","5.5","","0 040","","5.4","0 040","","5.3","","0 050","","5.7","0 060","","6.2","0 070","","7.4","0 080","","7.9","r","0 090","7.9"
"","","30-34","","..","","..","0 100","","12.3","0 110","","12.9","","0 100","","12.2","0 100","","12.3","","0 110","","12.7","0 110","","11.8","0 110","","10.8","0 110","","10.5","r","0 120","11.0"
"","","35-39","","..","","..","0 110","","13.4","0 100","","12.7","","0 100","","12.7","0 100","","12.3","","0 110","","12.1","0 110","","12.4","0 110","","11.5","0 120","","11.2","r","0 130","12.2"
"","","40-44","","..","","..","0 140","","16.8","0 130","","16.1","","0 130","","16.2","0 140","","16.3","","0 140","","15.5","0 140","","15.9","0 150","","15.2","0 150","","14.4","r","0 160","14.4"
"","","45-49","","..","","..","0 180","","21.8","0 170","","21.2","","0 170","","20.9","0 170","","20.2","","0 180","","20.4","0 170","","19.0","0 170","","17.5","0 190","r","17.8","r","0 180","16.7"
"","","50-54","","..","","..","0 170","","20.9","0 180","","21.5","r","0 180","","21.5","0 180","","21.3","","0 190","","21.2","0 190","","21.3","0 200","","20.3","0 200","","19.2","","0 210","19.0"
"","","55-59","","..","","..","0 060","","6.9","0 060","","7.8","","0 070","","8.6","0 080","","9.3","","0 080","","9.7","0 100","","11.2","0 120","","12.3","0 130","r","12.8","r","0 140","12.9"
"","","60 and over","","..","","..","~","","-","0 010","","0.7","r","0 010","","1.0","0 010","","1.2","","0 010","","1.4","0 010","","1.1","0 010","","1.3","0 020","","1.7","r","0 020","1.8"
"","Average Age","","","..","","","0 043","","","0 043","","","","0 043","r","","0 043","r","","","0 043","r","","0 044","","","0 043","","","0 043","","","","0 043",""
"","Other Ranks ","","","..","","","1 760","","","1 790","","","","1 780","","","2 000","","","","2 090","","","2 250","","","2 440","","","2 500","","","","2 380",""
"","","Under 18","","..","","..","0 020","","1.0","0 030","","1.7","","0 040","","2.2","0 070","","3.4","r","0 070","","3.5","0 060","","2.8","0 080","","3.5","0 080","r","3.3","r","0 070","2.8"
"","","18 and 19","","..","","..","0 080","","4.4","0 090","","5.0","","0 080","","4.7","0 110","","5.6","","0 110","","5.3","0 130","","5.9","0 130","","5.4","0 120","","4.6","r","0 110","4.5"
"","","20-24","","..","","..","0 250","","14.1","0 250","","13.9","","0 230","","12.9","0 290","","14.4","","0 290","","14.0","0 320","","14.2","0 340","","13.9","0 340","r","13.4","r","0 290","12.3"
"","","25-29","","..","","..","0 300","","17.1","0 320","","18.0","r","0 320","","17.8","0 370","","18.7","","0 380","","18.3","0 430","","19.3","0 470","","19.4","0 480","","19.4","r","0 430","18.1"
"","","30-34","","..","","..","0 280","","16.1","0 270","","15.2","","0 270","","15.0","0 310","","15.3","","0 320","","15.1","0 350","","15.6","0 390","","16.1","0 420","r","17.0","r","0 400","17.0"
"","","35-39","","..","","..","0 180","","10.1","0 170","","9.6","r","0 180","","10.3","0 190","","9.3","","0 210","","9.9","0 230","","10.1","0 240","","10.0","0 250","r","9.9","r","0 250","10.5"
"","","40-44","","..","","..","0 210","","12.2","0 220","","12.5","","0 220","","12.7","0 230","","11.6","r","0 230","","11.2","0 220","","9.8","0 240","","9.9","0 230","","9.3","r","0 220","9.2"
"","","45-49","","..","","..","0 210","","11.9","0 200","","11.4","","0 190","","10.8","0 180","","9.2","r","0 200","","9.8","0 210","","9.4","0 230","","9.5","0 260","","10.2","r","0 270","11.3"
"","","50-54","","..","","..","0 180","","10.2","0 170","","9.7","","0 180","","10.2","0 180","","8.8","r","0 190","","9.0","0 200","","8.7","0 180","","7.6","0 200","r","8.0","r","0 200","8.2"
"","","55-59","","..","","..","0 050","","3.0","0 050","","2.8","r","0 060","","3.2","0 070","","3.6","r","0 080","","3.7","0 090","","3.9","0 100","","4.3","0 110","r","4.4","r","0 120","5.1"
"","","60 and over","","..","","..","~","","-","~","r","-","r","~","","-","~","r","-","r","~","","-","0 010","","0.3","0 010","","0.4","0 010","r","0.5","r","0 020","0.8"
"","Average Age","","","..","","","0 035","","","0 034","r","","","0 035","","","0 034","","","","0 034","","","0 033","r","","0 033","r","","0 034","","","","0 035",""
"Army Reserve","","","","25 980","","","25 680","","","25 240","","","","24 180","","","23 580","","","","23 650","","","25 440","","","27 420","","","28 670","","","","29 410",""
"","","Under 18","","0 080","","0.3","0 040","","0.2","~","","-","","-","","-","-","","-","","-","","-","~","","-","-","","-","~","r","-","","-","-"
"","","18 and 19","","0 940","","3.6","0 920","","3.6","0 780","","3.1","","0 520","","2.1","0 280","","1.2","","0 260","","1.1","0 410","","1.6","0 570","","2.1","0 560","r","2.0","r","0 540","1.8"
"","","20-24","","4 060","","15.6","4 000","","15.6","3 910","","15.5","","3 540","","14.7","3 250","","13.8","","3 120","","13.2","3 470","","13.6","3 790","","13.8","3 980","r","13.9","r","4 020","13.7"
"","","25-29","","3 830","","14.7","3 860","","15.0","3 820","","15.2","","3 660","","15.1","3 690","","15.6","","3 810","","16.1","4 290","","16.9","4 760","","17.4","5 060","","17.6","r","5 260","17.9"
"","","30-34","","3 370","","13.0","3 310","","12.9","3 280","","13.0","","3 240","","13.4","3 240","","13.7","","3 290","","13.9","3 640","","14.3","3 980","","14.5","4 250","r","14.8","r","4 350","14.8"
"","","35-39","","3 210","","12.4","3 070","","12.0","2 980","","11.8","","2 840","","11.8","2 820","","12.0","","2 870","","12.2","3 030","","11.9","3 210","","11.7","3 340","r","11.7","r","3 420","11.6"
"","","40-44","","3 750","","14.4","3 720","","14.5","3 660","","14.5","","3 510","","14.5","3 390","","14.4","","3 380","","14.3","3 540","","13.9","3 680","","13.4","3 710","r","12.9","r","3 700","12.6"
"","","45-49","","3 540","","13.6","3 490","","13.6","3 510","","13.9","","3 530","","14.6","3 490","","14.8","","3 440","","14.6","3 460","","13.6","3 600","","13.1","3 710","r","12.9","r","3 790","12.9"
"","","50-54","","2 220","","8.5","2 280","","8.9","2 330","","9.2","","2 360","","9.8","2 360","","10.0","","2 400","","10.1","2 460","","9.7","2 550","","9.3","2 700","r","9.4","r","2 840","9.7"
"","","55-59","","0 870","","3.3","0 870","","3.4","0 860","","3.4","","0 880","","3.6","0 930","","3.9","","0 960","","4.1","1 040","","4.1","1 150","","4.2","1 190","r","4.2","r","1 290","4.4"
"","","60 and over","","0 130","","0.5","0 110","","0.4","0 100","","0.4","","0 110","","0.4","0 120","","0.5","","0 110","","0.5","0 110","","0.4","0 120","","0.5","0 160","r","0.6","r","0 190","0.6"
"","Average Age","","","0 035","","","0 035","r","","0 036","","","","0 036","r","","0 036","r","","","0 037","","","0 036","r","","0 036","","","0 036","","","","0 036",""
"","Officers","","","4 300","","","4 250","","","4 300","","0.0","","4 290","","","4 350","","","","4 400","","","4 490","","","4 690","","","4 840","","","","4 970",""
"","","Under 18","","-","","-","-","","-","-","","-","","-","","-","-","","-","","-","","-","-","","-","-","","-","-","","-","","-","-"
"","","18 and 19","","0 010","","0.2","~","","-","0 010","","0.2","","0 010","","0.2","~","","-","","0 010","","0.2","0 020","","0.3","0 020","","0.4","0 020","r","0.4","r","0 020","0.3"
"","","20-24","","0 210","","4.9","0 190","","4.5","0 220","","5.2","","0 200","","4.7","0 210","","4.8","","0 210","","4.8","0 240","","5.4","0 290","","6.2","0 320","r","6.6","r","0 310","6.3"
"","","25-29","","0 280","","6.4","0 280","","6.6","0 280","","6.5","","0 280","","6.4","0 280","","6.5","","0 290","","6.7","0 310","","7.0","0 340","","7.3","0 360","r","7.5","r","0 370","7.5"
"","","30-34","","0 470","","10.9","0 440","","10.3","0 430","","10.0","","0 440","","10.3","0 480","","10.9","","0 480","","11.0","0 500","","11.2","0 530","","11.2","0 540","r","11.2","r","0 550","11.1"
"","","35-39","","0 480","","11.2","0 470","","11.1","0 470","","10.9","","0 480","","11.1","0 490","","11.2","","0 510","","11.6","0 500","","11.1","0 530","","11.3","0 550","","11.3","r","0 570","11.5"
"","","40-44","","0 650","","15.1","0 620","","14.6","0 620","","14.3","","0 590","","13.7","0 590","","13.5","","0 570","","13.1","0 570","","12.7","0 550","","11.8","0 560","r","11.6","r","0 570","11.4"
"","","45-49","","0 920","","21.3","0 910","","21.4","0 900","","21.0","","0 900","","20.9","0 860","","19.9","","0 840","","19.1","0 830","","18.5","0 830","","17.8","0 820","r","16.9","r","0 800","16.1"
"","","50-54","","0 760","","17.6","0 770","","18.2","0 790","","18.3","","0 780","","18.1","0 770","","17.6","","0 800","","18.3","0 810","","18.0","0 830","","17.6","0 870","r","18.0","r","0 910","18.3"
"","","55-59","","0 490","","11.4","0 520","","12.2","0 530","","12.4","","0 570","","13.3","0 600","","13.8","","0 610","","13.9","0 640","","14.4","0 700","","14.9","0 710","r","14.7","r","0 750","15.1"
"","","60 and over","","0 040","","1.0","0 040","","1.0","0 050","","1.2","","0 060","","1.3","0 070","","1.6","","0 060","","1.5","0 070","","1.5","0 070","","1.5","0 100","r","2.0","r","0 120","2.4"
"","Average Age","","","0 043","","","0 043","","","0 043","","","","0 043","r","","0 043","r","","","0 043","r","","0 043","r","","0 043","","","0 043","","","","0 043",""
"","Other Ranks ","","","21 690","","","21 420","","","20 940","","","","19 890","","","19 230","","","","19 260","","","20 940","","","22 730","","","23 830","","","","24 440",""
"","","Under 18","","0 080","","0.4","0 040","","0.2","~","","-","","-","","-","-","","-","","-","","-","~","","-","-","","-","~","r","-","","-","-"
"","","18 and 19","","0 930","","4.3","0 920","","4.3","0 770","","3.7","","0 500","","2.5","0 280","","1.5","","0 250","","1.3","0 400","","1.9","0 550","","2.4","0 550","r","2.3","r","0 520","2.1"
"","","20-24","","3 850","","17.8","3 810","","17.8","3 690","","17.6","","3 340","","16.8","3 040","","15.8","","2 910","","15.1","3 230","","15.4","3 500","","15.4","3 660","r","15.4","r","3 700","15.2"
"","","25-29","","3 550","","16.4","3 580","","16.7","3 550","","16.9","","3 390","","17.0","3 410","","17.7","","3 520","","18.3","3 980","","19.0","4 420","","19.4","4 700","r","19.7","r","4 890","20.0"
"","","30-34","","2 900","","13.4","2 870","","13.4","2 840","","13.6","","2 790","","14.0","2 760","","14.4","","2 810","","14.6","3 140","","15.0","3 460","","15.2","3 710","r","15.6","r","3 800","15.5"
"","","35-39","","2 730","","12.6","2 600","","12.1","2 510","","12.0","","2 370","","11.9","2 340","","12.2","","2 370","","12.3","2 530","","12.1","2 670","","11.8","2 790","r","11.7","r","2 850","11.7"
"","","40-44","","3 100","","14.3","3 100","","14.5","3 050","","14.6","","2 920","","14.7","2 800","","14.6","","2 800","","14.6","2 970","","14.2","3 130","","13.8","3 150","r","13.2","r","3 140","12.8"
"","","45-49","","2 620","","12.1","2 580","","12.1","2 610","","12.4","","2 630","","13.2","2 620","","13.6","","2 600","","13.5","2 630","","12.6","2 760","","12.2","2 890","r","12.1","r","2 990","12.2"
"","","50-54","","1 460","","6.7","1 510","","7.0","1 540","","7.4","","1 580","","8.0","1 600","","8.3","","1 590","","8.3","1 650","","7.9","1 730","","7.6","1 830","r","7.7","r","1 930","7.9"
"","","55-59","","0 380","","1.7","0 350","","1.6","0 330","","1.6","","0 310","","1.6","0 330","","1.7","","0 360","","1.8","0 400","","1.9","0 450","","2.0","0 480","r","2.0","r","0 540","2.2"
"","","60 and over","","0 080","","0.4","0 060","","0.3","0 050","","0.3","","0 050","","0.3","0 050","","0.3","","0 040","","0.2","0 040","","0.2","0 050","","0.2","0 070","r","0.3","","0 070","0.3"
"","Average Age","","","0 034","r","","0 034","r","","0 034","r","","","0 035","","","0 035","r","","","0 035","r","","0 035","r","","0 035","","","0 034","r","","","0 035",""
"Royal Air Force Reserves","","","","..","","","1 520","","","1 540","","","","1 570","","","1 720","","","","1 850","","","2 220","","","2 430","","","2 160","","","","2 650",""
"","","Under 18","","..","","..","-","","-","-","","-","","-","","-","-","","-","","-","","-","-","","-","-","","-","-","","-","","-","-"
"","","18 and 19","","..","","..","0 010","","0.9","0 020","","1.1","","0 010","","0.4","0 010","","0.4","","0 020","","0.9","0 030","","1.2","0 030","","1.4","0 030","r","1.2","r","0 020","0.8"
"","","20-24","","..","","..","0 130","","8.7","0 120","","8.1","","0 120","","7.6","0 130","","7.4","","0 120","","6.8","0 160","","7.2","0 180","","7.5","0 180","","8.6","r","0 180","6.8"
"","","25-29","","..","","..","0 140","","9.2","0 150","","9.6","","0 160","","10.3","0 170","","10.1","","0 200","","10.8","0 260","","11.7","0 290","","11.8","0 290","r","13.5","r","0 310","11.7"
"","","30-34","","..","","..","0 170","","11.2","0 170","","11.2","","0 160","","10.5","0 170","","9.7","","0 190","","10.5","0 230","","10.2","0 270","","11.2","0 260","r","12.1","r","0 310","11.7"
"","","35-39","","..","","..","0 150","","10.0","0 150","","9.5","","0 150","","9.8","0 180","","10.3","","0 190","","10.3","0 240","","10.9","0 280","","11.4","0 270","r","12.3","r","0 320","12.0"
"","","40-44","","..","","..","0 240","","15.6","0 250","","16.4","","0 250","","15.9","0 240","","14.1","","0 240","","12.9","0 290","","13.2","0 300","","12.1","0 260","r","12.2","r","0 320","12.3"
"","","45-49","","..","","..","0 330","","21.6","0 310","","20.0","","0 320","","20.4","0 380","","22.0","","0 400","","21.8","0 460","","20.9","0 500","","20.4","0 420","r","19.3","r","0 490","18.4"
"","","50-54","","..","","..","0 220","","14.9","0 250","","16.0","","0 260","","16.5","0 270","","15.6","","0 280","","14.9","0 320","","14.4","0 340","","14.1","0 290","r","13.6","r","0 400","15.0"
"","","55-59","","..","","..","0 100","","6.9","0 100","","6.7","","0 110","","7.0","0 140","","8.4","","0 170","","9.1","0 180","","8.2","0 190","","7.9","0 130","r","5.8","r","0 240","9.0"
"","","60 and over","","..","","..","0 020","","1.0","0 020","","1.4","","0 020","","1.5","0 040","","2.0","","0 040","","2.1","0 050","","2.1","0 050","","2.2","0 030","r","1.3","r","0 060","2.4"
"","Average Age","","","..","","","0 040","r","","0 040","r","","","0 041","","","0 041","r","","","0 041","r","","0 041","r","","0 040","r","","0 040","r","","","0 041",""
"","Officers","","","..","","","0 210","","","0 220","","","","0 240","","","0 290","","","","0 300","","","0 340","","","0 360","","","0 390","","","","0 390",""
"","","Under 18","","..","","..","-","","-","-","","-","","-","","-","-","","-","","-","","-","-","","-","-","","-","-","","-","","-","-"
"","","18 and 19","","..","","..","-","","-","-","","-","","-","","-","-","","-","","-","","-","-","","-","-","","-","-","","-","","-","-"
"","","20-24","","..","","..","~","","-","~","","-","","~","","-","~","","-","","~","","-","~","","-","~","","-","~","r","-","","-","-"
"","","25-29","","..","","..","0 010","","3.3","0 010","","2.7","","0 010","","3.3","0 010","","2.1","","0 010","","2.3","0 010","","2.6","0 010","","3.0","0 010","","3.4","","0 010","3.4"
"","","30-34","","..","","..","0 020","","7.2","0 020","","8.2","","0 020","","7.5","0 020","","5.9","","0 020","","6.3","0 020","","6.5","0 020","","5.8","0 020","","4.7","r","0 020","5.9"
"","","35-39","","..","","..","0 020","","10.0","0 020","","8.2","","0 020","","7.9","0 020","","6.9","","0 020","","6.3","0 020","","6.5","0 030","","8.0","0 030","","8.5","r","0 030","8.8"
"","","40-44","","..","","..","0 030","","12.4","0 030","","15.1","","0 040","","15.9","0 040","","12.5","","0 040","","12.9","0 040","","13.2","0 050","","14.6","0 050","","14.0","r","0 050","12.9"
"","","45-49","","..","","..","0 050","","23.9","0 040","","19.2","","0 040","","17.6","0 060","","20.5","","0 060","","20.8","0 070","","20.2","0 070","","18.5","0 080","","20.2","r","0 070","18.9"
"","","50-54","","..","","..","0 040","","20.6","0 050","","23.3","","0 060","","25.1","0 070","","25.3","","0 070","","21.8","0 070","","21.1","0 070","","20.2","0 080","r","20.5","r","0 070","18.9"
"","","55-59","","..","","..","0 030","","15.3","0 030","","14.2","","0 030","","14.2","0 050","","18.4","","0 060","","20.8","0 070","","20.8","0 080","","21.3","0 080","r","21.2","r","0 090","22.5"
"","","60 and over","","..","","..","0 010","","5.3","0 020","","7.8","","0 020","","7.1","0 020","","7.3","","0 020","","7.6","0 030","","8.5","0 030","","8.0","0 030","","7.0","r","0 030","8.8"
"","Average Age","","","..","","","0 046","r","","0 046","r","","","0 047","","","0 048","r","","","0 048","","","0 048","","","0 048","","","0 048","","","","0 048",""
