"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","Millions, Euro","","247,520.1","249,930.9","251,512.2","252,461.4","255,058.9",""
"","·  ·  Final consumption expenditure, General government","Millions, Euro","","99,211.9","99,670.9","101,911.2","102,907.1","104,249.6",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","Millions, Euro","","117,016.2","117,980.6","116,949.8","116,520.0","116,107.1",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","Millions, Euro","","276,698.8","276,798.4","279,172.4","277,198.7","279,573.4",""
"","·  ·  Imports of goods and services, Total economy","Millions, Euro","","265,293.5","259,861.6","254,686.5","257,144.4","258,520.9",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: National currency","","","","","","","",""
"","Price base: Current prices","","","","","","","",""
"","Transformation: Non transformed data","","","","","","","",""
"","Gross domestic product, Total economy","Millions, Euro","","118,580.4","118,641.9","119,275.8","120,184.3","121,475.9",""
"","·  Domestic demand, Total economy","Millions, Euro","","115,729.0","114,407.7","113,154.3","115,170.7","116,212.7",""
"","·  Final consumption expenditure, Total economy","Millions, Euro","","86,683.0","87,400.4","88,355.8","88,842.1","89,827.1",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","Millions, Euro","","61,880.0","62,482.7","62,878.1","63,115.4","63,764.7",""
"","·  ·  ·  Final consumption expenditure, Households","Millions, Euro","","59,295.6","59,852.0","60,217.8","60,335.3","",""
"","·  ·  ·  Final consumption expenditure, Non-profit institutions serving households","Millions, Euro","","2,584.4","2,630.8","2,660.2","2,780.1","",""
"","·  ·  Final consumption expenditure, General government","Millions, Euro","","24,803.0","24,917.7","25,477.8","25,726.8","26,062.4",""
"","·  ·  Individual consumption expenditure, Total economy","","","","","","","",""
"","·  ·  ·  Individual consumption expenditure, General government","Millions, Euro","","16,035.8","16,022.1","16,424.2","16,602.2","",""
"","·  ·  Collective consumption expenditure, Total economy","","","","","","","",""
"","·  ·  ·  Collective consumption expenditure, General government","Millions, Euro","","8,767.2","8,895.6","9,053.5","9,124.6","",""
"","·  Actual individual consumption, Total economy","Millions, Euro","","77,915.8","78,504.8","79,302.3","79,717.5","",""
"","·  Gross capital formation, Total economy","Millions, Euro","","28,275.6","26,976.7","26,114.8","27,353.8","",""
"","·  ·  Gross fixed capital formation, Total economy","Millions, Euro","","29,254.1","29,495.2","29,237.5","29,130.0","29,026.8",""
"","·  ·  Changes in inventories and acquisitions less disposals of valuables, Total economy","Millions, Euro","","-978.5","-2,518.4","-3,122.6","-1,776.2","",""
"","·  ·  ·  Changes in inventories, Total economy","Millions, Euro","","-1,779.2","-3,117.5","-3,511.7","-2,154.9","",""
"","·  ·  ·  Acquisitions less disposals of valuables, Total economy","Millions, Euro","","800.7","599.1","389.1","378.7","",""
"","·  External balance of goods and services, Total economy","Millions, Euro","","2,851.3","4,234.2","6,121.5","5,013.6","",""
"","·  ·  Exports of goods and services, Total economy","Millions, Euro","","69,174.7","69,199.6","69,793.1","69,299.7","69,893.3",""
"","·  ·  ·  Exports of goods, Total economy","Millions, Euro","","48,231.2","48,091.0","48,159.6","47,643.6","",""
"","·  ·  ·  Exports of services, Total economy","Millions, Euro","","20,943.5","21,108.6","21,633.4","21,656.1","",""
"","·  ·  Imports of goods and services, Total economy","Millions, Euro","","66,323.4","64,965.4","63,671.6","64,286.1","64,630.2",""
"","·  ·  ·  Imports of goods, Total economy","Millions, Euro","","46,937.3","45,294.4","43,921.2","44,320.6","",""
"","·  ·  ·  Imports of services, Total economy","Millions, Euro","","19,386.0","19,670.9","19,750.5","19,965.4","",""
"","·  Statistical discrepancy (expenditure approach), Total economy","Millions, Euro","","770.5","30.5","-1,316.4","-1,025.3","",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: US dollars, PPP converted","","","","","","","",""
"","Price base: Chain linked volume (rebased)","","","","","","","",""
"","Transformation: Annual levels","","","","","","","",""
"","Gross domestic product, Total economy","2020, Millions, US dollar","","569,410.9","566,371.5","567,567.9","567,338.7","568,834.7",""
"","·  Final consumption expenditure, Total economy","","","","","","","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","2020, Millions, US dollar","","284,180.4","283,608.3","284,539.0","282,790.9","284,120.0",""
"","·  ·  Final consumption expenditure, General government","2020, Millions, US dollar","","121,666.8","119,697.5","120,954.1","120,699.3","121,251.1",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","2020, Millions, US dollar","","134,087.9","134,319.1","131,794.5","130,936.6","130,482.5",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","2020, Millions, US dollar","","318,617.5","316,857.1","317,137.9","313,941.8","317,592.0",""
"","·  ·  Imports of goods and services, Total economy","2020, Millions, US dollar","","291,622.7","283,136.3","283,013.9","281,694.8","286,361.1",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: US dollars, PPP converted","","","","","","","",""
"","Price base: Current prices","","","","","","","",""
"","Transformation: Annual levels","","","","","","","",""
"","Gross domestic product, Total economy","Millions, US dollar","","671,025.8","670,763.4","673,422.8","677,185.8","",""
"","·  Final consumption expenditure, Total economy","","","","","","","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","Millions, US dollar","","350,168.3","353,257.3","355,005.2","355,627.3","",""
"","·  ·  Final consumption expenditure, General government","Millions, US dollar","","140,355.7","140,876.8","143,845.8","144,959.1","",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","Millions, US dollar","","165,543.7","166,756.2","165,072.6","164,134.8","",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","Millions, US dollar","","391,447.7","391,232.4","394,047.0","390,473.3","",""
"","·  ·  Imports of goods and services, Total economy","Millions, US dollar","","375,312.5","367,293.5","359,485.6","362,223.9","",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: US dollars per person, PPP converted","","","","","","","",""
"","Price base: Chain linked volume (rebased)","","","","","","","",""
"","Transformation: Annual levels","","","","","","","",""
"","Gross domestic product, per capita, Total economy","2020, Units, US dollar","","62,321.3","61,876.9","61,934.0","61,838.3","",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: US dollars per person, PPP converted","","","","","","","",""
"","Price base: Current prices","","","","","","","",""
"","Transformation: Annual levels","","","","","","","",""
"","Gross domestic product, per capita, Total economy","Units, US dollar","","73,443.0","73,281.8","73,485.0","73,811.3","",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: National currency per US dollar","","","","","","","",""
"","Price base: Current prices","","","","","","","",""
"","Transformation: Non transformed data","","","","","","","",""
"","Purchasing Power Parities for GDP, Total economy","Units, Euro","","0.7","0.7","0.7","0.7","",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: Percentage change","","","","","","","",""
"","Price base: Chain linked volume","","","","","","","",""
"","Transformation: Growth rate, period on period","","","","","","","",""
"","Gross domestic product, Total economy","Units","","-0.8","-0.5","0.2","0.0","0.3",""
"","·  Final consumption expenditure, Total economy","","","","","","","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","Units","","-0.5","-0.2","0.3","-0.6","0.5",""
"","·  ·  Final consumption expenditure, General government","Units","","0.9","-1.6","1.0","-0.2","0.5",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","Units","","-1.8","0.2","-1.9","-0.7","-0.3",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","Units","","-1.8","-0.6","0.1","-1.0","1.2",""
"","·  ·  Imports of goods and services, Total economy","Units","","-2.6","-2.9","0.0","-0.5","1.7",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: Percentage change","","","","","","","",""
"","Price base: Chain linked volume","","","","","","","",""
"","Transformation: Cumulative growth rate since base period","","","","","","","",""
"","Gross domestic product, Total economy","2019-Q4, Units","","2.4","1.9","2.1","2.1","2.3",""
"","·  Final consumption expenditure, Total economy","","","","","","","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","2019-Q4, Units","","1.8","1.6","1.9","1.3","1.8",""
"","·  ·  Final consumption expenditure, General government","2019-Q4, Units","","9.4","7.6","8.7","8.5","9.0",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","2019-Q4, Units","","-0.8","-0.6","-2.5","-3.1","-3.4",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","2019-Q4, Units","","6.6","6.0","6.1","5.0","6.3",""
"","·  ·  Imports of goods and services, Total economy","2019-Q4, Units","","6.0","2.9","2.9","2.4","4.1",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: Percentage change","","","","","","","",""
"","Price base: Chain linked volume","","","","","","","",""
"","Transformation: Growth rate, over 1 year","","","","","","","",""
"","Gross domestic product, Total economy","Units","","-1.8","-2.4","-1.5","-1.2","-0.1",""
"","·  Final consumption expenditure, Total economy","","","","","","","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","Units","","0.1","-1.2","-0.1","-1.0","0.0",""
"","·  ·  Final consumption expenditure, General government","Units","","2.8","-0.5","0.7","0.1","-0.3",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","Units","","-4.1","-4.0","-5.0","-4.1","-2.7",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","Units","","-2.9","-4.3","-5.2","-3.3","-0.3",""
"","·  ·  Imports of goods and services, Total economy","Units","","-4.6","-8.1","-6.1","-5.9","-1.8",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: Index","","","","","","","",""
"","Price base: Chain linked volume (rebased)","","","","","","","",""
"","Transformation: Non transformed data","","","","","","","",""
"","Gross domestic product, Total economy","2020, Units","","109.1","108.5","108.8","108.7","109.0",""
"","·  Final consumption expenditure, Total economy","","","","","","","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","2020, Units","","109.8","109.6","110.0","109.3","109.8",""
"","·  ·  Final consumption expenditure, General government","2020, Units","","109.4","107.6","108.8","108.5","109.0",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","2020, Units","","102.2","102.4","100.5","99.8","99.5",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","2020, Units","","118.2","117.5","117.6","116.4","117.8",""
"","·  ·  Imports of goods and services, Total economy","2020, Units","","115.7","112.4","112.3","111.8","113.6",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: Index","","","","","","","",""
"","Price base: Deflator","","","","","","","",""
"","Transformation: Non transformed data","","","","","","","",""
"","Gross domestic product, Total economy","2015, Units","","124.5","125.3","125.7","126.7","127.7",""
"","·  Final consumption expenditure, Total economy","2015, Units","","128.9","130.8","131.5","132.9","133.8",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","2015, Units","","129.6","131.2","131.6","132.9","133.6",""
"","·  ·  Final consumption expenditure, General government","2015, Units","","127.2","129.9","131.5","133.0","134.2",""
"","·  Gross capital formation, Total economy","2015, Units","","125.7","126.1","122.0","127.4","",""
"","·  ·  Gross fixed capital formation, Total economy","2015, Units","","130.2","131.1","132.4","132.8","132.8",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","2015, Units","","121.2","121.9","122.8","123.2","122.8",""
"","·  ·  Imports of goods and services, Total economy","2015, Units","","126.9","128.0","125.5","127.3","125.9",""
"","Adjustment: Calendar and seasonally adjusted","","","","","","","",""
"","Unit of measure: Index","","","","","","","",""
"","Price base: Deflator (rebased)","","","","","","","",""
"","Transformation: Non transformed data","","","","","","","",""
"","Gross domestic product, Total economy","2020, Units","","114.3","115.0","115.3","116.3","117.2",""
"","·  Final consumption expenditure, Total economy","","","","","","","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","2020, Units","","119.5","120.9","121.3","122.5","123.2",""
"","·  ·  Final consumption expenditure, General government","2020, Units","","111.9","114.3","115.6","117.0","118.0",""
"","·  Gross capital formation","","","","","","","",""
"","·  ·  Gross fixed capital formation, Total economy","2020, Units","","119.7","120.5","121.8","122.1","122.1",""
"","·  External balance of goods and services","","","","","","","",""
"","·  ·  Exports of goods and services, Total economy","2020, Units","","119.2","119.9","120.8","121.2","120.8",""
"","·  ·  Imports of goods and services, Total economy","2020, Units","","124.8","125.9","123.5","125.3","123.9",""
"","Adjustment: Neither seasonally adjusted nor calendar adjusted","","","","","","","",""
"","Unit of measure: National currency","","","","","","","",""
"","Price base: Chain linked volume","","","","","","","",""
"","Transformation: Non transformed data","","","","","","","",""
"","Gross domestic product, Total economy","2015, Millions, Euro","","93,480.1","97,133.6","93,938.4","94,325.3","",""
"","·  Domestic demand, Total economy","2015, Millions, Euro","","89,590.5","90,880.3","85,208.4","90,146.2","",""
"","·  Final consumption expenditure, Total economy","2015, Millions, Euro","","68,027.7","68,369.9","64,631.3","66,264.4","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","2015, Millions, Euro","","49,073.4","48,595.6","45,302.8","47,035.4","",""
"","·  ·  ·  Final consumption expenditure, Households","2015, Millions, Euro","","47,084.5","46,578.9","43,286.0","45,007.2","",""
"","·  ·  ·  Final consumption expenditure, Non-profit institutions serving households","2015, Millions, Euro","","1,990.0","2,017.6","2,017.5","2,029.0","",""
"","·  ·  Final consumption expenditure, General government","2015, Millions, Euro","","18,964.0","19,773.4","19,338.9","19,230.2","",""
"","·  ·  Individual consumption expenditure, Total economy","","","","","","","",""
"","·  ·  ·  Individual consumption expenditure, General government","2015, Millions, Euro","","12,080.4","12,177.1","12,384.7","12,212.5","",""
"","·  ·  Collective consumption expenditure, Total economy","","","","","","","",""
"","·  ·  ·  Collective consumption expenditure, General government","2015, Millions, Euro","","6,863.3","7,599.6","6,930.4","6,999.5","",""
"","·  Actual individual consumption, Total economy","2015, Millions, Euro","","61,153.4","60,778.6","57,703.7","59,262.5","",""
"","·  Gross capital formation, Total economy","2015, Millions, Euro","","21,070.2","22,206.7","20,030.6","23,197.3","",""
"","·  ·  Gross fixed capital formation, Total economy","2015, Millions, Euro","","21,924.4","24,405.9","20,665.5","21,583.0","",""
"","·  External balance of goods and services, Total economy","2015, Millions, Euro","","E   3,721.1","E   5,910.3","E   8,610.6","E   3,799.6","",""
"","·  ·  Exports of goods and services, Total economy","2015, Millions, Euro","","56,139.8","57,227.7","58,484.3","54,217.1","",""
"","·  ·  ·  Exports of goods, Total economy","2015, Millions, Euro","","39,408.1","40,613.9","40,675.8","39,862.0","",""
"","·  ·  ·  Exports of services, Total economy","2015, Millions, Euro","","16,814.0","16,694.5","17,825.3","14,490.7","",""
"","·  ·  Imports of goods and services, Total economy","2015, Millions, Euro","","52,418.7","51,317.4","49,873.7","50,417.6","",""
"","·  ·  ·  Imports of goods, Total economy","2015, Millions, Euro","","35,135.6","34,952.4","35,345.0","34,766.5","",""
"","·  ·  ·  Imports of services, Total economy","2015, Millions, Euro","","17,646.1","16,645.1","14,636.4","15,860.0","",""
"","Adjustment: Neither seasonally adjusted nor calendar adjusted","","","","","","","",""
"","Unit of measure: National currency","","","","","","","",""
"","Price base: Current prices","","","","","","","",""
"","Transformation: Non transformed data","","","","","","","",""
"","Gross domestic product, Total economy","Millions, Euro","","116,201.4","122,280.3","116,992.5","120,449.3","",""
"","·  Domestic demand, Total economy","Millions, Euro","","114,614.3","118,326.2","107,779.3","117,867.9","",""
"","·  Final consumption expenditure, Total economy","Millions, Euro","","87,483.4","90,788.9","83,710.9","89,406.7","",""
"","·  ·  Final consumption expenditure, Households and non-profit institutions serving households (NPISH)","Millions, Euro","","63,545.0","64,340.2","59,503.7","62,983.4","",""
"","·  ·  ·  Final consumption expenditure, Households","Millions, Euro","","61,225.7","61,504.3","57,056.5","59,922.5","",""
"","·  ·  ·  Final consumption expenditure, Non-profit institutions serving households","Millions, Euro","","2,319.3","2,835.9","2,447.2","3,060.8","",""
"","·  ·  Final consumption expenditure, General government","Millions, Euro","","23,938.4","26,448.7","24,207.2","26,423.3","",""
"","·  ·  Individual consumption expenditure, Total economy","","","","","","","",""
"","·  ·  ·  Individual consumption expenditure, General government","Millions, Euro","","15,556.8","16,623.2","15,765.4","17,109.1","",""
"","·  ·  Collective consumption expenditure, Total economy","","","","","","","",""
"","·  ·  ·  Collective consumption expenditure, General government","Millions, Euro","","8,381.6","9,825.5","8,441.8","9,314.1","",""
"","·  Actual individual consumption, Total economy","Millions, Euro","","79,101.8","80,963.4","75,269.1","80,092.5","",""
"","·  Gross capital formation, Total economy","Millions, Euro","","27,470.6","27,897.3","24,397.4","28,793.7","",""
"","·  ·  Gross fixed capital formation, Total economy","Millions, Euro","","28,644.9","31,957.4","27,517.6","28,821.7","",""
"","·  ·  Changes in inventories and acquisitions less disposals of valuables, Total economy","Millions, Euro","","-1,174.3","-4,060.1","-3,120.3","-28.0","",""
"","·  ·  ·  Changes in inventories, Total economy","Millions, Euro","","-1,975.0","-4,659.2","-3,509.3","-406.7","",""
"","·  ·  ·  Acquisitions less disposals of valuables, Total economy","Millions, Euro","","800.7","599.1","389.1","378.7","",""
"","·  External balance of goods and services, Total economy","Millions, Euro","","1,587.0","3,954.1","9,213.2","2,581.4","",""
"","·  ·  Exports of goods and services, Total economy","Millions, Euro","","68,062.3","69,576.5","71,780.0","66,861.1","",""
"","·  ·  ·  Exports of goods, Total economy","Millions, Euro","","46,688.5","48,176.4","48,712.0","48,012.2","",""
"","·  ·  ·  Exports of services, Total economy","Millions, Euro","","21,373.8","21,400.1","23,068.0","18,848.8","",""
"","·  ·  Imports of goods and services, Total economy","Millions, Euro","","66,475.3","65,622.4","62,566.8","64,279.7","",""
"","·  ·  ·  Imports of goods, Total economy","Millions, Euro","","45,454.9","45,568.0","44,725.1","44,662.9","",""
"","·  ·  ·  Imports of services, Total economy","Millions, Euro","","21,020.4","20,054.4","17,841.8","19,616.8","",""
"","·  Statistical discrepancy (expenditure approach), Total economy","Millions, Euro","","-339.6","-360.0","-328.9","-332.4","",""
"","","","","","","","","",""
"","© Terms & conditions ","","","","","","","","Quarterly National Accounts (for 'Developer API')"
