"SiVe:2024LBI-21886","18/09/2024","MY COMPUTER","-16.500","-16.500","13/10/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","82"
"Sub Total","","","-311.670","-144.460","","","","","","","300","3,600.000","","","","","","","MY COMPUTER"," "
"DRAGON PVT LTD","","","","","","","","","","","","","","","","","","","DRAGON PVT LTD"," "
"SiVe:2024GBH-34969","02/11/2024","DRAGON PVT LTD","-61.001","-50.501","27/11/2024","SHOP GBH","GBH","GROUND BRANCH H","WHOLE SALES","Hameed","30","700.000","","","","","","","DRAGON PVT LTD","37"
"SiVe:2024GBH-34971","02/11/2024","DRAGON PVT LTD","-79.035","-79.035","27/11/2024","SHOP GBH2","GBH","GROUND BRANCH H","WHOLE SALES","Hameed","30","700.000","","","","","","","DRAGON PVT LTD","37"
"SiVe:2024GBH-34974","02/11/2024","DRAGON PVT LTD","-31.778","-31.778","27/11/2024","SHOP GBH","GBH","GROUND BRANCH H","WHOLE SALES","Hameed","30","700.000","","","","","","","DRAGON PVT LTD","37"
"SiVe:2024GBH-34977","02/11/2024","DRAGON PVT LTD","-127.232","-127.232","27/11/2024","SHOP GBH","GBH","GROUND BRANCH H","WHOLE SALES","Hameed","30","700.000","","","","","","","DRAGON PVT LTD","37"
"Sub Total","","","-299.046","-288.546","","","","","","","120","2,800.000","","","","","","","DRAGON PVT LTD"," "
"MY COMPUTER","","","","","","","","","","","","","","","","","","","MY COMPUTER"," "
"SiVe:2024CBO-19757","24/08/2024","MY COMPUTER","-195.350","-28.140","18/09/2024","SHOPCBO","CBO","CENTERAL BRANCH O","WHOLE SALES","MARGI","25","300.000","","","","","","","MY COMPUTER","107"
"SiVe:2024CBO-19758","24/08/2024","MY COMPUTER","-3.500","-3.500","18/09/2024","SHOPCBO","CBO","CENTERAL BRANCH O","WHOLE SALES","MARGI","25","300.000","","","","","","","MY COMPUTER","107"
"SiVe:2024CBO-19759","24/08/2024","MY COMPUTER","-13.860","-13.860","18/09/2024","SHOPCBO","CBO","CENTERAL BRANCH O","WHOLE SALES","MARGI","25","300.000","","","","","","","MY COMPUTER","107"
"Sub Total","","","-212.710","-45.500","","","","","","","75","900.000","","","","","","","MY COMPUTER"," "
"MY COMPUTER","","","","","","","","","","","","","","","","","","","MY COMPUTER"," "
"SiVe:2024IBA-21078","09/09/2024","MY COMPUTER","-11.550","-11.550","04/10/2024","SHOPIBA","IBA","INTER BRANCH A","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","91"
"SiVe:2024IBA-21616","15/09/2024","MY COMPUTER","-8.350","-8.350","10/10/2024","SHOPIBA","IBA","INTER BRANCH A","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","85"
"SiVe:2024IBA-21886","18/09/2024","MY COMPUTER","-16.500","-16.500","13/10/2024","SHOPIBA","IBA","INTER BRANCH A","WHOLE SALES","TIAGO","25","300.000","","","","","","","MY COMPUTER","82"
"Sub Total","","","-36.400","-36.400","","","","","","","75","900.000","","","","","","","MY COMPUTER"," "
"IGNIC","","","","","","","","","","","","","","","","","","","IGNIC"," "
"SiVe:2024CBO-26617","09/11/2024","IGNIC","-20.000","-20.000","09/12/2024","SHOPCBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","300.000","","","","","","","IGNIC","30"
"SiVe:2024CBO-26664","09/11/2024","IGNIC","-16.817","-16.817","09/12/2024","SHOPCBO","CBO","CENTERAL BRANCH O","WHOLE SALES","Manoj","30","300.000","","","","","","","IGNIC","30"
"Sub Total","","","-36.817","-36.817","","","","","","","60","600.000","","","","","","","IGNIC"," "
"LISTON CO","","","","","","","","","","","","","","","","","","","LISTON CO"," "
"SiVe:2024GBH-26617","09/11/2024","LISTON CO","-20.000","-20.000","09/12/2024","SHOP GBH","GBH","GROUND BRANCH H","WHOLE SALES","Has","30","300.000","","","","","","","LISTON CO","30"
"SiVe:2024GBH-26664","09/11/2024","LISTON CO","-16.817","-16.817","09/12/2024","SHOP GBH","GBH","GROUND BRANCH H","WHOLE SALES","Has","30","300.000","","","","","","","LISTON CO","30"
"Sub Total","","","-36.817","-36.817","","","","","","","60","600.000","","","","","","","LISTON CO"," "
"LISTON CO","","","","","","","","","","","","","","","","","","","LISTON CO"," "
"SiVe:2024LBI-26617","09/11/2024","LISTON CO","-20.000","-20.000","09/12/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","Has","30","300.000","","","","","","","LISTON CO","30"
"SiVe:2024LBI-26664","09/11/2024","LISTON CO","-16.817","-16.817","09/12/2024","SHOPLBI","LBI","LOWER BRANCH I","WHOLE SALES","Has","30","300.000","","","","","","","LISTON CO","30"
"Sub Total","","","-36.817","-36.817","","","","","","","60","600.000","","","","","","","LISTON CO"," "
"G CO PVT -IBA","","","","","","","","","","","","","","","","","","","G CO PVT -IBA"," "
"SiVe:2024IBA-26617","09/11/2024","G CO PVT -IBA","-612.000","-550.000","09/12/2024","SHOPIBA","IBA","INTER BRANCH A","WHOLE SALES","TIAGO","30","300.000","","","","","","","G CO PVT -IBA","30"
"SiVe:2024IBA-26664","09/11/2024","G CO PVT -IBA","-16.817","-16.817","09/12/2024","SHOPIBA","IBA","INTER BRANCH A","WHOLE SALES","TIAGO","30","300.000","","","","","","","G CO PVT -IBA","30"
"Sub Total","","","-628.817","-566.817","","","","","","","60","600.000","","","","","","","G CO PVT -IBA"," "
