"","·  Southern Transdanubia","","6,813,193",""
"","·  Northern Hungary","","8,380,413",""
"","·  Northern Great Plain","","7,021,473",""
"","·  Southern Great Plain","","7,148,159",""
"","Ireland","","",""
"","·  Northern and Western","","24,288,184",""
"","·  Southern","","27,162,974",""
"","·  Eastern and Midland","","12,285,652",""
"","Italy","","",""
"","·  Piedmont","","17,542,027",""
"","·  Aosta Valley","","2,167,590",""
"","·  Liguria","","5,129,260",""
"","·  Lombardy","","13,173,740",""
"","·  Abruzzo","","8,970,680",""
"","·  Molise","","3,050,026",""
"","·  Campania","","9,992,156",""
"","·  Apulia","","9,994,438",""
"","·  Basilicata","","7,083,894",""
"","·  Calabria","","13,457,644",""
"","·  Sicily","","17,947,404",""
"","·  Sardinia","","20,114,511",""
"","·  Autonomous prov. Bolzano","","6,035,429",""
"","·  Autonomous prov. Trento","","5,479,592",""
"","·  Veneto","","9,905,945",""
"","·  Friuli-Venezia Giulia","","5,496,398",""
"","·  Emilia-Romagna","","13,518,562",""
"","·  Tuscany","","18,653,442",""
"","·  Umbria","","6,533,110",""
"","·  Marche","","6,197,637",""
"","·  Lazio","","12,961,038",""
"","Japan","","",""
"","·  Hokkaido","","64,945,702",""
"","·  Tohoku","","55,636,060",""
"","·  Northern-Kanto, Koshin","","28,537,485",""
"","·  Southern-Kanto","","7,101,817",""
"","·  Hokuriku","","19,969,652",""
"","·  Toukai","","23,173,493",""
"","·  Kansai region","","21,301,271",""
"","·  Chugoku","","27,625,360",""
"","·  Shikoku","","16,553,623",""
"","·  Kyushu, Okinawa","","35,833,563",""
"","Korea","","",""
"","·  Seoul Capital Area","","7,562,962",""
"","·  Gyeongnam Region","","9,546,943",""
"","·  Gyeongbuk Region","","15,935,681",""
"","·  Jeolla Region","","13,830,645",""
"","·  Chungcheong Region","","11,374,200",""
"","·  Gangwon Region","","15,164,896",""
"","·  Jeju","","1,327,712",""
"","Latvia","","",""
"","·  Latvia","","49,302,616",""
"","Lithuania","","",""
"","·  Capital Region","","6,971,678",""
"","·  Central and Western Lithuania Region","","32,588,805",""
"","Luxembourg","","",""
"","·  Luxembourg","","1,964,458",""
"","Mexico","","",""
"","·  Aguascalientes","","4,021,589",""
"","·  Baja California","","47,512,299",""
"","·  Baja California Sur","","51,674,833",""
"","·  Campeche","","48,820,639",""
"","·  Coahuila","","129,177,921",""
"","·  Colima","","4,943,634",""
"","·  Chiapas","","68,491,220",""
"","·  Chihuahua","","203,682,982",""
"","·  Mexico City","","805,415",""
"","·  Durango","","110,614,237",""
"","·  Guanajuato","","20,213,671",""
"","·  Guerrero","","60,636,564",""
"","·  Hidalgo","","16,902,285",""
"","·  Jalisco","","65,096,886",""
"","·  Mexico","","15,350,623",""
"","·  Michoacan","","50,691,315",""
"","·  Morelos","","3,621,586",""
"","·  Nayarit","","23,781,249",""
"","·  Nuevo Leon","","59,480,606",""
"","·  Oaxaca","","87,533,716",""
"","·  Puebla","","27,806,152",""
"","·  Queretaro","","9,706,369",""
"","·  Quintana Roo","","38,640,835",""
"","·  San Luis Potosi","","53,561,839",""
"","·  Sinaloa","","39,935,809",""
"","·  Sonora","","143,667,850",""
"","·  Tabasco","","17,996,909",""
"","·  Tamaulipas","","60,485,858",""
"","·  Tlaxcala","","1,935,840",""
"","·  Veracruz","","61,600,148",""
"","·  Yucatan","","36,972,180",""
"","·  Zacatecas","","60,624,418",""
"","Netherlands","","",""
"","·  Groningen","","1,165,264",""
"","·  Friesland","","2,614,015",""
"","·  Drenthe","","1,671,781",""
"","·  Overijssel","","2,538,437",""
"","·  Gelderland","","3,845,842",""
"","·  Flevoland","","508,042",""
"","·  Utrecht (TL2021)","","1,093,037",""
"","·  North Holland","","1,611,400",""
"","·  South Holland (TL2021)","","1,699,361",""
"","·  Zeeland","","642,257",""
"","·  North Brabant","","2,938,245",""
"","·  Limburg","","1,220,888",""
"","New Zealand","","",""
"","·  Northland","","11,989,443",""
"","·  Auckland","","4,377,984",""
"","·  Waikato","","22,573,776",""
"","·  Bay of Plenty","","11,774,917",""
"","·  Gisborne","","8,162,325",""
"","·  Hawke's Bay","","13,578,628",""
"","·  Taranaki","","7,135,986",""
"","·  Manawatu-Wanganui","","21,624,760",""
"","·  Wellington","","7,716,463",""
"","·  Tasman-Nelson-Marlborough","","19,112,397",""
"","·  West Coast","","21,215,047",""
"","·  Canterbury","","35,339,024",""
"","·  Otago","","28,969,782",""
"","·  Southland","","29,764,139",""
"","Norway","","",""
"","·  Innlandet","","39,241,486",""
"","·  Trøndelag","","33,520,624",""
"","·  Northern Norway","","67,596,490",""
"","·  Oslo and Viken","","19,559,651",""
"","·  Agder and Sør-Østlandet","","27,778,332",""
"","·  Western Norway","","38,728,045",""
"","Poland","","",""
"","·  Lesser Poland","","10,654,497",""
"","·  Silesia","","8,444,650",""
"","·  Greater Poland","","14,264,086",""
"","·  West Pomerania","","14,402,399",""
"","·  Lubusz","","10,421,904",""
"","·  Lower Silesia","","11,171,528",""
"","·  Opole region","","4,090,212",""
"","·  Kuyavian-Pomerania","","7,834,312",""
"","·  Warmian-Masuria","","15,766,534",""
"","·  Pomerania","","11,160,965",""
"","·  Lodzkie","","9,742,215",""
"","·  Swietokrzyskie","","7,729,782",""
"","·  Lublin Province","","12,813,927",""
"","·  Podkarpacia","","13,047,623",""
"","·  Podlaskie","","13,436,666",""
"","·  Warsaw","","4,503,489",""
"","·  Mazowiecki region","","17,803,491",""
"","Portugal","","",""
"","·  North","","18,730,100",""
"","·  Algarve","","4,474,974",""
"","·  Centro","","25,617,183",""
"","·  Metropolitan area of Lisbon","","1,952,639",""
"","·  Alentejo","","26,901,377",""
"","·  Autonomous Region of the Azores","","2,112,953",""
"","·  Autonomous Region of Madeira","","725,062",""
"","Slovak Republic","","",""
"","·  Bratislava Region","","1,229,303",""
"","·  West Slovakia","","6,910,652",""
"","·  Central Slovakia","","13,490,533",""
"","·  East Slovakia","","11,675,913",""
"","Slovenia","","",""
"","·  Eastern Slovenia","","10,736,083",""
"","·  Western Slovenia","","7,276,807",""
"","Spain","","",""
"","·  Galicia","","27,490,384",""
"","·  Asturias","","10,276,319",""
"","·  Cantabria","","5,035,587",""
"","·  Basque Country","","6,231,804",""
"","·  Navarra","","6,943,036",""
"","·  La Rioja","","3,702,048",""
"","·  Aragon","","31,626,289",""
"","·  Madrid","","5,429,624",""
"","·  Castile and León","","57,411,241",""
"","·  Castile-La Mancha","","46,614,470",""
"","·  Extremadura","","33,444,556",""
"","·  Catalonia","","24,913,928",""
"","·  Valencian Community","","19,664,446",""
"","·  Balearic Islands","","3,717,961",""
"","·  Andalusia","","67,280,540",""
"","·  Murcia","","7,531,621",""
"","·  Ceuta","","12,869",""
"","·  Melilla","","5,116",""
"","·  Canary Islands","","4,501,380",""
"","Sweden","","",""
"","·  Stockholm","","5,549,767",""
"","·  East Middle Sweden","","33,042,627",""
"","·  Småland with Islands","","31,391,623",""
"","·  South Sweden","","9,976,906",""
"","·  West Sweden","","25,173,529",""
"","·  North Middle Sweden","","61,303,466",""
"","·  Central Norrland","","68,407,016",""
"","·  Upper Norrland","","135,383,204",""
"","Switzerland","","",""
"","·  Lake Geneva Region","","5,210,425",""
"","·  Espace Mittelland","","7,791,274",""
"","·  Northwestern Switzerland","","1,396,671",""
"","·  Zurich","","1,144,510",""
"","·  Eastern Switzerland","","8,666,799",""
"","·  Central Switzerland","","3,504,399",""
"","·  Ticino","","2,383,458",""
"","Türkiye","","",""
"","·  Istanbul","","3,590,285",""
"","·  Thrace","","7,264,921",""
"","·  Southern Marmara - West","","18,651,750",""
"","·  Izmir","","9,281,680",""
"","·  Southern Aegean","","26,003,396",""
"","·  Northern Aegean","","30,165,649",""
"","·  Eastern Marmara - South","","18,799,708",""
"","·  Eastern Marmara - North","","16,844,796",""
"","·  Ankara","","12,769,037",""
"","·  Central Anatolia - West and South","","23,558,015",""
"","·  Mediterranean region - West","","28,718,671",""
"","·  Mediterranean region - Middle","","22,187,185",""
"","·  Mediterranean region - East","","16,491,378",""
"","·  Central Anatolia - Middle","","13,492,996",""
"","·  Central Anatolia - East","","33,645,509",""
"","·  Western Black Sea - West","","9,446,129",""
"","·  Western Black Sea - Middle and East","","22,768,817",""
"","·  Middle Black Sea","","26,209,945",""
"","·  Eastern Black Sea","","33,673,307",""
"","·  Northeastern Anatolia - West","","33,160,923",""
"","·  Northeastern Anatolia - East","","21,712,960",""
"","·  Eastern Anatolia - West","","29,089,201",""
"","·  Eastern Anatolia - East","","30,626,575",""
"","·  Southeastern Anatolia - West","","8,197,496",""
"","·  Southeastern Anatolia - Middle","","13,260,356",""
"","·  Southeastern Anatolia - East","","18,189,337",""
"","United Kingdom","","",""
"","·  North East England","","6,546,392",""
"","·  North West England","","11,642,488",""
"","·  Yorkshire and The Humber","","9,093,955",""
"","·  East Midlands","","7,164,175",""
"","·  West Midlands","","8,438,236",""
"","·  East of England","","7,801,163",""
"","·  Greater London","","828,616",""
"","·  South East England","","12,903,610",""
"","·  South West England","","18,222,988",""
"","·  Wales","","19,286,728",""
"","·  Scotland","","70,022,743",""
"","·  Northern Ireland","","12,657,656",""
"","United States","","",""
"","·  Alabama","","123,543,084",""
"","·  Alaska","","1,088,968,834",""
"","·  Arizona","","213,303,911",""
"","·  Arkansas","","107,932,790",""
"","·  California","","281,559,806",""
"","·  Colorado","","221,961,448",""
"","·  Connecticut","","11,606,317",""
"","·  Delaware","","2,962,119",""
"","·  District of Columbia","","80,648",""
"","·  Florida","","111,155,369",""
"","·  Georgia","","132,669,059",""
"","·  Hawaii","","13,319,452",""
"","·  Idaho","","183,470,551",""
"","·  Illinois","","47,464,013",""
"","·  Indiana","","41,833,595",""
"","·  Iowa","","40,636,349",""
"","·  Kansas","","111,445,236",""
"","·  Kentucky","","86,115,579",""
"","·  Louisiana","","83,309,028",""
"","·  Maine","","77,923,060",""
"","·  Maryland","","18,988,879",""
"","·  Massachusetts","","18,392,414",""
"","·  Michigan","","115,486,545",""
"","·  Minnesota","","118,595,949",""
"","·  Mississippi","","104,658,924",""
"","·  Missouri","","129,874,122",""
"","·  Montana","","313,203,995",""
"","·  Nebraska","","118,612,010",""
"","·  Nevada","","203,619,359",""
"","·  New Hampshire","","22,527,826",""
"","·  New Jersey","","15,150,981",""
"","·  New Mexico","","274,529,777",""
"","·  New York","","107,304,172",""
"","·  North Carolina","","107,215,582",""
"","·  North Dakota","","80,356,296",""
"","·  Ohio","","64,163,902",""
"","·  Oklahoma","","143,216,226",""
"","·  Oregon","","231,794,463",""
"","·  Pennsylvania","","102,342,765",""
"","·  Rhode Island","","2,390,468",""
"","·  South Carolina","","69,380,006",""
"","·  South Dakota","","126,804,554",""
"","·  Tennessee","","93,435,440",""
"","·  Texas","","555,353,549",""
"","·  Utah","","146,388,287",""
"","·  Vermont","","22,490,599",""
"","·  Virginia","","93,963,494",""
"","·  Washington","","142,009,577",""
"","·  West Virginia","","61,202,453",""
"","·  Wisconsin","","101,169,074",""
"","·  Wyoming","","220,207,371",""
"","Non-OECD economies","","",""
"","·  Bulgaria","","",""
"","·  ·  North West","","10,060,683",""
"","·  ·  North Central","","7,523,647",""
"","·  ·  North East","","6,547,133",""
"","·  ·  South East","","12,003,039",""
"","·  ·  South West","","17,634,636",""
"","·  ·  South Central","","17,015,836",""
"","·  Croatia","","",""
"","·  ·  Pannonian Croatia","","15,673,210",""
"","·  ·  Adriatic Croatia","","23,167,062",""
"","·  ·  City of Zagreb","","466,952",""
"","·  ·  Northern Croatia","","5,749,501",""
"","·  Romania","","",""
"","·  ·  North West","","26,515,682",""
"","·  ·  Center","","27,436,116",""
"","·  ·  North East","","23,292,342",""
"","·  ·  South East","","12,486,032",""
"","·  ·  South - Muntenia","","14,166,341",""
"","·  ·  Bucharest - Ilfov","","649,477",""
"","·  ·  South West Oltenia","","17,291,625",""
"","·  ·  West","","22,301,686",""
"","","","",""
"","© Terms & conditions ","","","Green areas - Local areas"
