"","Finland","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","220,885.5","225,287.4","230,832.0","238,207.4","241,998.3","243,748.4","240,385.3","247,858.8","247,016.5","237,190.6",""
"","France","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","2,744,845.5","2,807,937.3","2,836,997.2","2,887,596.5","2,922,160.0","3,012,159.1","2,709,025.9","2,955,196.4","P   2,958,550.4","P   2,964,615.5",""
"","Germany","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","3,733,586.3","3,842,823.5","3,968,154.1","4,047,021.6","4,113,456.7","P   4,178,680.1","P   3,948,819.6","P   4,092,277.2","P   4,037,802.5","P   4,107,078.1",""
"","Greece","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","272,538.3","275,960.5","275,568.6","280,316.5","281,771.8","290,895.9","P   260,605.6","P   280,944.5","P   303,349.2","",""
"","Hungary","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","225,267.9","234,071.2","245,166.7","252,712.7","267,954.5","284,869.1","272,146.5","279,663.5","P   277,397.6","",""
"","Ireland","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","188,861.6","203,138.6","206,877.7","215,258.9","217,371.4","228,009.4","217,642.4","256,025.1","269,453.6","282,576.6",""
"","Israel","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","E   268,233.2","E   278,982.8","E   294,195.0","E   306,680.5","E   317,231.9","E   332,041.0","E   323,419.8","E   356,359.4","E   382,887.2","",""
"","Italy","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","2,167,399.2","2,186,247.6","2,265,901.7","2,308,069.2","2,336,125.2","2,344,320.6","2,121,285.2","2,306,078.7","2,346,965.1","2,407,240.1",""
"","Japan","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","4,147,415.2","4,320,272.5","4,378,714.9","4,441,831.3","4,426,828.5","4,408,053.4","4,181,451.6","4,302,641.7","4,266,803.1","",""
"","Korea","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","1,734,435.2","1,841,550.2","1,919,751.6","1,983,633.5","2,014,687.5","2,008,511.5","1,988,183.9","2,066,311.6","2,027,625.8","P   2,053,338.2",""
"","Latvia","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","42,514.9","44,352.3","46,789.1","49,178.5","51,107.2","52,480.6","51,452.1","53,261.4","53,357.6","56,382.7",""
"","Lithuania","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","82,204.7","82,370.6","85,632.8","90,113.4","93,116.1","97,972.9","97,681.2","98,923.9","96,419.9","",""
"","Luxembourg","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","42,540.8","38,840.6","41,135.2","43,957.5","44,430.0","43,270.2","44,368.0","47,190.9","45,357.8","",""
"","Mexico","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","2,017,550.3","2,058,276.4","2,077,273.6","2,129,788.6","2,177,500.9","2,198,108.2","1,951,675.1","2,085,678.8","P   2,138,810.9","P   2,279,129.8",""
"","Netherlands","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","808,737.4","829,656.7","844,399.5","880,218.8","912,103.4","919,796.3","857,001.8","966,552.9","979,882.6","P   1,007,744.5",""
"","New Zealand","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","155,557.6","161,859.3","169,734.9","178,153.0","181,914.5","192,414.3","192,784.4","E   199,780.2","E   200,087.9","",""
"","Norway","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","328,010.8","316,714.8","307,931.7","322,019.1","339,084.9","324,314.2","295,792.2","355,036.0","467,637.4","",""
"","Poland","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","928,621.9","979,355.6","998,357.6","1,057,146.8","1,116,494.1","1,174,723.7","1,168,052.1","1,223,098.8","1,280,890.5","",""
"","Portugal","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","285,648.6","293,904.9","302,299.1","313,588.5","319,813.0","328,469.1","300,107.7","319,070.6","P   331,192.8","E   347,892.6",""
"","Slovak Republic","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","138,038.7","143,043.5","142,475.6","149,643.3","156,222.5","158,144.6","154,336.5","156,847.2","156,022.9","162,173.7",""
"","Slovenia","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","58,949.6","59,125.9","62,043.9","66,434.1","70,097.9","72,851.0","69,805.3","74,012.1","72,570.2","",""
"","Spain","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","1,486,432.2","1,558,747.4","1,613,365.0","1,662,943.8","1,700,352.2","1,733,388.0","1,509,479.2","1,626,595.0","P   1,666,971.2","",""
"","Sweden","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","448,984.7","465,553.3","476,511.6","488,030.2","495,393.1","514,049.2","502,791.6","541,487.8","538,816.2","529,482.7",""
"","Switzerland","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","446,782.0","467,799.5","460,771.2","457,285.4","458,639.1","461,800.6","435,645.2","473,744.5","P   499,341.7","P   488,752.1",""
"","United Kingdom","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","2,660,827.7","2,726,874.0","2,771,643.1","2,876,399.9","2,899,816.4","2,995,285.0","2,584,322.5","2,947,254.5","3,059,686.0","3,050,620.3",""
"","United States","US dollars, PPP converted, Chain linked volume (rebased), 2020, Millions","","16,243,370.1","16,744,768.6","16,933,667.0","17,392,063.8","17,909,782.1","18,359,263.3","17,695,860.0","18,931,479.5","19,299,820.4","",""
"","","","","","","","","","","","","","",""
"","© Terms & conditions ","","","","","","","","","","","","","Annual national disposable income, US $, volume, constant PPPs"
