"","Car (new method)","  39,132,500 ","  39,145,700 ","  3,447,600 ","  3,447,800 ","  2,765,900 ","  2,766,900 ","  2,641,500 ","  2,642,500 ","  22,452,500 ","  22,458,000 ","  22,391,100 ","  22,457,500 ","  22,446,900 ","  22,459,900 ","  21,876,800 ","  22,373,500 "
"Perecentage of people with access","","","","","","","","","","","","","","","","",""
"2007","Public Transport / Walking","94.8","99.1","97.6","99.7","87.7","98.6","91.2","99.2","89.5","98.8","77.1","97.3","95.2","99.4","..",".."
"","Cycle","95.9","99.2","99.2","100.0","93.8","99.2","94.3","99.4","93.7","99.1","87.5","98.4","95.8","99.3","..",".."
"","Car","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"2008","Public Transport / Walking","96.9","99.5","97.6","99.7","86.9","98.5","90.6","99.1","89.3","98.8","76.8","97.2","95.2","99.3","..",".."
"","Cycle","97.1","99.7","99.2","100.0","93.6","99.2","94.0","99.3","93.7","99.1","87.5","98.3","95.9","99.3","..",".."
"","Car","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"2009","Public Transport / Walking","97.0","99.5","97.9","99.6","88.2","98.5","85.8","93.3","93.5","99.2","72.1","95.4","95.7","99.3","60.6","92.1"
"","Cycle","96.8","99.7","99.2","100.0","93.5","99.0","87.9","92.5","95.6","99.6","81.6","91.9","95.5","99.3","74.4","74.4"
"","Car","100.0","100.0","100.0","100.0","100.0","100.0","94.3","94.3","100.0","100.0","100.0","100.0","100.0","100.0","99.5","100.0"
"2010","Public Transport / Walking","95.9","99.3","97.3","99.4","85.7","97.9","90.1","98.8","93.1","99.0","66.3","93.0","95.5","99.1","58.0","90.8"
"","Cycle","96.9","99.7","99.3","100.0","93.6","99.2","94.2","99.5","96.5","99.6","82.1","96.3","96.1","99.4","77.4","92.6"
"","Car","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","99.5","100.0"
"","Car (new method)3","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.9","99.6","99.9","99.9","99.9","97.3","99.9"
"2011","Public Transport / Walking","94.9","99.1","96.7","99.3","84.2","97.7","89.8","98.6","91.2","98.7","61.2","91.2","95.0","98.9","55.9","89.9"
"","Public Transport / Walking5 (revised)","96.6","99.5","98.6","99.8","90.5","98.4","92.3","99.1","94.8","99.2","67.2","93.0","96.6","99.3","63.7","91.8"
"","Cycle","96.8","99.7","99.8","99.8","93.5","99.2","94.1","99.4","96.2","99.4","80.1","95.3","96.2","99.4","77.4","92.6"
"","Car (new method)3","99.8","99.8","99.8","99.8","99.8","99.9","99.8","99.8","99.8","99.8","99.1","99.8","99.8","99.8","96.8","99.7"
"2012","Public Transport / Walking4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"","Cycle","97.1","99.7","99.4","100.0","93.7","99.1","94.2","99.4","96.2","99.6","82.8","96.7","96.4","99.5","78.0","93.0"
"","Car (new method)","99.8","99.8","99.9","99.9","99.8","99.9","99.8","99.9","99.8","99.8","99.5","99.8","99.8","99.8","97.3","99.8"
"2013","Public Transport / Walking5","97.2","99.6","98.8","99.8","91.6","98.7","93.1","99.3","94.8","99.3","70.0","95.4","97.0","99.4","63.4","92.4"
"","Cycle","97.1","99.7","99.4","100.0","93.7","99.1","94.5","99.5","96.1","99.6","83.3","96.7","96.7","99.6","77.8","92.7"
"","Car (new method)","100.0","100.0","100.0","100.0","99.9","99.9","100.0","100.1","100.0","100.0","99.7","100.0","100.0","100.0","97.4","99.6"
"1 Users are the population of the local area for the relevant service, e.g. for primary schools, the users are children aged 5-10. Please see the key definitions and terms note for further information on methods.","","","","","","","","","","","","","","","","",""
"2 The number and proportion of users in a local area who can access a service within set time limits. For further information on details on the lower and upper thresholds and how they are derived please see the guidance note.","","","","","","","","","","","","","","","","",""
"3 A new method has been adopted in 2010 using Trafficmaster congestion data to calculate travel times for the car mode, as opposed to using default speeds. Please see the guidance note for further information.","","","","","","","","","","","","","","","","",""
"4 Public transport/walking data were not updated for 2012 due to a data quality issue. Please see 2013 statistical release or the guidance notes document for details.","","","","","","","","","","","","","","","","",""
"5 A new method has been adopted in 2013 for the public transport/walking mode. Please see guidance notes document for details. The 2011 results have been recalculated on the new basis.","","","","","","","","","","","","","","","","",""
"Telephone: 020 7944 4139","","","","","","","","","","","","","","","","","Source: DfT Accessibility Statistics"
"Email: subnational.stats@dft.gsi.gov.uk","","","","","","","","","","","","","","","","","Last updated: September 2014"
"https://www.gov.uk/transport-statistics-notes-and-guidance-transport-accessibility","","","","","","","","","","","","","","","","","Next update: To be advised"
"The figures in this table are outside the scope of National Statistics","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
