"","Poland","","0.17","0.2","0.19","0.29","B   0.6","0.58","0.59","0.67","",""
"","Portugal","","0.23","0.25","0.27","0.25","0.19","0.18","0.18","0.17","",""
"","Slovenia","","0.11","0.11","0.08","0.06","0.08","0.07","0.07","0.05","",""
"","Spain","","0","0","0","0","0","0","0","0","",""
"","Sweden","","0","0","0","0","0","0","0","","",""
"","United States","","0","0","0","0","0","0","0","0","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","B   0.01","0.04","0.02","0.02","0.02","0.02","0.02","0.02","",""
"","·  Croatia","","0.22","0.26","0.25","0.25","0.26","0.2","0.23","0.19","",""
"","·  Cyprus","","0","0","0","0","0","0","0","0","",""
"","·  Romania","","0.15","0.15","0.14","0.15","0.15","0.14","0.14","0.14","",""
"","Health profession: Specialist medical practitioners","","","","","","","","","","",""
"","Australia","","E   1.72","E   1.78","E   1.8","E   1.84","E   1.85","E   1.89","E   1.96","E   1.98","",""
"","Austria","","2.72","2.7","2.73","","2.86","2.93","3.01","3.03","3.11",""
"","Belgium","","1.86","1.9","1.91","1.93","1.96","1.99","2","2.02","",""
"","Canada","","1.41","1.42","1.43","1.46","1.46","1.45","1.48","P   1.48","",""
"","Chile","","1.1","1.15","1.2","1.25","1.39","1.45","1.51","1.64","1.65",""
"","Colombia","","E   0.48","E   0.5","E   0.53","E   0.56","E   0.58","E   0.59","","","",""
"","Czechia","","","","","","EB   3.24","E   3.31","E   3.38","EB   3.25","",""
"","Denmark","","1.74","1.76","1.8","1.82","1.86","1.9","1.94","","",""
"","Estonia","","2.62","2.65","2.67","2.65","2.64","2.67","2.56","2.6","",""
"","Finland","","2.05","2.07","2.11","2.11","2.14","2.2","2.15","","",""
"","France","","1.7","1.72","1.73","1.73","1.76","1.78","1.8","1.82","",""
"","Germany","","3.18","3.23","3.28","3.33","3.4","3.44","3.49","3.5","",""
"","Greece","","4.77","4.9","4.95","5.14","5.04","5.03","E   5.18","E   5.32","",""
"","Hungary","","","","2.62","2.65","2.74","B   2.47","2.62","2.77","",""
"","Iceland","","2.19","B   2.44","2.32","2.27","2.26","2.25","2.23","2.25","2.3",""
"","Ireland","","1.28","1.4","1.43","1.44","1.48","1.58","1.7","D   1.58","E   1.77",""
"","Israel","","2.17","2.18","2.21","2.23","2.25","2.3","2.34","2.39","",""
"","Italy","","2.98","3.09","3.13","3.13","3.17","3.15","3.28","3.44","",""
"","Korea","","1.64","1.67","1.71","1.74","1.79","1.82","1.87","1.91","",""
"","Latvia","","2.5","2.49","2.48","2.57","2.55","2.59","2.59","2.64","",""
"","Lithuania","","3.37","3.47","3.51","3.57","3.54","3.51","3.44","3.4","",""
"","Luxembourg","","2.03","2.02","2.09","","","","","","",""
"","Mexico","","1.5","1.47","1.53","1.58","1.56","1.53","1.62","1.69","",""
"","Netherlands","","1.93","1.95","1.98","2","2.02","2.06","2.1","2.09","",""
"","New Zealand","","EB   1.65","E   1.74","E   1.83","E   1.85","E   1.96","EB   2.15","E   2.22","E   2.29","E   2.35",""
"","Norway","","B   1.62","1.67","1.78","1.83","1.89","1.93","1.98","2.08","2.13",""
"","Poland","","1.92","1.97","1.94","1.82","B   2.4","2.44","2.53","2.5","",""
"","Portugal","","2.34","2.4","2.48","2.59","2.61","2.67","2.74","2.8","",""
"","Slovenia","","2.07","2.19","2.3","2.42","2.48","2.53","2.55","2.65","",""
"","Spain","","D   2.49","D   2.52","D   2.54","D   2.61","D   2.61","D   2.66","D   2.78","DP   2.84","",""
"","Sweden","","2.24","2.25","2.26","2.26","2.22","2.21","2.26","","",""
"","Switzerland","","2.45","2.51","2.56","2.61","2.63","2.67","2.71","2.75","",""
"","Türkiye","","1.24","1.25","1.27","B   1.28","1.31","1.38","1.46","1.56","",""
"","United Kingdom","","2.01","2.02","2.06","2.09","2.18","2.26","2.37","E   2.37","E   2.54",""
"","United States","","2.27","2.28","2.31","2.3","2.33","2.33","2.36","2.41","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","3.41","3.46","3.56","3.6","3.63","3.67","3.7","3.85","",""
"","·  Croatia","","2.42","2.42","2.56","2.59","2.69","2.75","2.94","3.13","",""
"","·  Cyprus","","2.73","2.84","2.9","3.03","3.32","3.53","3.7","3.83","",""
"","·  Indonesia","","0.19","","0.21","0.2","0.25","0.12","0.18","","",""
"","·  Peru","","","","","","","","0.57","","",""
"","·  Romania","","1.99","2.07","2.16","2.28","B   2.41","2.54","2.72","2.86","",""
"","·  South Africa","","","","","0.25","","","","","",""
"","Health profession: General paediatricians","","","","","","","","","","",""
"","Australia","","E   0.09","E   0.1","E   0.1","E   0.1","E   0.1","E   0.1","E   0.11","E   0.1","",""
"","Austria","","0.16","0.15","0.15","","0.16","0.17","0.18","0.18","0.19",""
"","Belgium","","0.13","0.14","0.14","0.14","0.14","0.14","0.14","0.14","",""
"","Canada","","0.09","0.09","0.1","0.1","0.1","0.1","0.1","P   0.1","",""
"","Chile","","0.11","0.11","0.1","0.1","0.11","0.12","0.12","0.13","0.2",""
"","Colombia","","E   0.06","E   0.07","E   0.07","E   0.08","E   0.08","E   0.08","","","",""
"","Czechia","","","","","","EB   0.14","E   0.14","E   0.14","EB   0.16","",""
"","Denmark","","0.08","0.08","0.08","0.08","0.09","0.09","0.09","","",""
"","Estonia","","0.13","0.13","0.13","0.12","0.12","0.11","0.12","0.11","",""
"","Finland","","0.09","0.09","0.09","0.09","0.09","0.1","0.1","","",""
"","France","","0.12","0.12","0.12","0.12","0.12","0.13","0.13","0.13","",""
"","Germany","","0.17","0.17","0.17","0.17","0.18","0.18","0.18","0.18","",""
"","Greece","","0.37","0.38","0.4","0.4","0.4","0.41","0.43","E   0.44","",""
"","Hungary","","","","0.24","0.24","0.25","B   0.22","0.23","0.24","",""
"","Iceland","","0.04","B   0.06","0.05","0.04","0.04","0.04","0.05","0.05","0.05",""
"","Ireland","","0.09","0.09","0.09","0.1","0.09","0.1","0.1","D   0.1","E   0.14",""
"","Israel","","0.23","0.23","0.23","0.23","0.24","0.24","0.24","0.24","",""
"","Italy","","0.29","0.29","0.29","0.28","0.29","0.28","0.27","0.28","",""
"","Japan","","","0.13","","0.14","","0.14","","0.14","",""
"","Korea","","0.12","0.12","0.13","0.13","0.13","0.13","0.13","0.13","",""
"","Latvia","","0.12","0.13","0.13","0.13","0.13","0.12","0.12","0.12","",""
"","Lithuania","","0.21","0.21","0.2","0.19","0.2","0.18","0.17","0.17","",""
"","Luxembourg","","0.16","0.16","0.16","","","","","","",""
"","Mexico","","0.16","0.15","0.16","0.16","0.16","0.15","0.15","0.17","",""
"","Netherlands","","0.1","0.1","0.1","0.11","0.11","0.11","0.11","0.11","",""
"","New Zealand","","EB   0.11","E   0.12","E   0.13","E   0.13","E   0.14","EB   0.15","E   0.15","E   0.16","E   0.16",""
"","Norway","","B   0.13","0.14","0.15","0.16","0.16","0.16","0.17","0.18","0.18",""
"","Poland","","0.14","0.14","0.14","0.15","B   0.16","0.16","0.17","0.18","",""
"","Portugal","","0.19","0.2","0.2","0.21","0.21","0.21","0.22","0.22","",""
"","Slovenia","","0.28","0.29","0.31","0.32","0.32","0.32","0.32","0.33","",""
"","Spain","","0.26","0.26","0.27","0.27","0.27","0.27","0.28","P   0.28","",""
"","Sweden","","0.11","0.1","0.11","0.11","0.11","0.1","0.11","","",""
"","Switzerland","","0.2","0.21","0.21","0.22","0.22","0.23","0.24","0.24","",""
"","Türkiye","","0.09","0.09","0.09","B   0.1","0.11","0.11","0.12","0.12","",""
"","United Kingdom","","0.15","0.15","0.16","0.16","0.17","0.17","0.18","E   0.18","E   0.19",""
"","United States","","0.26","0.26","0.26","0.26","0.26","0.26","0.27","0.27","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","0.23","0.24","0.25","0.25","0.2","0.2","0.2","0.22","",""
"","·  Croatia","","0.2","0.2","0.21","0.22","0.23","0.23","0.24","0.26","",""
"","·  Cyprus","","0.29","0.29","0.29","0.29","0.32","0.33","0.33","0.33","",""
"","·  Romania","","0.13","0.13","0.14","0.14","0.14","0.15","0.16","0.16","",""
"","Health profession: Obstetricians and gynaecologists","","","","","","","","","","",""
"","Australia","","E   0.09","E   0.09","E   0.09","E   0.09","E   0.09","E   0.09","E   0.09","E   0.09","",""
"","Austria","","0.22","0.21","0.22","","0.23","0.23","0.23","0.23","0.23",""
"","Belgium","","0.13","0.13","0.13","0.13","0.13","0.13","0.14","0.14","",""
"","Canada","","0.08","0.08","0.08","0.08","0.08","0.08","0.08","P   0.08","",""
"","Chile","","0.11","0.11","0.11","0.11","0.11","0.12","0.12","0.13","0.13",""
"","Colombia","","E   0.04","E   0.05","E   0.05","E   0.05","E   0.05","E   0.05","","","",""
"","Czechia","","","","","","EB   0.3","E   0.3","E   0.31","EB   0.29","",""
"","Denmark","","0.11","0.11","0.11","0.11","0.12","0.12","0.12","","",""
"","Estonia","","0.23","0.22","0.23","0.23","0.24","0.24","0.23","0.23","",""
"","Finland","","0.1","0.1","0.1","0.1","0.11","0.11","0.11","","",""
"","France","","0.12","0.12","0.12","0.12","0.12","0.12","0.12","0.12","",""
"","Germany","","0.25","0.25","0.25","0.26","0.26","0.26","0.26","0.26","",""
"","Greece","","0.31","0.31","0.32","0.32","0.32","0.32","0.33","E   0.34","",""
"","Hungary","","","","0.15","0.15","0.16","B   0.14","0.15","0.16","",""
"","Iceland","","0.13","B   0.16","0.16","0.15","0.17","0.16","0.16","0.18","0.18",""
"","Ireland","","0.07","0.08","0.08","0.08","0.08","0.08","0.09","D   0.08","E   0.09",""
"","Israel","","0.2","0.2","0.2","0.21","0.21","0.21","0.22","0.22","",""
"","Italy","","0.19","0.2","0.21","0.2","0.2","0.2","0.21","0.22","",""
"","Japan","","","0.1","","0.1","","0.11","","0.11","",""
"","Korea","","0.12","0.12","0.12","0.12","0.12","0.12","0.12","0.12","",""
"","Latvia","","0.2","0.2","0.2","0.2","0.19","0.19","0.19","0.19","",""
"","Lithuania","","0.25","0.25","0.26","0.25","0.24","0.25","0.24","0.23","",""
"","Luxembourg","","0.16","0.16","0.17","","","","","","",""
"","Mexico","","0.17","0.17","0.17","0.19","0.18","0.17","0.18","0.19","",""
"","Netherlands","","0.09","0.09","0.09","0.1","0.1","0.1","0.1","0.1","",""
"","New Zealand","","EB   0.09","E   0.09","E   0.1","E   0.1","E   0.1","EB   0.12","E   0.13","E   0.13","E   0.13",""
"","Norway","","B   0.1","0.1","0.11","0.11","0.11","0.12","0.12","0.13","0.13",""
"","Poland","","0.13","0.14","0.13","0.12","B   0.17","0.17","0.17","0.17","",""
"","Portugal","","0.17","0.17","0.17","0.18","0.18","0.18","0.18","0.19","",""
"","Slovenia","","0.16","0.17","0.17","0.18","0.18","0.18","0.19","0.19","",""
"","Spain","","D   0.12","D   0.12","D   0.12","D   0.12","D   0.12","D   0.12","D   0.13","DP   0.13","",""
"","Sweden","","0.14","0.14","0.14","0.14","0.14","0.14","0.14","","",""
"","Switzerland","","0.21","0.21","0.22","0.22","0.22","0.23","0.23","0.23","",""
"","Türkiye","","0.09","0.09","0.09","B   0.1","0.1","0.1","0.11","0.11","",""
"","United Kingdom","","0.12","0.11","0.12","0.12","0.12","0.13","0.13","E   0.13","E   0.14",""
"","United States","","0.13","0.13","0.13","0.13","0.14","0.14","0.14","0.14","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","0.24","0.25","0.25","0.25","B   0.25","0.26","0.26","0.27","",""
"","·  Croatia","","0.19","0.19","0.2","0.2","0.21","0.2","0.22","0.23","",""
"","·  Cyprus","","0.19","0.19","0.2","0.22","0.23","0.24","0.24","0.24","",""
"","·  Romania","","0.13","0.13","0.13","0.14","0.14","0.15","0.16","0.16","",""
"","Health profession: Psychiatrists","","","","","","","","","","",""
"","Australia","","E   0.16","E   0.17","E   0.17","E   0.17","E   0.18","E   0.18","E   0.19","E   0.19","",""
"","Austria","","0.18","0.19","0.19","","0.2","0.21","0.22","0.22","0.22",""
"","Belgium","","0.17","0.17","0.17","0.17","0.17","0.17","0.17","0.17","",""
"","Canada","","0.17","0.17","0.17","0.17","0.17","0.17","0.18","P   0.18","",""
"","Chile","","0.08","0.09","0.09","0.1","0.1","0.11","0.11","0.12","0.13",""
"","Colombia","","E   0.02","E   0.02","E   0.02","E   0.02","E   0.02","E   0.02","","","",""
"","Czechia","","","","","","EB   0.16","E   0.15","E   0.17","EB   0.17","",""
"","Denmark","","0.19","0.19","0.19","0.19","0.19","0.19","0.19","","",""
"","Estonia","","0.18","0.18","0.18","0.19","0.2","0.2","0.19","0.2","",""
"","Finland","","0.19","0.19","0.19","0.18","0.19","0.18","0.18","","",""
"","France","","0.23","0.23","0.23","0.23","0.23","0.23","0.23","0.23","",""
"","Germany","","0.27","0.27","0.28","0.28","0.28","0.28","0.29","0.28","",""
"","Greece","","0.22","0.23","0.25","0.26","0.26","0.24","0.25","0.26","",""
"","Hungary","","","","0.15","0.15","0.15","B   0.14","0.14","0.15","",""
"","Iceland","","0.23","B   0.26","0.24","0.24","0.21","0.2","0.2","0.21","0.2",""
"","Ireland","","0.16","0.18","0.18","0.17","0.19","0.21","0.19","D   0.22","E   0.23",""
"","Israel","","0.17","0.16","0.16","0.16","0.16","0.16","0.16","0.17","",""
"","Italy","","0.18","0.17","0.18","0.17","0.17","0.18","0.19","0.2","",""
"","Japan","","","0.12","","0.13","","0.13","","0.13","",""
"","Korea","","0.07","0.07","0.08","0.08","0.08","0.08","0.09","0.09","",""
"","Latvia","","0.16","0.16","0.15","0.16","0.16","0.15","0.15","0.15","",""
"","Lithuania","","0.22","0.23","0.24","0.23","0.23","0.25","0.25","0.25","",""
"","Luxembourg","","0.22","0.22","0.21","","","","","","",""
"","Mexico","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","",""
"","Netherlands","","0.23","0.23","0.24","0.24","0.24","0.25","0.25","0.25","",""
"","New Zealand","","EB   0.18","E   0.18","E   0.19","E   0.19","E   0.19","EB   0.2","E   0.2","E   0.21","E   0.22",""
"","Norway","","B   0.22","0.23","0.23","0.23","0.23","0.23","0.23","0.24","0.24",""
"","Poland","","0.09","0.09","0.09","0.09","B   0.12","0.12","0.13","0.13","",""
"","Portugal","","0.12","0.12","0.13","0.13","0.13","0.14","0.15","0.15","",""
"","Slovenia","","0.13","0.13","0.14","0.15","0.15","0.16","0.16","0.17","",""
"","Spain","","D   0.11","D   0.1","D   0.11","D   0.11","D   0.12","D   0.12","D   0.13","DP   0.13","",""
"","Sweden","","0.23","0.23","0.23","0.23","0.22","0.22","0.22","","",""
"","Switzerland","","0.5","0.51","0.52","0.52","0.52","0.53","0.53","0.53","",""
"","Türkiye","","0.04","0.05","0.05","B   0.05","0.06","0.06","0.07","0.07","",""
"","United Kingdom","","0.18","0.18","0.18","0.18","0.18","0.19","0.2","E   0.2","E   0.2",""
"","United States","","0.14","0.14","0.15","0.14","0.14","0.14","0.14","0.15","",""
"","Non-OECD economies","","","","","","","","","","",""
"","·  Bulgaria","","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","",""
"","·  Croatia","","0.16","0.16","0.16","0.16","0.17","0.17","0.18","0.19","",""
"","·  Cyprus","","0.11","0.12","0.12","0.12","0.13","0.13","0.14","0.14","",""
"","·  Romania","","0.11","0.11","0.11","0.12","0.13","0.14","0.15","0.16","",""
"","Health profession: Medical group of specialists","","","","","","","","","","",""
"","Australia","","E   0.54","E   0.56","E   0.57","E   0.58","E   0.59","E   0.6","E   0.62","E   0.63","",""
"","Austria","","1.15","1.12","1.15","","1.21","1.24","1.27","1.28","1.31",""
"","Belgium","","0.85","0.86","0.87","0.88","0.9","0.91","0.92","0.93","",""
"","Canada","","0.63","0.63","0.64","0.65","0.66","0.66","0.67","P   0.67","",""
"","Chile","","0.39","0.4","0.36","0.4","0.49","0.5","0.52","0.54","0.56",""
"","Colombia","","E   0.15","E   0.16","E   0.17","E   0.18","E   0.18","E   0.19","","","",""
"","Czechia","","","","","","EB   1.55","E   1.58","E   1.56","EB   1.62","",""
"","Denmark","","0.72","0.74","0.76","0.77","0.79","0.81","0.82","","",""
"","Estonia","","1.24","1.27","1.27","1.27","1.26","1.25","1.2","1.22","",""
"","Finland","","0.57","0.56","0.57","0.57","0.58","0.59","0.59","","",""
"","France","","0.74","0.75","0.76","0.76","0.77","0.78","0.79","0.8","",""
"","Germany","","1.31","1.34","1.37","1.4","1.44","1.46","1.49","1.49","",""
"","Greece","","2.46","2.52","2.62","2.68","2.62","2.59","2.65","E   2.71","",""
"","Hungary","","","","1.28","1.3","1.35","B   1.21","1.29","1.36","",""
"","Iceland","","1.08","B   1.16","1.12","1.11","1.11","1.09","1.05","1.03","1.07",""
"","Ireland","","0.53","0.58","0.6","0.61","0.63","0.69","0.71","D   0.42","E   0.75",""
"","Israel","","0.98","0.99","0.99","1","1.01","1.03","1.05","1.08","",""
"","Italy","","1.37","1.42","1.45","1.47","1.49","1.49","1.57","1.65","",""
"","Korea","","0.61","0.62","0.64","0.65","0.66","0.68","0.7","0.72","",""
"","Latvia","","0.95","0.95","0.94","0.96","B   1.05","1.06","1.05","1.09","",""
"","Lithuania","","1.58","1.65","1.68","1.71","1.7","1.65","1.61","1.58","",""
"","Luxembourg","","D   0.85","D   0.83","D   0.86","","","","","","",""
"","Mexico","","0.8","0.78","0.82","0.83","0.82","0.8","0.83","0.82","",""
"","Netherlands","","0.89","0.9","0.91","0.92","0.93","0.94","0.96","0.95","",""
"","New Zealand","","EB   0.63","E   0.66","E   0.7","E   0.72","E   0.72","EB   0.84","E   0.88","E   0.91","E   0.93",""
"","Norway","","B   0.66","0.68","0.72","0.75","0.79","0.81","0.83","0.88","0.9",""
"","Poland","","0.99","1.01","1.03","0.94","B   1.21","1.23","1.27","1.21","",""
"","Portugal","","1.1","1.13","1.17","1.24","1.24","1.27","1.31","1.34","",""
"","Slovenia","","0.93","0.98","1.04","1.08","1.1","1.11","1.12","1.15","",""
"","Spain","","D   1.04","D   1.05","D   1.08","D   1.1","D   1.09","D   1.13","D   1.19","DP   1.21","",""
"","Sweden","","0.99","0.99","0.99","1","1","0.99","1.02","","",""
"","Switzerland","","0.73","0.75","0.77","0.79","0.8","0.81","0.83","0.85","",""
"","Türkiye","","0.53","0.54","0.55","B   0.54","0.56","0.58","0.62","0.67","",""
