"","Car","89.6","88.8","58.6","58.5","75.6","73.3","85.1","81.5","76.0","75.3","75.3","66.9","67.0","66.3","..",".."
"2008","Public Transport / Walking","82.8","75.6","45.0","40.3","52.0","38.8","64.3","49.2","62.0","49.5","39.0","23.1","54.3","43.6","..",".."
"","Cycle","62.0","42.3","60.0","53.0","63.3","29.8","51.0","20.9","60.2","38.4","41.2","13.1","61.9","44.6","..",".."
"","Car","89.6","89.0","58.6","58.5","75.5","72.5","85.0","80.8","76.0","75.3","74.9","65.3","67.0","65.9","..",".."
"2009","Public Transport / Walking","83.0","76.3","45.1","41.6","53.0","40.0","65.2","49.8","63.5","55.5","36.7","21.2","54.6","45.2","36.6","21.3"
"","Cycle","61.6","41.0","59.9","52.5","54.6","26.8","50.6","19.9","60.4","43.4","36.2","10.1","61.7","43.9","47.0","16.0"
"","Car","89.6","89.1","58.6","58.5","75.6","73.0","85.0","81.2","76.0","75.5","74.5","63.9","67.0","66.1","20.1","58.5"
"2010","Public Transport / Walking","83.3","74.8","45.0","40.1","52.8","38.9","65.4","49.2","62.6","54.1","34.2","19.5","56.5","45.0","36.8","21.2"
"","Cycle","62.3","43.1","60.3","55.8","57.1","29.3","53.6","22.6","61.6","47.8","37.1","11.2","62.3","47.7","50.5","18.3"
"","Car","89.6","89.1","58.6","58.5","75.6","73.7","85.1","81.8","76.0","75.6","74.3","63.5","67.0","66.5","66.9","59.7"
"","Car (new method)4","89.5","88.4","58.5","58.2","75.2","69.2","84.1","77.6","75.9","74.8","67.6","54.0","67.0","64.9","62.2","48.1"
"2011","Public Transport / Walking","82.7","73.8","44.8","39.5","52.2","37.5","65.0","48.3","61.7","52.4","31.9","16.8","56.6","44.4","36.3","20.1"
"","Public Transport / Walking6 (revised)","85.0","76.3","52.6","45.2","58.6","40.3","69.3","50.3","67.3","56.8","36.5","17.8","61.9","48.5","40.4","21.5"
"","Cycle","62.2","42.9","60.3","60.0","57.0","29.0","53.7","22.7","62.0","47.6","35.0","9.9","62.4","47.9","50.5","18.3"
"","Car (new method)4","89.4","88.0","58.5","58.2","75.3","69.5","84.1","77.3","75.8","74.2","65.8","51.6","66.9","65.2","63.3","48.7"
"2012","Public Transport / Walking5","","","","","","","","","","","","","","","",""
"","Cycle","62.3","43.7","60.3","55.7","56.7","28.8","53.8","22.5","61.7","47.3","36.1","10.6","62.3","48.0","50.1","18.3"
"","Car (new method)","89.4","88.2","58.5","58.2","75.2","69.0","84.1","77.2","75.8","74.4","66.7","53.1","66.9","65.1","62.9","48.3"
"2013","Public Transport / Walking6","84.9","76.5","52.6","45.5","58.2","40.4","69.8","50.5","67.6","56.6","36.7","19.0","61.5","49.0","39.4","21.4"
"","Cycle","62.3","43.7","60.3","55.7","56.8","29.0","54.5","22.9","61.6","46.9","36.3","10.6","62.4","48.9","49.9","18.2"
"","Car (new method)","89.6","88.5","58.6","58.3","75.4","69.4","84.4","77.7","76.0","74.6","67.3","53.5","67.0","65.5","63.2","48.6"
"1 Users are the population of the local area for the relevant service, e.g. for primary schools, the users are children aged 5-10. Please see the guidance note for a full list of user groups.","","","","","","","","","","","","","","","","",""
"2 The number/percentage of the population that can access a given services within a reasonable time. Please see the key definitions and terms note for further information on methods.","","","","","","","","","","","","","","","","",""
"3 Defra's Rural Definition and Local Authority Classofocation has been used. For further information, see http://www.defra.gov.uk/evidence/statistics/rural/rural-defintion.htm ","","","","","","","","","","","","","","","","",""
"4 A new method has been adopted in 2010 using Trafficmaster congestion data to calculate travel times for the car mode, as opposed to using default speeds. Please see the guidance note for further information.","","","","","","","","","","","","","","","","",""
"5 Public transport/walking data were not updated for 2012 due to a data quality issue. Please see 2013 statistical release or the guidance notes document for details.","","","","","","","","","","","","","","","","",""
"6 A new method has been adopted in 2013 for the public transport/walking mode. Please see guidance notes document for details. The 2011 results have been recalculated on the new basis.","","","","","","","","","","","","","","","","",""
"Telephone: 020 7944 4139","","","","","","","","","","","","","","","","","Source: DfT Accessibility Statistics"
"Email: subnational.stats@dft.gsi.gov.uk","","","","","","","","","","","","","","","","","Last updated: September 2014"
"https://www.gov.uk/transport-statistics-notes-and-guidance-transport-accessibility","","","","","","","","","","","","","","","","","Next update: To be advised"
"The figures in this table are outside the scope of National Statistics","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
