"","Q3","78.7","1.3","0.3","","75.2","1.4","0.4"
"","Q4","79.5","2.2","1.1","","76.2","2.3","1.3"
"","1998 Q1","80","2.4","0.6","","76.5","2.4","0.4"
"","Q2","80.6","2.7","0.7","","77","2.8","0.7"
"","Q3","80.7","2.5","0.1","","77.3","2.8","0.4"
"","Q4","81.1","1.9","0.5","","78.6","3.1","1.6"
"","1999 Q1","81.3","1.6","0.2","","78.6","2.8","0.1"
"","Q2","81.5","1.1","0.3","","78.8","2.3","0.2"
"","Q3","82.3","2","1","","79.5","2.8","0.9"
"","Q4","83.4","2.8","1.3","","80.5","2.5","1.3"
"","2000 Q1","84.4","3.8","1.2","","82.9","5.4","2.9"
"","Q2","85.1","4.4","0.9","","82.8","5.1","0"
"","Q3","85.3","3.6","0.2","","83.2","4.7","0.5"
"","Q4","85.8","2.9","0.5","","83","3.1","-0.3"
"","2001 Q1","85.7","1.5","-0.1","","83.3","0.6","0.4"
"","Q2","85.8","0.8","0.2","","83.1","0.3","-0.3"
"","Q3","86","0.8","0.3","","83.5","0.3","0.5"
"","Q4","86.2","0.6","0.3","","84.3","1.5","0.9"
"","2002 Q1","87.1","1.7","1","","85.4","2.5","1.4"
"","Q2","87.3","1.7","0.1","","86.3","3.8","1"
"","Q3","88.1","2.4","1","","86.4","3.5","0.2"
"","Q4","88.1","2.2","0","","86.9","3.2","0.5"
"","2003 Q1","89","2.2","1","","88","3","1.2"
"","Q2","89.5","2.6","0.6","","88.5","2.5","0.6"
"","Q3","90.6","2.8","1.2","","89.6","3.7","1.3"
"","Q4","91.4","3.7","0.9","","90.8","4.5","1.4"
"","2004 Q1","91.5","2.8","0.1","","90.8","3.2","-0.1"
"","Q2","91.7","2.4","0.2","","91.1","3","0.3"
"","Q3","91.9","1.4","0.2","","91.3","1.9","0.3"
"","Q4","91.9","0.5","0.1","","90.6","-0.3","-0.8"
"","2005 Q1","91.9","0.5","0","","91","0.2","0.5"
"","Q2","93.3","1.8","1.5","","92.6","1.7","1.8"
"","Q3","93.7","2","0.4","","92.7","1.6","0.1"
"","Q4","95.7","4.1","2.2","","94.5","4.3","1.9"
"","2006 Q1","95.8","4.2","0.1","","94.9","4.3","0.5"
"","Q2","95.7","2.6","-0.1","","95.1","2.7","0.2"
"","Q3","95.5","1.9","-0.2","","95","2.4","-0.2"
"","Q4","95.9","0.2","0.4","","95","0.6","0.1"
"","2007 Q1","96.7","1","0.9","","95.7","0.8","0.7"
"","Q2","97.2","1.6","0.5","","96.1","1","0.5"
"","Q3","97.6","2.3","0.4","","96.9","2","0.8"
"","Q4","98","2.2","0.4","","97.8","2.9","0.9"
"","2008 Q1","98","1.3","0","","96.8","1.2","-1"
"","Q2","97.3","0.1","-0.7","","97.4","1.3","0.5"
"","Q3","96.1","-1.6","-1.3","","95.7","-1.3","-1.7"
"","Q4","94.6","-3.5","-1.6","","94.6","-3.3","-1.1"
"","2009 Q1","92.9","-5.2","-1.8","","94.3","-2.6","-0.3"
"","Q2","93.3","-4.1","0.5","","94.3","-3.2","0"
"","Q3","93.5","-2.7","0.1","","94.4","-1.3","0.1"
"","Q4","94.2","-0.4","0.7","","95.1","0.6","0.8"
"","2010 Q1","95.4","2.8","1.4","","96.4","2.2","1.3"
"","Q2","96","2.9","0.6","","96.7","2.5","0.3"
"","Q3","95.9","2.6","-0.2","","96.9","2.6","0.2"
"","Q4","95.8","1.7","-0.1","","95.9","0.8","-1"
"","2011 Q1","95.7","0.3","-0.1","","96.4","0","0.5"
"","Q2","95.9","-0.2","0.2","","97.5","0.9","1.2"
"","Q3","96.6","0.8","0.8","","97.3","0.4","-0.3"
"","Q4","96.6","0.9","0","","97.3","1.5","0.1"
"","2012 Q1","96.7","1.1","0.1","","97.3","1","-0.1"
"","Q2","95.7","-0.2","-1.1","","96.3","-1.2","-1"
"","Q3","96.4","-0.2","0.8","","96.5","-0.7","0.2"
"","Q4","95.5","-1.1","-0.9","","95.9","-1.5","-0.6"
"","2013 Q1","96.2","-0.6","0.7","","96.1","-1.2","0.2"
"","Q2","97.3","1.7","1.2","","97.2","0.9","1.1"
"","Q3","97.4","1","0.1","","96.9","0.4","-0.3"
"","Q4","97.6","2.1","0.2","","97.3","1.5","0.4"
"","2014 Q1","97.6","1.5","0","","97.4","1.3","0.1"
"","Q2","97.6","0.4","0","","97.1","-0.1","-0.3"
"","Q3","97.6","0.3","0","","97.3","0.3","0.2"
"","Q4","97.5","0","-0.1","","96.7","-0.7","-0.6"
"","2015 Q1","97.6","0","0.1","","97.3","0","0.7"
"","Q2","98.3","0.7","0.7","","97.7","0.6","0.4"
"","Q3","97.6","0","-0.7","","97.9","0.6","0.2"
"","Q4","97.4","-0.1","-0.2","","96.7","0","-1.2"
"","2016 Q1","98.1","0.5","0.7","","97.7","0.4","1.1"
"","Q2","98","-0.2","0","","98","0.3","0.3"
"","Q3","98.2","0.6","0.2","","98.2","0.4","0.3"
"","Q4","98.9","1.5","0.7","","98.7","2.1","0.4"
"","2017 Q1","99.3","1.2","0.3","","98.6","0.9","0"
"","Q2","99.3","1.3","0.1","","98.5","0.6","-0.1"
"","Q3","99.5","1.3","0.1","","99.9","1.7","1.4"
"","Q4","99.4","0.5","-0.1","","100.1","1.4","0.2"
"","2018 Q1","98.7","-0.6","-0.7","","99.3","0.7","-0.8"
"","Q2","99.5","0.1","0.8","","99.9","1.3","0.6"
"","Q3","99.7","0.2","0.2","","99.7","-0.2","-0.2"
"","Q4","99.6","0.2","0","","99.9","-0.1","0.3"
"","2019 Q1","100","1.3","0.3","","99.4","0.1","-0.5"
"","Q2","100","0.6","0.1","","99.9","0.1","0.5"
"","Q3","100.4","0.7","0.3","","100.3","0.7","0.4"
"","Q4","99.6","0","-0.7","","100.3","0.4","0"
"","2020 Q1","96.8","-3.1","-2.8","","99.7","0.3","-0.5"
"","Q2","78.7","-21.3","-18.7","","100.2","0.2","0.4"
"","Q3","94.3","-6.1","19.7","","108.7","8.3","8.5"
"","Q4","95.5","-4.1","1.4","","103.4","3.1","-4.8"
"","2021 Q1","95","-1.9","-0.6","","104.9","5.2","1.4"
"","Q2","99.6","26.5","4.9","","104","3.9","-0.8"
"","Q3","99.8","5.9","0.2","","102.4","-5.8","-1.6"
"","","","","","","","",""
"","","","","","","","",""
"","The estimates in this spreadsheet correspond to the estimates published in the Labour Productivity Statistical Bulletin Q3 2021 on 11 January 2022","","","","","","",""
"","Contact details:","","","","","","",""
"","productivity@ons.gsi.gov.uk","","","","","","",""
"","+ 44(0)1633 455086","","","","","","",""
