"","Excise Tax Suspension for Domestic Aviation Fuel","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Petroleum","","","","","","","","","","","","","","","","",""
"","Excise Tax Suspension for Domestic Aviation Fuel","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Kerosene type jet fuel excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Excise Tax Suspension for Domestic Aviation Fuel","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Kerosene type jet fuel excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Excise Tax Suspension for Domestic Aviation Fuel","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Kerosene type jet fuel excl. biofuels","·  ·  Central government","","10,929,901,838","10,756,458,832","11,859,915,367","13,545,502,619","15,149,352,367","26,131,586,157","29,583,999,764","33,564,218,535","36,674,979,231","39,586,878,473","39,378,447,738","41,991,606,456","41,991,606,456","41,991,606,456",""
"","2011 Retroactive Reduction in the Oil-Price Windfall Tax","Total","","","","","","","","","","","","","","","","","","",""
"","2011 Retroactive Reduction in the Oil-Price Windfall Tax","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","2011 Retroactive Reduction in the Oil-Price Windfall Tax","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","2011 Retroactive Reduction in the Oil-Price Windfall Tax","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","2011 Retroactive Reduction in the Oil-Price Windfall Tax","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","2011 Retroactive Reduction in the Oil-Price Windfall Tax","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  ·  Central government","","..","5,714,285,000","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","Total","","","","","","","","","","","","","","","","","","",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  ·  Central government","","2,804,085,273","3,864,483,155","3,898,489,938","3,688,201,667","3,661,836,191","1,787,127,846","1,410,975,064","1,846,290,251","2,391,800,223","2,233,189,554","1,488,557,162","2,493,346,308","3,997,066,645","4,236,622,940",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Resource-Tax Abatements and Refunds for Oil and Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  ·  Central government","","324,188,442","461,055,298","538,738,997","644,354,603","673,009,745","588,253,755","424,082,326","511,399,028","594,963,780","626,365,356","589,637,734","578,328,011","981,321,790","1,613,931,386",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","Total","","","","","","","","","","","","","","","","","","",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Tax Abatements or Exemptions for Sino-Foreign Joint Ventures in Oil & Gas Extraction","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","VAT Reduction for Natural Gas and Coal for Home Use","Total","","","","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Coal","","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Anthracite","Total economy","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Anthracite","·  General government","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Anthracite","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Coking Coal","Total economy","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Coking Coal","·  General government","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Coking Coal","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Other Bituminous Coal","Total economy","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Other Bituminous Coal","·  General government","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Other Bituminous Coal","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Petroleum","","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Liquefied Petroleum Gases","Total economy","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Liquefied Petroleum Gases","·  General government","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Liquefied Petroleum Gases","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","VAT Reduction for Natural Gas and Coal for Home Use","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  ·  Central government","","871,866,867","1,206,531,089","1,413,328,128","1,746,110,897","2,134,231,260","2,201,606,095","1,859,787,496","3,601,450,640","4,528,598,892","3,195,456,279","3,219,059,604","3,222,778,356","5,294,767,511","8,333,733,868",""
"","VAT Rebates for Oil-Shale Products and Coal-Mining By-Products","Total","","","","","","","","","","","","","","","","","","",""
"","VAT Rebates for Oil-Shale Products and Coal-Mining By-Products","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","VAT Rebates for Oil-Shale Products and Coal-Mining By-Products","·  ·  Producer Support Estimate","Refining or processing stage","Coal","","","","","","","","","","","","","","","","",""
"","VAT Rebates for Oil-Shale Products and Coal-Mining By-Products","·  ·  Producer Support Estimate","Refining or processing stage","·  Oil Shale","Total economy","","","","","","","","","","","","","","","",""
"","VAT Rebates for Oil-Shale Products and Coal-Mining By-Products","·  ·  Producer Support Estimate","Refining or processing stage","·  Oil Shale","·  General government","","","","","","","","","","","","","","","",""
"","VAT Rebates for Oil-Shale Products and Coal-Mining By-Products","·  ·  Producer Support Estimate","Refining or processing stage","·  Oil Shale","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","Total","","","","","","","","","","","","","","","","","","",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  ·  Producer Support Estimate","Refining or processing stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  ·  Producer Support Estimate","Refining or processing stage","·  Fuel oil","Total economy","","","","","","","","","","","","","","","",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  ·  Producer Support Estimate","Refining or processing stage","·  Fuel oil","·  General government","","","","","","","","","","","","","","","",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  ·  Producer Support Estimate","Refining or processing stage","·  Fuel oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  ·  Producer Support Estimate","Refining or processing stage","·  Naphtha","Total economy","","","","","","","","","","","","","","","",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  ·  Producer Support Estimate","Refining or processing stage","·  Naphtha","·  General government","","","","","","","","","","","","","","","",""
"","Naphtha and Fuel-Oil Excise-Tax Exemptions and Rebates","·  ·  Producer Support Estimate","Refining or processing stage","·  Naphtha","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics","Total","","","","","","","","","","","","","","","","","","",""
"","Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics","·  ·  Producer Support Estimate","Refining or processing stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics","·  ·  Producer Support Estimate","Refining or processing stage","·  Other oil products","Total economy","","","","","","","","","","","","","","","",""
"","Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics","·  ·  Producer Support Estimate","Refining or processing stage","·  Other oil products","·  General government","","","","","","","","","","","","","","","",""
"","Zero Excise Tax on MTBE, Aromatics and Mixed Aromatics","·  ·  Producer Support Estimate","Refining or processing stage","·  Other oil products","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","Total","","","","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Liquefied Petroleum Gases","Total economy","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Liquefied Petroleum Gases","·  General government","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Liquefied Petroleum Gases","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Gas/diesel oil excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Gas/diesel oil excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Gas/diesel oil excl. biofuels","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Fuel oil","Total economy","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Fuel oil","·  General government","","","","","","","","","","","","","","","",""
"","Refund of Excise Tax for Own Use of Fuel in Oil and Gas Fields","·  ·  Producer Support Estimate","Extraction or mining stage","·  Fuel oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade","Total","","","","","","","","","","","","","","","","","","",""
"","Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade","·  ·  General Services Support Estimate","Refining or processing stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade","·  ·  General Services Support Estimate","Refining or processing stage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade","·  ·  General Services Support Estimate","Refining or processing stage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","Reply Letter from the General Office of the Ministry of Commerce on China (Zhejiang) Pilot Free Trade Zone for Bonded Fuel Oil Blending and Processing Trade","·  ·  General Services Support Estimate","Refining or processing stage","·  Crude Oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Notice on Printing and Distributing the ""Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources""","Total","","","","","","","","","","","","","","","","","","",""
"","Notice on Printing and Distributing the ""Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources""","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Notice on Printing and Distributing the ""Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources""","·  ·  General Services Support Estimate","Transportation of fossil fuels (e.g., through pipelines) and bulk storage","Petroleum","","","","","","","","","","","","","","","","",""
"","Notice on Printing and Distributing the ""Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources""","·  ·  General Services Support Estimate","Transportation of fossil fuels (e.g., through pipelines) and bulk storage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","Notice on Printing and Distributing the ""Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources""","·  ·  General Services Support Estimate","Transportation of fossil fuels (e.g., through pipelines) and bulk storage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","Notice on Printing and Distributing the ""Catalogue of VAT Preferential Catalogue of Products and Services for Comprehensive Utilization of Resources""","·  ·  General Services Support Estimate","Transportation of fossil fuels (e.g., through pipelines) and bulk storage","·  Crude Oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","Total","","","","","","","","","","","","","","","","","","",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Notice on the exemption of import tax on imported petroleum (natural gas) imported materials from China's oceans during the ‘Thirteenth Five-Year Plan’ Period","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","Total","","","","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Oceanic Locations","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Specific Terrestrial Location","Total","","","","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Specific Terrestrial Location","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Specific Terrestrial Location","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Specific Terrestrial Location","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","Total economy","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Specific Terrestrial Location","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  General government","","","","","","","","","","","","","","","",""
"","Notice on Elimination of Duty-Free Import Quota Management for Oil (Gas) Exploitation Projects in Specific Terrestrial Location","·  ·  Producer Support Estimate","Extraction or mining stage","·  Crude Oil","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
