"x","52","56","","Polio - Three doses","-""""-","-""""-","-""""-","-""""-",""
"","","","","Pentavalent","","","","",""
"x","53","57","","DPT - Three doses","-""""-","62","-""""-","62",""
"x","54","58","","Hib - Three doses","-""""-","218","-""""-","218",""
"x","55","59","","HepB - Three doses","-""""-","-""""-","-""""-","-""""-",""
"x","56","60","","Pneumococcal - Three doses","-""""-","173","-""""-","173",""
"x","57","61","","Rotavirus - Two doses","-""""-","63","-""""-","63",""
"","58","62","","Meningococcal A - Single dose","-""""-","-""""-","-""""-","-""""-",""
"","59","63","","Malaria vaccine - Three doses","-""""-","-""""-","-""""-","-""""-",""
"x","60","64","","Measles - Single dose","-""""-","84","-""""-","84",""
"x","61","47","Child Health","Vitamin A supplementation","-""""-","-""""-","-""""-","-""""-",""
"x","62","48","","Zinc supplementation","-""""-","640","-""""-","640",""
"x","63","71","","ORS - Oral Rehydration Solution","59","691","-""""-","691",""
"x","64","72","","Antibiotics for treatment of dysentery","1","9","-""""-","9",""
"x","65","73","","Zinc for treatment of diarrhea","2","24","-""""-","24",""
"x","66","74","","Oral antibiotics for pneumonia","-""""-","1,139","-""""-","1,139",""
"x","67","75","","Vitamin A for treatment of measles","-""""-","350","-""""-","350",""
"","68","76","","ACTs - Artemisinin compounds for treatment of malaria","-""""-","-""""-","-""""-","-""""-",""
"x","69","77","Malnutrition","SAM - treatment for severe acute malnutrition","-""""-","3","-""""-","3","Includes Impact of Change in wasting prevalence"
"x","70","78","","MAM - treatment for moderate acute malnutrition","-""""-","-""""-","-""""-","-""""-",""
"","71","54","","ITN/IRS - Households protected from malaria","-""""-","-""""-","-""""-","-""""-",""
