"","London","190,580","190,580","131,448","131,448","97,260","97,260","..","..","1,243,424","1,243,424","1,243,349","1,243,349","1,243,424","1,243,424","1,240,869","1,243,349"
"","South East","118,689","118,689","62,849","62,849","43,756","43,756","..","..","687,938","687,938","687,938","687,938","687,938","687,938","680,059","687,938"
"","South West","72,090","72,111","40,946","40,948","29,908","29,940","..","..","461,421","461,750","461,130","461,695","461,413","461,685","443,916","461,348"
"2011","North East","65,300","65,300","38,300","38,300","27,800","27,800","..","..","408,200","408,300","407,600","408,300","408,100","408,300","400,800","408,000"
"New","North West","143,100","143,100","97,400","97,400","75,100","75,100","..","..","908,500","908,500","904,000","908,500","908,300","908,500","901,900","908,200"
"method4","Yorkshire and the Humber","106,900","106,900","65,600","65,600","48,100","48,100","..","..","691,200","691,300","689,100","691,300","691,000","691,200","679,200","689,700"
"","East Midlands","74,100","74,100","44,200","44,200","32,500","32,500","..","..","469,000","469,100","459,800","469,100","469,000","469,100","459,700","469,000"
"","West Midlands","127,300","127,300","80,600","80,600","59,000","59,000","..","..","609,800","609,800","609,300","609,800","609,700","609,800","597,000","609,700"
"","East","77,900","77,900","49,900","49,900","34,900","34,900","..","..","493,500","493,600","482,900","493,600","493,500","493,600","473,200","492,900"
"","London","148,700","148,700","131,400","131,400","97,300","97,300","..","..","1,257,000","1,257,000","1,257,000","1,257,000","1,257,000","1,257,000","1,256,100","1,257,000"
"","South East","98,700","98,700","62,700","62,700","43,700","43,700","..","..","694,700","694,700","694,500","694,700","694,700","694,700","685,500","694,600"
"","South West","61,400","61,500","40,900","40,900","29,800","29,900","..","..","466,400","466,700","465,000","466,700","466,300","466,700","444,900","465,800"
"2012","North East","86,900","87,000","40,300","40,300","28,100","28,100","..","..","404,900","405,000","402,500","405,000","404,900","405,000","398,700","404,700"
"New","North West","197,600","197,600","99,900","99,900","71,700","71,700","..","..","913,800","913,800","912,900","913,800","913,600","913,800","907,800","913,500"
"method4","Yorkshire and the Humber","159,200","159,200","72,400","72,400","49,200","49,200","..","..","672,300","672,500","671,700","672,500","672,300","672,400","664,000","671,100"
"","East Midlands","112,100","112,100","51,500","51,500","35,100","35,100","..","..","459,000","459,000","455,900","459,000","459,000","459,000","450,700","459,000"
"","West Midlands","177,900","177,900","84,600","84,600","58,700","58,700","..","..","612,000","612,000","610,700","612,000","611,900","612,000","599,800","611,900"
"","East","119,200","119,200","56,600","56,600","37,700","37,700","..","..","478,900","478,900","475,600","478,900","478,900","478,900","462,000","478,200"
"","London","225,800","225,800","138,700","138,700","98,000","98,000","..","..","1,237,200","1,237,200","1,237,200","1,237,200","1,237,200","1,237,200","1,236,400","1,237,200"
"","South East","155,800","155,800","72,700","72,700","49,700","49,700","..","..","691,100","691,100","691,100","691,100","691,100","691,100","683,000","691,000"
"","South West","91,400","91,400","46,100","46,100","31,600","31,700","..","..","455,900","456,500","452,200","456,400","456,200","456,400","438,200","455,500"
"2013","North East","86,900","87,000","40,300","40,300","28,100","28,100","..","..","407,200","407,200","404,800","407,200","407,100","407,200","398,200","403,900"
"New","North West","197,700","197,700","99,900","99,900","71,800","71,800","..","..","916,000","916,100","915,100","916,100","915,600","916,100","903,700","909,400"
"method4","Yorkshire and the Humber","159,300","159,300","72,500","72,500","49,300","49,300","..","..","677,600","677,700","676,900","677,700","677,500","677,700","661,900","670,100"
"","East Midlands","112,100","112,100","51,500","51,500","35,100","35,100","..","..","462,200","462,300","461,700","462,300","462,200","462,300","452,700","459,800"
"","West Midlands","178,000","178,000","84,600","84,600","58,700","58,700","..","..","614,800","614,800","613,200","614,800","614,700","614,800","606,100","611,400"
"","East","119,500","119,500","56,800","56,800","37,800","37,800","..","..","483,000","483,000","480,500","483,000","483,000","483,000","466,200","481,200"
"","London","226,400","226,400","139,100","139,100","98,400","98,400","..","..","1,269,400","1,269,400","1,269,400","1,269,400","1,269,400","1,269,400","1,258,700","1,258,700"
"","South East","156,100","156,100","72,800","72,800","49,800","49,800","..","..","695,800","695,800","695,800","695,800","695,800","695,800","685,000","692,000"
"","South West","91,800","91,900","46,300","46,300","31,800","31,800","..","..","460,500","460,700","457,600","460,300","460,300","460,400","443,000","458,200"
"Percentage of people with access within threshold","","","","","","","","","","","","","","","","",""
"2007","North East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","Yorkshire and the Humber","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","London","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","South East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","South West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"2008","North East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","Yorkshire and the Humber","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","London","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","South East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"","South West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","..",".."
"2009","North East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.3","100.0"
"","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.8","100.0"
"","Yorkshire and the Humber","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.5","100.0"
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.9","100.0"
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.8","100.0"
"","East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.4","100.0"
"","London","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"","South East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.8","100.0"
"","South West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.4","99.9"
"2010","North East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","100.0","100.0","99.2","100.0"
"","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.8","100.0"
"","Yorkshire and the Humber","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.5","100.0"
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.9","100.0"
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.8","100.0"
"","East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","100.0","100.0","99.3","100.0"
"","London","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0"
"","South East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.8","100.0"
"","South West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","99.9","99.9","99.3","99.9"
"2010","North East","99.9","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","100.0","100.0","98.4","100.0"
"New","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.5","100.0","100.0","100.0","99.4","100.0"
"method4","Yorkshire and the Humber","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","98.4","99.8"
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.5","100.0","100.0","100.0","98.4","100.0"
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","100.0","100.0","97.8","100.0"
"","East","99.9","99.9","99.8","99.8","99.8","99.8","..","..","99.9","99.9","98.9","99.9","99.9","99.9","96.3","99.9"
"","London","99.8","99.8","99.7","99.7","99.7","99.7","..","..","99.7","99.7","99.7","99.7","99.7","99.7","99.5","99.7"
"","South East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","98.8","100.0"
"","South West","99.7","99.7","99.7","99.7","99.5","99.7","..","..","99.5","99.6","99.5","99.6","99.5","99.6","95.8","99.5"
"2011","North East","99.9","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.8","100.0","99.9","100.0","98.2","99.9"
"New","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.5","100.0","99.9","100.0","99.2","99.9"
"method4","Yorkshire and the Humber","99.9","99.9","100.0","100.0","99.9","100.0","..","..","99.8","99.8","99.5","99.8","99.8","99.8","98.1","99.6"
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","99.9","100.0","98.0","100.0","99.9","100.0","98.0","99.9"
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","99.9","99.9","99.8","99.9","99.9","99.9","97.8","99.9"
"","East","99.7","99.7","99.7","99.8","99.7","99.8","..","..","99.8","99.8","97.6","99.8","99.8","99.8","95.7","99.7"
"","London","99.7","99.7","99.7","99.7","99.7","99.7","..","..","99.7","99.7","99.7","99.7","99.7","99.7","99.6","99.7"
"","South East","99.8","99.8","99.8","99.8","99.8","99.8","..","..","99.8","99.8","99.8","99.8","99.8","99.8","98.5","99.8"
"","South West","99.4","99.5","99.5","99.5","99.3","99.5","..","..","99.4","99.4","99.1","99.4","99.4","99.4","94.8","99.2"
"2012","North East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.4","100.0","100.0","100.0","98.4","99.9"
"New","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","99.9","100.0","99.3","99.9"
"method4","Yorkshire and the Humber","99.9","99.9","100.0","100.0","99.9","99.9","..","..","99.8","99.8","99.7","99.8","99.8","99.8","98.6","99.6"
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.3","100.0","99.9","100.0","98.2","100.0"
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","99.9","99.9","99.7","99.9","99.9","99.9","98.0","99.9"
"","East","99.7","99.7","99.8","99.8","99.8","99.8","..","..","99.8","99.8","99.1","99.8","99.8","99.8","96.3","99.7"
"","London","99.7","99.7","99.7","99.7","99.7","99.7","..","..","99.7","99.7","99.7","99.7","99.7","99.7","99.7","99.7"
"","South East","99.8","99.8","99.8","99.8","99.8","99.8","..","..","99.9","99.9","99.9","99.9","99.9","99.9","98.7","99.8"
"","South West","99.5","99.5","99.5","99.5","99.4","99.5","..","..","99.4","99.5","98.6","99.5","99.4","99.5","95.5","99.3"
"2013","North East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.4","100.0","100.0","100.0","97.8","99.2"
"New","North West","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","100.0","100.0","98.7","99.3"
"method4","Yorkshire and the Humber","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","100.0","100.0","97.7","98.9"
"","East Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.9","100.0","100.0","100.0","97.9","99.5"
"","West Midlands","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.7","100.0","100.0","100.0","98.6","99.5"
"","East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","99.5","100.0","100.0","100.0","96.5","99.6"
"","London","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","99.2","99.2"
"","South East","100.0","100.0","100.0","100.0","100.0","100.0","..","..","100.0","100.0","100.0","100.0","100.0","100.0","98.5","99.5"
"","South West","100.0","100.0","100.0","100.0","99.9","100.0","..","..","99.9","100.0","99.3","99.9","99.9","99.9","96.1","99.4"
"1 The at risk users looks at particular social groups at risk of exclusion, e.g. for primary schools, the at risk users are children aged 5-10 known to be eligible for free school meals. Please see the guidance note for a full list of user groups.","","","","","","","","","","","","","","","","",""
"2 The number and proportion of users in a local area who can access a service within set time limits. For further information on details on the lower and upper thresholds and how they are derived please see the guidance note.","","","","","","","","","","","","","","","","",""
"3 An at risk group is not measured for the Further Education service.","","","","","","","","","","","","","","","","",""
"4 A new method has been adopted in 2010 using Trafficmaster congestion data to calculate travel times for the car mode, as opposed to using default speeds. Please see the guidance note for further information.","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"Telephone: 020 7944 4139","","","","","","","","","","","","","","","","","Source: DfT Accessibility Statistics"
"Email: subnational.stats@dft.gsi.gov.uk","","","","","","","","","","","","","","","","","Last updated: September 2014"
"https://www.gov.uk/transport-statistics-notes-and-guidance-transport-accessibility","","","","","","","","","","","","","","","","","Next update: to be advised"
"The figures in this table are outside the scope of National Statistics","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","",""
