"","","","","Pentavalent","","","","",""
"x","53","57","","DPT - Three doses","-""""-","60","-""""-","60",""
"x","54","58","","Hib - Three doses","-""""-","63","-""""-","63",""
"x","55","59","","HepB - Three doses","-""""-","-""""-","-""""-","-""""-",""
"x","56","60","","Pneumococcal - Three doses","-""""-","66","-""""-","66",""
"x","57","61","","Rotavirus - Two doses","-""""-","9","-""""-","9",""
"x","58","62","","Meningococcal A - Single dose","-""""-","-""""-","-""""-","-""""-",""
"","59","63","","Malaria vaccine - Three doses","-""""-","-""""-","-""""-","-""""-",""
"x","60","64","","Measles - Single dose","-""""-","16","-""""-","16",""
"x","61","47","Child Health","Vitamin A supplementation","-""""-","-""""-","-""""-","-""""-",""
"x","62","48","","Zinc supplementation","-""""-","-""""-","-""""-","-""""-",""
"x","63","71","","ORS - Oral Rehydration Solution","-""""-","9","-""""-","9",""
"x","64","72","","Antibiotics for treatment of dysentery","-""""-","-""""-","-""""-","-""""-",""
"x","65","73","","Zinc for treatment of diarrhea","-""""-","-""""-","-""""-","-""""-",""
"x","66","74","","Oral antibiotics for pneumonia","-""""-","25","-""""-","25",""
"x","67","75","","Vitamin A for treatment of measles","-""""-","-""""-","-""""-","-""""-",""
"x","68","76","","ACTs - Artemisinin compounds for treatment of malaria","-""""-","-""""-","-""""-","-""""-",""
"","69","77","Malnutrition","SAM - treatment for severe acute malnutrition","-""""-","-""""-","-""""-","-""""-","Includes Impact of Change in wasting prevalence"
"","70","78","","MAM - treatment for moderate acute malnutrition","-""""-","-""""-","-""""-","-""""-",""
"","71","54","","ITN/IRS - Households protected from malaria","-""""-","-""""-","-""""-","-""""-",""
