"2009-2010 Award Year FFEL Volume by School","","","","","","","","","","","","","","","","","","","","","","","",""
"Award Year Quarterly Activity  (07/01/2009-09/30/2009)","","","","","","","","","","","","","","","","","","","","","","","",""
"Data Run: 4/5/2012","","","","","","","","","","","","","","","","","","","","","","","",""
"00101600","UNIVERSITY OF NORTH ALABAMA","AL","356320001","PUBLIC","  2,128 ","  2,167 "," $ 8,846,539.00 ","2,169"," $ 4,482,258.00 ","  2,150 ","  2,281 "," $ 9,693,630.00 ","2,281"," $ 4,917,855.00 ","  89 ","  94 "," $ 557,312.00 ","94"," $ 283,008.00 ","0","0","0","0","0"
"00101900","HUNTINGDON COLLEGE","AL","361062148","PRIVATE","  343 ","  343 "," $ 1,410,184.00 ","345"," $ 683,031.00 ","  406 ","  406 "," $ 1,848,107.00 ","415"," $ 884,845.00 ","  102 ","  102 "," $ 998,307.00 ","103"," $ 499,731.00 ","0","0","0","0","0"
"00102000","JACKSONVILLE STATE UNIVERSITY","AL","362651602","PUBLIC","  3,972 ","  3,992 "," $ 18,277,528.00 ","3,993"," $ 9,655,986.00 ","  3,857 ","  4,101 "," $ 20,412,159.00 ","4,104"," $ 10,778,342.00 ","  175 ","  177 "," $ 1,187,184.00 ","177"," $ 612,842.00 ","  1 ","  1 "," $ 17,790.00 ","1"," $ 8,895.00 "
"00102300","JUDSON COLLEGE","AL","367562504","PRIVATE","  129 ","  132 "," $ 473,003.00 ","132"," $ 255,485.00 ","  141 ","  166 "," $ 514,440.00 ","167"," $ 285,521.00 ","  21 ","  21 "," $ 158,917.00 ","21"," $ 84,710.00 ","0","0","0","0","0"
"00102400","UNIVERSITY OF WEST ALABAMA","AL","354700000","PUBLIC","  2,839 ","  2,852 "," $ 17,872,533.00 ","2,853"," $ 6,158,482.00 ","  3,070 ","  3,199 "," $ 21,910,289.00 ","3,200"," $ 7,311,392.00 ","  43 ","  43 "," $ 253,207.00 ","43"," $ 126,908.00 ","0","0","0","0","0"
"00102600","MARION MILITARY INSTITUTE","AL","367563214","PUBLIC","  126 ","  129 "," $ 367,434.00 ","136"," $ 193,790.00 ","  154 ","  167 "," $ 555,651.00 ","170"," $ 287,135.00 ","  11 ","  11 "," $ 62,327.00 ","12"," $ 37,342.00 ","0","0","0","0","0"
"00102900","UNIVERSITY OF MOBILE","AL","366630220","PRIVATE","  883 ","  883 "," $ 4,153,866.00 ","897"," $ 2,117,791.00 ","  964 ","  964 "," $ 5,483,159.00 ","991"," $ 2,804,070.00 ","  71 ","  73 "," $ 624,226.00 ","76"," $ 320,080.00 ","  1 ","  1 "," $ 16,236.00 ","1"," $ 8,118.00 "
"00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","AL","359860159","PUBLIC","  305 ","  307 "," $ 907,719.00 ","307"," $ 461,224.00 ","  81 ","  81 "," $ 221,426.00 ","81"," $ 110,717.00 ","0","0","0","0","0","0","0","0","0","0"
"00103300","OAKWOOD UNIVERSITY","AL","358960001","PRIVATE","  440 ","  444 "," $ 2,044,384.00 ","446"," $ 1,052,221.00 ","  306 ","  308 "," $ 1,942,779.00 ","309"," $ 1,008,530.00 ","  58 ","  59 "," $ 775,105.00 ","60"," $ 420,982.00 ","0","0","0","0","0"
"00103600","SAMFORD UNIVERSITY","AL","352297000","PRIVATE","  1,689 ","  1,712 "," $ 10,865,654.00 ","1,712"," $ 5,663,095.00 ","  1,791 ","  1,855 "," $ 17,239,110.00 ","1,855"," $ 8,797,985.00 ","  435 ","  445 "," $ 6,360,638.00 ","446"," $ 3,251,935.00 ","  558 ","  593 "," $ 10,394,943.00 ","595"," $ 5,252,933.00 "
"00104000","SOUTHERN UNION STATE COMMUNITY COLLEGE","AL","362760000","PUBLIC","  631 ","  635 "," $ 1,877,068.00 ","772"," $ 1,051,910.00 ","  462 ","  466 "," $ 1,271,079.00 ","568"," $ 699,645.00 ","  12 ","  12 "," $ 64,100.00 ","13"," $ 34,150.00 ","0","0","0","0","0"
"00104100","SPRING HILL COLLEGE","AL","366081791","PRIVATE","  638 ","  641 "," $ 2,918,506.00 ","641"," $ 1,384,521.00 ","  739 ","  776 "," $ 3,378,632.00 ","776"," $ 1,563,012.00 ","  85 ","  85 "," $ 867,454.00 ","85"," $ 451,303.00 ","0","0","0","0","0"
"00104400","STILLMAN COLLEGE","AL","354031430","PRIVATE","  345 ","  352 "," $ 1,448,239.00 ","352"," $ 727,519.00 ","  345 ","  375 "," $ 1,539,969.00 ","376"," $ 775,072.00 ","  111 ","  114 "," $ 935,640.00 ","115"," $ 476,950.00 ","0","0","0","0","0"
"00104700","TROY UNIVERSITY","AL","360820001","PUBLIC","  11,870 ","  12,000 "," $ 60,501,982.00 ","12,000"," $ 24,070,162.00 ","  11,434 ","  11,842 "," $ 81,872,914.00 ","11,845"," $ 31,949,741.00 ","  158 ","  159 "," $ 1,264,392.00 ","159"," $ 639,458.00 ","  14 ","  14 "," $ 129,956.00 ","14"," $ 49,315.00 "
"00105000","TUSKEGEE UNIVERSITY","AL","360881645","PRIVATE","  1,563 ","  1,584 "," $ 7,728,091.00 ","1,587"," $ 3,903,789.00 ","  1,457 ","  1,884 "," $ 12,010,608.00 ","1,887"," $ 6,022,581.00 ","  321 ","  366 "," $ 4,552,828.00 ","366"," $ 2,280,710.00 ","  58 ","  62 "," $ 672,069.00 ","62"," $ 338,330.00 "
"00105700","UNIVERSITY OF SOUTH ALABAMA","AL","366880002","PUBLIC","  4,931 ","  4,998 "," $ 23,608,974.00 ","5,000"," $ 12,131,965.00 ","  5,726 ","  5,982 "," $ 36,951,491.00 ","5,982"," $ 18,852,971.00 ","  326 ","  331 "," $ 2,785,505.00 ","331"," $ 1,427,954.00 ","  76 ","  77 "," $ 604,139.00 ","77"," $ 245,301.00 "
"00106000","JAMES H. FAULKNER STATE COMMUNITY COLLEGE","AL","365072698","PUBLIC","  730 ","  731 "," $ 2,231,679.00 ","735"," $ 1,125,076.00 ","  515 ","  522 "," $ 1,922,705.00 ","526"," $ 973,939.00 ","  19 ","  19 "," $ 94,021.00 ","19"," $ 47,011.00 ","0","0","0","0","0"
"00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","AL","356623206","PUBLIC","  650 ","  650 "," $ 2,072,119.00 ","695"," $ 1,080,163.00 ","  502 ","  507 "," $ 1,455,570.00 ","547"," $ 743,903.00 ","0","0","0","0","0","0","0","0","0","0"
"00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE","AL","350772000","PUBLIC","  1,608 ","  1,611 "," $ 5,549,555.00 ","1,611"," $ 2,789,976.00 ","  1,248 ","  1,249 "," $ 4,367,153.00 ","1,249"," $ 2,191,044.00 ","  10 ","  10 "," $ 56,760.00 ","10"," $ 28,380.00 ","0","0","0","0","0"
"00831000","AUBURN UNIVERSITY MONTGOMERY","AL","361173596","PUBLIC","  2,154 ","  2,181 "," $ 9,748,933.00 ","2,181"," $ 4,940,939.00 ","  2,108 ","  2,190 "," $ 11,795,200.00 ","2,190"," $ 5,945,929.00 ","  51 ","  53 "," $ 462,011.00 ","53"," $ 231,446.00 ","  2 ","  2 "," $ 29,030.00 ","2"," $ 14,515.00 "
"01019300","HERZING UNIVERSITY","AL","352094816","PROPRIETARY","0","0","0","0","0","0","0","0","0","0","  1 ","  1 "," $ 3,735.00 ","1"," $ 3,735.00 ","0","0","0","0","0"
"01055400","CONCORDIA COLLEGE","AL","367013323","PRIVATE","  396 ","  396 "," $ 1,589,214.00 ","397"," $ 795,858.00 ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"02170600","UNITED STATES SPORTS ACADEMY","AL","365267055","PRIVATE","  86 ","  88 "," $ 486,988.00 ","90"," $ 263,058.00 ","  70 ","  73 "," $ 462,695.00 ","75"," $ 246,786.00 ","0","0","0","0","0","0","0","0","0","0"
"02199700","HERITAGE CHRISTIAN UNIVERSITY","AL","356306245","PRIVATE","  38 ","  38 "," $ 85,768.00 ","38"," $ 43,172.00 ","  35 ","  35 "," $ 94,067.00 ","35"," $ 50,050.00 ","0","0","0","0","0","0","0","0","0","0"
"02270400","SOUTHEASTERN BIBLE COLLEGE","AL","352442083","PRIVATE","  123 ","  124 "," $ 495,343.00 ","127"," $ 259,886.00 ","  127 ","  137 "," $ 717,161.00 ","140"," $ 374,885.00 ","  3 ","  3 "," $ 34,500.00 ","3"," $ 17,250.00 ","0","0","0","0","0"
"02296000","PRINCE INSTITUTE OF PROFESSIONAL STUDIES","AL","361174231","PROPRIETARY","  40 ","  40 "," $ 146,273.00 ","40"," $ 51,158.00 ","  35 ","  38 "," $ 124,082.00 ","43"," $ 47,241.00 ","  3 ","  3 "," $ 11,500.00 ","3"," $ 3,836.00 ","0","0","0","0","0"
"02503400","AMRIDGE UNIVERSITY","AL","361173553","PRIVATE","  500 ","  500 "," $ 3,033,847.00 ","504"," $ 1,231,127.00 ","  515 ","  515 "," $ 4,427,905.00 ","526"," $ 1,809,410.00 ","0","0","0","0","0","  25 ","  26 "," $ 401,524.00 ","28"," $ 151,166.00 "
"02605500","REMINGTON COLLEGE - MOBILE CAMPUS","AL","366095593","PRIVATE","  739 ","  740 "," $ 2,566,117.00 ","747"," $ 1,203,333.00 ","  710 ","  1,284 "," $ 3,448,418.00 ","1,289"," $ 1,612,345.00 ","  22 ","  22 "," $ 148,580.00 ","22"," $ 71,363.00 ","0","0","0","0","0"
"03010600","VIRGINIA COLLEGE","AL","352095154","PROPRIETARY","  10 ","  10 "," $ 33,886.00 ","10"," $ 15,128.00 ","  10 ","  10 "," $ 43,393.00 ","10"," $ 21,513.00 ","0","0","0","0","0","0","0","0","0","0"
"03783300","BLUE CLIFF CAREER COLLEGE","AL","366064749","PROPRIETARY","  3 ","  3 "," $ 10,500.00 ","3"," $ 5,250.00 ","  2 ","  2 "," $ 11,500.00 ","2"," $ 5,750.00 ","0","0","0","0","0","0","0","0","0","0"
"04067300","SELMA UNIVERSITY","AL","367015232","PRIVATE","  72 ","  72 "," $ 207,850.00 ","73"," $ 104,250.00 ","  9 ","  9 "," $ 18,000.00 ","9"," $ 9,000.00 ","0","0","0","0","0","0","0","0","0","0"
"04121500","COLUMBIA SOUTHERN UNIVERSITY","AL","365613815","PROPRIETARY","  755 ","  761 "," $ 3,440,918.00 ","1,009"," $ 1,193,408.00 ","  862 ","  874 "," $ 4,941,732.00 ","1,148"," $ 1,698,628.00 ","0","0","0","0","0","0","0","0","0","0"
"00108500","UNIVERSITY OF ARKANSAS AT MONTICELLO","AR","716560000","PUBLIC","  1,236 ","  1,272 "," $ 4,756,316.00 ","1,309"," $ 2,479,161.00 ","  1,152 ","  1,222 "," $ 4,419,350.00 ","1,264"," $ 2,317,798.00 ","  10 ","  10 "," $ 46,762.00 ","10"," $ 26,551.00 ","0","0","0","0","0"
"00108600","UNIVERSITY OF ARKANSAS AT PINE BLUFF","AR","716012790","PUBLIC","  1,136 ","  1,201 "," $ 4,871,502.00 ","1,251"," $ 2,530,332.00 ","  870 ","  1,177 "," $ 3,195,717.00 ","1,238"," $ 1,662,559.00 ","  12 ","  12 "," $ 79,799.00 ","12"," $ 42,172.00 ","0","0","0","0","0"
"00108800","LYON COLLEGE","AR","725013699","PRIVATE","  216 ","  217 "," $ 904,852.00 ","218"," $ 463,141.00 ","  224 ","  265 "," $ 970,726.00 ","265"," $ 495,559.00 ","  56 ","  57 "," $ 521,366.00 ","57"," $ 260,433.00 ","0","0","0","0","0"
"00108900","ARKANSAS TECH UNIVERSITY","AR","728012222","PUBLIC","  2,913 ","  3,052 "," $ 11,405,663.00 ","3,149"," $ 5,806,589.00 ","  2,585 ","  2,779 "," $ 11,933,508.00 ","2,856"," $ 6,037,253.00 ","  122 ","  125 "," $ 758,783.00 ","126"," $ 380,718.00 ","0","0","0","0","0"
"00109000","ARKANSAS STATE UNIVERSITY","AR","724010000","PUBLIC","  5,673 ","  5,801 "," $ 26,454,321.00 ","5,818"," $ 13,980,588.00 ","  5,267 ","  5,639 "," $ 29,871,943.00 ","5,654"," $ 15,765,623.00 ","  130 ","  132 "," $ 802,297.00 ","132"," $ 451,881.00 ","  43 ","  44 "," $ 572,750.00 ","45"," $ 293,390.00 "
"00109100","ARKANSAS STATE UNIVERSITY - BEEBE","AR","720121000","PUBLIC","  452 ","  463 "," $ 1,635,093.00 ","479"," $ 835,627.00 ","  306 ","  313 "," $ 1,161,462.00 ","325"," $ 583,231.00 ","0","0","0","0","0","0","0","0","0","0"
"00109200","UNIVERSITY OF CENTRAL ARKANSAS","AR","720350001","PUBLIC","  4,025 ","  4,169 "," $ 18,772,378.00 ","4,169"," $ 9,810,638.00 ","  3,958 ","  4,502 "," $ 20,516,740.00 ","4,502"," $ 10,731,090.00 ","  419 ","  431 "," $ 3,155,749.00 ","431"," $ 1,662,261.00 ","  5 ","  5 "," $ 12,767.00 ","5"," $ 7,986.00 "
"00109300","CENTRAL BAPTIST COLLEGE","AR","720346470","PRIVATE","  111 ","  111 "," $ 478,967.00 ","113"," $ 253,475.00 ","  112 ","  112 "," $ 472,448.00 ","114"," $ 243,500.00 ","  22 ","  22 "," $ 147,500.00 ","23"," $ 76,275.00 ","0","0","0","0","0"
"00109400","UNIVERSITY OF THE OZARKS","AR","728302880","PRIVATE","  155 ","  156 "," $ 647,878.00 ","157"," $ 324,076.00 ","  154 ","  161 "," $ 580,026.00 ","162"," $ 291,194.00 ","  16 ","  16 "," $ 268,200.00 ","16"," $ 150,581.00 ","0","0","0","0","0"
"00109500","CROWLEY'S RIDGE COLLEGE","AR","724509775","PRIVATE","  72 ","  72 "," $ 283,485.00 ","72"," $ 141,245.00 ","  63 ","  65 "," $ 253,698.00 ","65"," $ 125,772.00 ","  3 ","  3 "," $ 12,704.00 ","3"," $ 6,352.00 ","0","0","0","0","0"
"00109700","HARDING UNIVERSITY","AR","721490001","PRIVATE","  1,839 ","  1,874 "," $ 7,430,350.00 ","1,880"," $ 4,836,283.00 ","  2,097 ","  2,188 "," $ 9,268,607.00 ","2,197"," $ 5,882,219.00 ","  333 ","  356 "," $ 3,406,832.00 ","363"," $ 1,811,004.00 ","  49 ","  50 "," $ 326,900.00 ","50"," $ 320,828.00 "
"00109800","HENDERSON STATE UNIVERSITY","AR","719990001","PUBLIC","  1,386 ","  1,477 "," $ 5,990,565.00 ","1,482"," $ 3,959,609.00 ","  1,175 ","  1,282 "," $ 5,114,271.00 ","1,283"," $ 3,070,389.00 ","  53 ","  53 "," $ 406,205.00 ","54"," $ 228,729.00 ","  1 ","  1 "," $ 2,065.00 ","1"," $ 2,065.00 "
"00109900","HENDRIX COLLEGE","AR","720323080","PRIVATE","  497 ","  500 "," $ 2,248,507.00 ","500"," $ 1,134,861.00 ","  370 ","  457 "," $ 1,545,067.00 ","457"," $ 783,226.00 ","  312 ","  320 "," $ 4,607,367.00 ","323"," $ 2,318,659.00 ","  1 ","  1 "," $ 8,000.00 ","1"," $ 4,000.00 "
"00110000","JOHN BROWN UNIVERSITY","AR","727612747","PRIVATE","  361 ","  366 "," $ 1,856,352.00 ","368"," $ 959,283.00 ","  336 ","  340 "," $ 1,781,779.00 ","341"," $ 908,302.00 ","  42 ","  42 "," $ 287,973.00 ","42"," $ 147,509.00 ","  1 ","  1 "," $ 10,000.00 ","1"," $ 5,000.00 "
"00110100","UNIVERSITY OF ARKANSAS AT LITTLE ROCK","AR","722041099","PUBLIC","  4,686 ","  4,788 "," $ 23,187,910.00 ","4,789"," $ 11,909,231.00 ","  4,382 ","  4,695 "," $ 27,245,995.00 ","4,695"," $ 13,994,695.00 ","  41 ","  44 "," $ 270,763.00 ","44"," $ 146,376.00 ","  127 ","  132 "," $ 405,851.00 ","133"," $ 229,369.00 "
"00110200","OUACHITA BAPTIST UNIVERSITY","AR","719980001","PRIVATE","  312 ","  312 "," $ 1,191,024.00 ","312"," $ 612,284.00 ","  422 ","  435 "," $ 1,770,152.00 ","437"," $ 884,913.00 ","  119 ","  124 "," $ 1,102,553.00 ","127"," $ 555,102.00 ","0","0","0","0","0"
"00110300","PHILANDER SMITH COLLEGE","AR","722023718","PRIVATE","  401 ","  403 "," $ 1,671,218.00 ","403"," $ 852,734.00 ","  413 ","  461 "," $ 2,282,210.00 ","464"," $ 1,160,656.00 ","  31 ","  32 "," $ 283,976.00 ","33"," $ 142,704.00 ","0","0","0","0","0"
"00110700","SOUTHERN ARKANSAS UNIVERSITY","AR","717535000","PUBLIC","  977 ","  1,039 "," $ 4,288,594.00 ","1,076"," $ 2,201,637.00 ","  799 ","  898 "," $ 3,730,516.00 ","944"," $ 1,924,048.00 ","  9 ","  10 "," $ 43,650.00 ","11"," $ 24,675.00 ","0","0","0","0","0"
"00110800","UNIVERSITY OF ARKANSAS","AR","727010000","PUBLIC","  4,854 ","  4,899 "," $ 25,321,678.00 ","4,899"," $ 13,166,061.00 ","  5,591 ","  5,783 "," $ 32,499,787.00 ","5,783"," $ 16,780,362.00 ","  495 ","  504 "," $ 4,892,427.00 ","504"," $ 2,553,465.00 ","  47 ","  52 "," $ 260,731.00 ","52"," $ 155,051.00 "
"00110900","UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES","AR","722057102","PUBLIC","  1,404 ","  1,407 "," $ 10,213,103.00 ","1,415"," $ 4,998,989.00 ","  1,322 ","  1,367 "," $ 21,176,255.00 ","1,383"," $ 10,489,615.00 ","  37 ","  37 "," $ 235,855.00 ","37"," $ 116,288.00 ","  86 ","  90 "," $ 650,317.00 ","91"," $ 283,422.00 "
"00524500","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON","AR","721109601","PUBLIC","  301 ","  307 "," $ 907,316.00 ","309"," $ 463,053.00 ","  256 ","  270 "," $ 844,212.00 ","272"," $ 425,817.00 ","  2 ","  2 "," $ 8,000.00 ","2"," $ 4,000.00 ","0","0","0","0","0"
"00570700","SOUTHEAST ARKANSAS COLLEGE","AR","716033900","PUBLIC","  347 ","  351 "," $ 1,147,776.00 ","353"," $ 585,339.00 ","  93 ","  96 "," $ 240,023.00 ","97"," $ 125,489.00 ","0","0","0","0","0","0","0","0","0","0"
"00773800","SOUTHERN ARKANSAS UNIVERSITY TECH","AR","717011900","PUBLIC","  178 ","  179 "," $ 571,797.00 ","180"," $ 296,411.00 ","  164 ","  169 "," $ 481,010.00 ","170"," $ 243,834.00 ","0","0","0","0","0","0","0","0","0","0"
"00997600","COLLEGE OF THE OUACHITAS","AR","721040816","PUBLIC","  152 ","  155 "," $ 429,885.00 ","156"," $ 217,491.00 ","  76 ","  78 "," $ 212,320.00 ","78"," $ 106,832.00 ","0","0","0","0","0","0","0","0","0","0"
"01210500","NATIONAL PARK COMMUNITY COLLEGE","AR","719139174","PUBLIC","  669 ","  682 "," $ 2,588,041.00 ","689"," $ 1,312,493.00 ","  535 ","  540 "," $ 2,507,392.00 ","541"," $ 1,264,198.00 ","0","0","0","0","0","0","0","0","0","0"
"01226100","NORTH ARKANSAS COLLEGE","AR","726015508","PUBLIC","  503 ","  503 "," $ 1,891,852.00 ","503"," $ 949,474.00 ","  413 ","  413 "," $ 2,120,042.00 ","413"," $ 1,054,727.00 ","0","0","0","0","0","0","0","0","0","0"
"01286000","ARKANSAS NORTHEASTERN COLLEGE","AR","723161109","PUBLIC","  127 ","  127 "," $ 469,329.00 ","127"," $ 235,165.00 ","  109 ","  109 "," $ 580,952.00 ","111"," $ 289,515.00 ","0","0","0","0","0","0","0","0","0","0"
"02052200","BLACK RIVER TECHNICAL COLLEGE","AR","724550468","PUBLIC","  648 ","  662 "," $ 1,965,082.00 ","669"," $ 998,305.00 ","  356 ","  372 "," $ 838,879.00 ","384"," $ 420,357.00 ","0","0","0","0","0","0","0","0","0","0"
"02073500","UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT BATESVILLE","AR","725030000","PUBLIC","  504 ","  509 "," $ 1,879,366.00 ","513"," $ 970,795.00 ","  378 ","  386 "," $ 1,718,379.00 ","391"," $ 874,593.00 ","0","0","0","0","0","0","0","0","0","0"
"02074600","SOUTH ARKANSAS COMMUNITY COLLEGE","AR","717317010","PUBLIC","  301 ","  306 "," $ 961,949.00 ","306"," $ 483,095.00 ","  180 ","  189 "," $ 651,353.00 ","189"," $ 324,440.00 ","0","0","0","0","0","0","0","0","0","0"
"02075300","PULASKI TECHNICAL COLLEGE","AR","721183347","PUBLIC","  4,847 ","  4,879 "," $ 17,747,342.00 ","4,896"," $ 9,017,360.00 ","  4,545 ","  4,565 "," $ 24,904,143.00 ","4,591"," $ 12,593,710.00 ","  5 ","  5 "," $ 37,064.00 ","5"," $ 18,532.00 ","0","0","0","0","0"
"02087000","OZARKA COLLEGE","AR","725560010","PUBLIC","  452 ","  481 "," $ 1,459,188.00 ","512"," $ 474,811.00 ","  389 ","  416 "," $ 1,684,172.00 ","443"," $ 518,781.00 ","0","0","0","0","0","0","0","0","0","0"
"02272400","EASTERN COLLEGE OF HEALTH VOCATIONS","AR","722053535","PROPRIETARY","  57 ","  57 "," $ 171,212.00 ","57"," $ 87,565.00 ","  21 ","  21 "," $ 50,779.00 ","21"," $ 26,744.00 ","  1 ","  1 "," $ 2,673.00 ","1"," $ 1,337.00 ","0","0","0","0","0"
"02330800","JRMC SCHOOL OF NURSING","AR","716036301","PRIVATE","  38 ","  38 "," $ 132,300.00 ","63"," $ 106,650.00 ","  39 ","  39 "," $ 123,550.00 ","66"," $ 100,750.00 ","0","0","0","0","0","0","0","0","0","0"
"02538500","ARTHUR'S BEAUTY COLLEGE","AR","720761819","PROPRIETARY","  3 ","  3 "," $ 2,275.00 ","3"," $ 1,307.00 ","  1 ","  1 "," $ 311.00 ","1"," $ 311.00 ","0","0","0","0","0","0","0","0","0","0"
"02569600","SEARCY BEAUTY COLLEGE","AR","721430000","PROPRIETARY","  9 ","  9 "," $ 23,470.00 ","11"," $ 13,930.00 ","  7 ","  7 "," $ 13,766.00 ","9"," $ 9,446.00 ","0","0","0","0","0","0","0","0","0","0"
"03023400","ARKANSAS COLLEGE OF BARBERING & HAIR DESIGN","AR","721145615","PROPRIETARY","  28 ","  29 "," $ 88,504.00 ","29"," $ 44,253.00 ","  27 ","  27 "," $ 91,091.00 ","27"," $ 45,549.00 ","0","0","0","0","0","0","0","0","0","0"
