"2","West - Size Class B/C(3)","M","185.968","187.301","188.008","188.833","189.295","189.737","190.368","191.238","191.321","190.409","190.095","191.586","191.874","194.047","03.6","01.3","01.1","03.2","00.9","00.2"
"2","Mountain(4)","M","126.934","127.950","128.390","128.647","128.574","128.805","129.171","129.933","129.978","129.252","129.156","129.814","130.059","131.176","02.5","01.0","00.9","02.5","00.7","00.2"
"2","Pacific(4)","M","122.935","123.395","124.019","124.642","125.169","125.304","125.901","126.283","126.382","125.904","125.743","126.632","127.230","128.341","04.0","01.3","00.9","03.5","01.2","00.5"
"","","","","","","","","","","","","","","","","","","","","","",""
"0","Size classes","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"1","Size Class A(5)","M","276.262","277.162","278.466","279.460","280.329","280.972","282.112","282.909","282.872","282.358","282.367","283.744","285.579","287.138","03.6","01.2","00.5","03.4","01.1","00.6"
"1","Size Class B/C(3)","M","183.757","184.373","185.357","185.672","186.288","186.587","187.447","187.863","187.754","187.346","187.010","188.112","189.235","190.607","03.4","01.3","00.7","03.0","01.2","00.6"
"","","","","","","","","","","","","","","","","","","","","","",""
"0","Selected local areas","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"1","Chicago-Naperville-Elgin, IL-IN-WI","M","277.978","280.279","282.423","283.415","283.627","283.528","283.957","284.375","285.211","283.859","283.760","286.022","287.394","289.069","03.1","01.1","00.6","03.4","01.3","00.5"
"1","Los Angeles-Long Beach-Anaheim, CA","M","317.571","317.873","320.089","320.514","322.055","321.931","324.050","324.984","324.545","323.341","323.456","326.640","328.232","330.671","04.0","01.2","00.7","03.4","01.5","00.5"
"1","New York-Newark-Jersey City, NY-NJ-PA","M","319.295","319.038","319.211","320.002","321.290","322.496","324.380","325.613","325.288","324.520","324.691","328.006","328.606","329.829","03.4","00.6","00.4","02.9","01.2","00.2"
"","","","","","","","","","","","","","","","","","","","","","",""
"1","Atlanta-Sandy Springs-Roswell, GA","2","299.916","","301.447","","305.066","","308.336","","306.435","","305.978","","309.912","","","","","03.3","01.3",""
"1","Baltimore-Columbia-Towson, MD(6)","2","303.749","","306.015","","306.506","","307.978","","307.284","","306.379","","311.665","","","","","02.6","01.7",""
"1","Detroit-Warren-Dearborn, MI","2","276.741","","282.486","","285.638","","287.480","","283.874","","283.757","","284.455","","","","","02.8","00.2",""
"1","Houston-The Woodlands-Sugar Land, TX","2","263.537","","267.002","","268.379","","271.154","","270.329","","270.133","","272.772","","","","","03.5","01.0",""
"1","Miami-Fort Lauderdale-West Palm Beach, FL","2","329.065","","333.592","","335.270","","339.347","","341.180","","340.459","","345.151","","","","","04.9","01.4",""
"1","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2","300.882","","301.225","","303.446","","305.742","","306.276","","306.386","","311.227","","","","","03.4","01.6",""
"1","Phoenix-Mesa-Scottsdale, AZ(7)","2","177.118","","179.824","","180.251","","180.387","","181.391","","179.733","","181.010","","","","","02.2","00.7",""
"1","San Francisco-Oakland-Hayward, CA","2","337.173","","338.496","","340.056","","340.094","","341.219","","339.915","","345.151","","","","","02.4","01.5",""
"1","Seattle-Tacoma-Bellevue, WA","2","334.987","","338.487","","341.734","","344.449","","345.992","","344.982","","349.288","","","","","04.3","01.2",""
"1","St. Louis, MO-IL","2","271.581","","273.234","","276.792","","277.451","","277.471","","276.991","","281.311","","","","","03.6","01.6",""
"1","Urban Alaska","2","256.856","","258.866","","259.930","","263.407","","263.984","","261.178","","261.340","","","","","01.7","00.1",""
"","","","","","","","","","","","","","","","","","","","","","",""
"1","Boston-Cambridge-Newton, MA-NH","1","","324.859","","324.927","","324.746","","327.145","","328.362","","330.746","","335.599","03.3","01.5","","","",""
"1","Dallas-Fort Worth-Arlington, TX","1","","284.862","","287.133","","288.006","","291.001","","293.591","","296.121","","298.719","04.9","00.9","","","",""
"1","Denver-Aurora-Lakewood, CO","1","","316.566","","319.132","","323.298","","324.704","","323.598","","323.278","","325.485","02.8","00.7","","","",""
"1","Minneapolis-St.Paul-Bloomington, MN-WI","1","","289.968","","291.001","","292.223","","296.730","","295.511","","296.135","","297.769","02.7","00.6","","","",""
"1","Riverside-San Bernardino-Ontario, CA(4)","1","","127.707","","128.768","","129.525","","131.372","","131.372","","131.358","","133.144","04.3","01.4","","","",""
"1","San Diego-Carlsbad, CA","1","","358.026","","361.339","","362.412","","367.185","","366.343","","367.917","","370.858","03.6","00.8","","","",""
"1","Tampa-St. Petersburg-Clearwater, FL(8)","1","","288.319","","293.269","","292.974","","296.146","","295.029","","296.477","","299.030","03.7","00.9","","","",""
"1","Urban Hawaii","1","","322.608","","323.708","","325.836","","328.905","","331.428","","333.172","","338.060","04.8","01.5","","","",""
"1","Washington-Arlington-Alexandria, DC-VA-MD-WV(6)","1","","302.930","","305.614","","305.273","","309.254","","308.419","","309.961","","313.108","03.4","01.0","","","",""
"","","","","","","","","","","","","","","","","","","","","","",""
"","Footnotes:","","","","","","","","","","","","","","","","","","","","",""
"","(1) Foods, fuels, and several other items are priced every month in all areas.  Most other goods and services are priced as indicated: M - Every month. 1 - January, March, May, July, September, and November. 2 - February, April, June, August, October, and December.","","","","","","","","","","","","","","","","","","","","",""
"","(2) Regions defined as the four Census regions.","","","","","","","","","","","","","","","","","","","","",""
"","(3) Indexes on a December 1996=100 base.","","","","","","","","","","","","","","","","","","","","",""
"","(4) Indexes on a December 2017=100 base.","","","","","","","","","","","","","","","","","","","","",""
"","(5) Indexes on a December 1986=100 base.","","","","","","","","","","","","","","","","","","","","",""
"","(6) 1998 - 2017 indexes based on substantially smaller sample.","","","","","","","","","","","","","","","","","","","","",""
"","(7) Indexes on a December 2001=100 base.","","","","","","","","","","","","","","","","","","","","",""
"","(8) Indexes on a 1987=100 base.","","","","","","","","","","","","","","","","","","","","",""
"","NOTE: Local area indexes are byproducts of the national CPI program.  Each local index has a smaller sample size than the national index and is, therefore, subject to substantially more sampling and other measurement error.  As a result, local area indexes show greater volatility than the national index, although their long-term trends are similar.  Therefore, the Bureau of Labor Statistics strongly urges users to consider adopting the national average CPI for use in their escalator clauses.","","","","","","","","","","","","","","","","","","","","",""
