"raw clone size data used for Figure 1e, 2c, 5d, Extended Data Figures 5e,f, 11c,d for BRCA1,P53 confetti mouse model","","","","","","","","","","","","","Transformed clones","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2","","3","","1","","2","","","","11","","1","","20","","60","","","","9","","","","26","","","","8","","","","","","","","","","","","","","","","","",""
"","15","","10","","2","","4","","","","10","","1","","68","","35","","","","17","","","","1","","","","2","","","","","","","","","","","","","","","","","",""
"","4","","2","","12","","2","","","","1","","1","","5","","65","","","","45","","","","3","","","","2","","","","","","","","","","","","","","","","","",""
"","2","","2","","1","","1","","","","","","3","","3","","39","","","","2","","","","2","","","","466","","","","","","","","","","","","","","","","","",""
"","1","","8","","5","","1","","","","","","6","","8","","2","","","","45","","","","17","","","","1","","","","","","","","","","","","","","","","","",""
"","3","","3","","7","","2","","","","","","5","","43","","2","","","","35","","","","34","","","","1","","","","","","","","","","","","","","","","","",""
"","2","","4","","1","","2","","","","","","508","","60","","735","","","","9","","","","225","","","","1","","","","","","","","","","","","","","","","","",""
"","1","","7","","1","","2","","","","","","364","","7","","58","","","","4","","","","65","","","","1","","","","","","","","","","","","","","","","","",""
"","12","","4","","1","","2","","","","","","95","","78","","12","","","","1","","","","120","","","","1","","","","","","","","","","","","","","","","","",""
"","4","","2","","1","","3","","","","","","2","","3","","47","","","","3","","","","261","","","","2","","","","","","","","","","","","","","","","","",""
"","2","","4","","2","","1","","","","","","3","","2","","547","","","","1","","","","206","","","","1","","","","","","","","","","","","","","","","","",""
"","1","","2","","1","","2","","","","","","166","","89","","8","","","","1","","","","22","","","","1","","","","","","","","","","","","","","","","","",""
"","3","","1","","1","","1","","","","","","82","","45","","38","","","","1","","","","5","","","","2","","","","","","","","","","","","","","","","","",""
"","3","","20","","7","","1","","","","","","15","","9","","12","","","","9","","","","1","","","","1","","","","","","","","","","","","","","","","","",""
"","1","","2","","2","","1","","","","","","1","","2","","3","","","","","","","","1","","","","3","","","","","","","","","","","","","","","","","",""
"","6","","1","","1","","3","","","","","","73","","7","","50","","","","","","","","1","","","","2","","","","","","","","","","","","","","","","","",""
"","1","","2","","1","","1","","","","","","7","","12","","62","","","","","","","","2","","","","2","","","","","","","","","","","","","","","","","",""
"","1","","2","","","","2","","","","","","1","","63","","62","","","","","","","","440","","","","1","","","","","","","","","","","","","","","","","",""
"","1","","6","","","","2","","","","","","4","","2","","83","","","","","","","","2","","","","3","","","","","","","","","","","","","","","","","",""
"","1","","1","","","","1","","","","","","572","","","","140","","","","","","","","280","","","","1","","","","","","","","","","","","","","","","","",""
"","5","","2","","","","1","","","","","","14","","","","1","","","","","","","","3","","","","1","","","","","","","","","","","","","","","","","",""
"","3","","4","","","","4","","","","","","4","","","","609","","","","","","","","27","","","","1","","","","","","","","","","","","","","","","","",""
"","2","","2","","","","2","","","","","","40","","","","","","","","","","","","45","","","","1","","","","","","","","","","","","","","","","","",""
"","1","","1","","","","3","","","","","","14","","","","","","","","","","","","180","","","","1","","","","","","","","","","","","","","","","","",""
"","3","","4","","","","3","","","","","","4","","","","","","","","","","","","268","","","","","","","","","","","","","","","","","","","","","",""
"","4","","2","","","","2","","","","","","238","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"","19","","8","","","","3","","","","","","2","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"","4","","1","","","","2","","","","","","1","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","",""
"","6","","1","","","","2","","","","","","1","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","",""
"","6","","1","","","","1","","","","","","2","","","","","","","","","","","","156","","","","","","","","","","","","","","","","","","","","","",""
"","3","","9","","","","1","","","","","","1","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","",""
"","3","","3","","","","3","","","","","","3","","","","","","","","","","","","349","","","","","","","","","","","","","","","","","","","","","",""
"","11","","2","","","","1","","","","","","7","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","",""
"","1","","1","","","","1","","","","","","550","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","",""
"","3","","1","","","","2","","","","","","934","","","","","","","","","","","","3100","","","","","","","","","","","","","","","","","","","","","",""
"","4","","2","","","","3","","","","","","29","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"","3","","2","","","","2","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"","3","","1","","","","1","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"","6","","1","","","","3","","","","","","136","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","",""
"","4","","5","","","","2","","","","","","3","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"","1","","2","","","","1","","","","","","24","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","",""
"","2","","5","","","","1","","","","","","42","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","5","","","","1","","","","","","1","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","3","","","","","","1","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","5","","","","4","","","","","","14","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","1","","","","","","2","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","1","","","","","","2","","","","","","","","","","","","92","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","2","","","","","","1","","","","","","","","","","","","1538","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","2","","","","","","45","","","","","","","","","","","","175","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","1","","","","","","96","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","1","","","","","","65","","","","","","","","","","","","1327","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","2","","","","","","","","","","","","","","","","","","369","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","1","","","","","","","","","","","","","","","","","","250","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","1","","","","","","","","","","","","","","","","","","271","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","2","","","","","","","","","","","","","","","","","","894","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","1","","","","","","","","","","","","","","","","","","1124","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","15","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","20","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","33","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","6","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","14","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","13","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
