"","34","10","","Safe abortion services","-""""-","-""""-","-""""-","-""""-",""
"","35","11","","Post abortion case management","-""""-","-""""-","-""""-","-""""-",""
"x","36","42","","Cesarean delivery","(""#,##0"")","(""#,##0"")","(""#,##0"")","(""#,##0"")",""
"x","37","43","","Blood transfusion","-""""-","-""""-","(""#,##0"")","(""#,##0"")",""
"","38","12","","Ectopic pregnancy case management","-""""-","-""""-","-""""-","-""""-",""
"x","39","29","Newborn Care","Immediate drying and additional stimulation","(""#,##0"")","(""#,##0"")","-""""-","(""#,##0"")",""
"x","40","30","","Thermal protection","(""#,##0"")","(""#,##0"")","-""""-","(""#,##0"")",""
"x","41","31","","Clean cord care","(""#,##0"")","(""#,##0"")","-""""-","(""#,##0"")",""
"x","42","37","","Neonatal resuscitation","(""#,##0"")","(""#,##0"")","-""""-","(""#,##0"")",""
"","43/44","66/67","","Case management of premature babies","-""""-","-""""-","","-""""-",""
"","43","66","","Kangaroo-Mother Care (KMC)","","","","","Results only available as summary"
"","44","67","","Full supportive care of prematurity","","","","",""
"x","45/46/47","68/69","","Case management of neonatal sepsis/pneumonia","(""#,##0"")","(""#,##0"")","","(""#,##0"")",""
"","45","68","","Oral antibiotics for neonatal sepsis","","","","","Results only available as summary"
"x","46","69","","Injectable antibiotics for neonatal sepsis","","","","",""
"","47","70","","Full supportive care for neonatal sepsis/pneumonia","","","","",""
"x","48","44","Breastfeeding","Breastfeeding","(""#,##0"")","(""#,##0"")","-""""-","(""#,##0"")","Age-appropriate and prevalence of early initiation"
"x","49","45","","Complementary feeding - Education only","-""""-","(""#,##0"")","-""""-","(""#,##0"")","Complementary feeding combines impact of Appropriate complementary feeding, Complementary feeding (via reduction in stunting and wasting)"
"x","50","46","","Complementary feeding - Supplementary feeding + Education","","","","",""
"","51","55","Vaccines","BCG - Single dose","-""""-","-""""-","-""""-","-""""-",""
"x","52","56","","Polio - Three doses","-""""-","-""""-","-""""-","-""""-",""
"","","","","Pentavalent","","","","",""
"x","53","57","","DPT - Three doses","-""""-","(""#,##0"")","-""""-","(""#,##0"")",""
"x","54","58","","Hib - Three doses","-""""-","(""#,##0"")","-""""-","(""#,##0"")",""
"x","55","59","","HepB - Three doses","-""""-","-""""-","-""""-","-""""-",""
"x","56","60","","Pneumococcal - Three doses","-""""-","82","-""""-","82",""
"x","57","61","","Rotavirus - Two doses","-""""-","(""#,##0"")","-""""-","(""#,##0"")",""
"x","58","62","","Meningococcal A - Single dose","-""""-","-""""-","-""""-","-""""-",""
"","59","63","","Malaria vaccine - Three doses","-""""-","-""""-","-""""-","-""""-",""
"x","60","64","","Measles - Single dose","-""""-","(""#,##0"")","-""""-","(""#,##0"")",""
"x","61","47","Child Health","Vitamin A supplementation","-""""-","-""""-","-""""-","-""""-",""
"x","62","48","","Zinc supplementation","-""""-","-""""-","-""""-","-""""-",""
"x","63","71","","ORS - Oral Rehydration Solution","-""""-","-""""-","-""""-","-""""-",""
"x","64","72","","Antibiotics for treatment of dysentery","-""""-","-""""-","-""""-","-""""-",""
"x","65","73","","Zinc for treatment of diarrhea","-""""-","-""""-","-""""-","-""""-",""
"x","66","74","","Oral antibiotics for pneumonia","-""""-","-""""-","-""""-","-""""-",""
"x","67","75","","Vitamin A for treatment of measles","-""""-","-""""-","-""""-","-""""-",""
"x","68","76","","ACTs - Artemisinin compounds for treatment of malaria","-""""-","-""""-","-""""-","-""""-",""
"","69","77","Malnutrition","SAM - treatment for severe acute malnutrition","-""""-","-""""-","-""""-","-""""-","SAM Includes Impact of Change in wasting prevalence"
"","70","78","","MAM - treatment for moderate acute malnutrition","-""""-","-""""-","-""""-","-""""-",""
"","71","54","","ITN/IRS - Households protected from malaria","-""""-","-""""-","-""""-","-""""-",""
