"","Differentiated Tax Rate on Diesel Fuel","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Differentiated Tax Rate on Diesel Fuel","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Differentiated Tax Rate on Diesel Fuel","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  ·  Central government","","222,000,000","210,000,000","228,000,000","..","..","..","..","..","..","..","..","..","..","..",""
"","Marginal Fields and Prospects Incentive","Total","","","","","","","","","","","","","","","","","","",""
"","Marginal Fields and Prospects Incentive","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Marginal Fields and Prospects Incentive","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Marginal Fields and Prospects Incentive","·  ·  Producer Support Estimate","Extraction or mining stage","·  Natural Gas Liquids","Total economy","","","","","","","","","","","","","","","",""
"","Marginal Fields and Prospects Incentive","·  ·  Producer Support Estimate","Extraction or mining stage","·  Natural Gas Liquids","·  General government","","","","","","","","","","","","","","","",""
"","Marginal Fields and Prospects Incentive","·  ·  Producer Support Estimate","Extraction or mining stage","·  Natural Gas Liquids","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Marginal Fields and Prospects Incentive","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Marginal Fields and Prospects Incentive","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Marginal Fields and Prospects Incentive","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Refund scheme for energy-intensive industry under conditions","Total","","","","","","","","","","","","","","","","","","",""
"","Refund scheme for energy-intensive industry under conditions","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Refund scheme for energy-intensive industry under conditions","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Refund scheme for energy-intensive industry under conditions","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Refund scheme for energy-intensive industry under conditions","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","5,000,000","6,000,000","7,000,000","8,000,000","8,000,000","..","..","..",""
"","Exemptions for dual consumption of coal (coal tax)","Total","","","","","","","","","","","","","","","","","","",""
"","Exemptions for dual consumption of coal (coal tax)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Exemptions for dual consumption of coal (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Coal","","","","","","","","","","","","","","","","",""
"","Exemptions for dual consumption of coal (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Lignite","Total economy","","","","","","","","","","","","","","","",""
"","Exemptions for dual consumption of coal (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Lignite","·  General government","","","","","","","","","","","","","","","",""
"","Exemptions for dual consumption of coal (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Lignite","·  ·  Central government","","..","..","..","..","..","..","8,969,083","12,147,402","11,697,498","1,293,054","1,124,394","909,494","868,154","950,835",""
"","Exemptions for dual consumption of coal (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Coke Oven Coke and Lignite Coke","Total economy","","","","","","","","","","","","","","","",""
"","Exemptions for dual consumption of coal (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Coke Oven Coke and Lignite Coke","·  General government","","","","","","","","","","","","","","","",""
"","Exemptions for dual consumption of coal (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Coke Oven Coke and Lignite Coke","·  ·  Central government","","..","..","..","..","..","..","15,030,917","14,852,598","14,302,502","21,706,946","18,875,606","21,090,506","20,131,846","22,049,165",""
"","Refund for Energy-intensive processes (energy tax)","Total","","","","","","","","","","","","","","","","","","",""
"","Refund for Energy-intensive processes (energy tax)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Refund for Energy-intensive processes (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Coal","","","","","","","","","","","","","","","","",""
"","Refund for Energy-intensive processes (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Lignite","Total economy","","","","","","","","","","","","","","","",""
"","Refund for Energy-intensive processes (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Lignite","·  General government","","","","","","","","","","","","","","","",""
"","Refund for Energy-intensive processes (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Lignite","·  ·  Central government","","..","..","..","..","..","..","10,837,642","33,292,879","37,342,013","41,841,051","53,088,645","55,788,068","54,888,260","58,037,587",""
"","Refund for Energy-intensive processes (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Coke Oven Coke and Lignite Coke","Total economy","","","","","","","","","","","","","","","",""
"","Refund for Energy-intensive processes (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Coke Oven Coke and Lignite Coke","·  General government","","","","","","","","","","","","","","","",""
"","Refund for Energy-intensive processes (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Coke Oven Coke and Lignite Coke","·  ·  Central government","","..","..","..","..","..","..","18,162,358","40,707,121","45,657,987","51,158,949","64,911,355","68,211,932","67,111,740","70,962,413",""
"","Degressive structure of energy tax on natural gas","Total","","","","","","","","","","","","","","","","","","",""
"","Degressive structure of energy tax on natural gas","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Degressive structure of energy tax on natural gas","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Degressive structure of energy tax on natural gas","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Degressive structure of energy tax on natural gas","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Exemption for use of coal in power plants and CHP plants","Total","","","","","","","","","","","","","","","","","","",""
"","Exemption for use of coal in power plants and CHP plants","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Exemption for use of coal in power plants and CHP plants","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Coal","","","","","","","","","","","","","","","","",""
"","Exemption for use of coal in power plants and CHP plants","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Other Bituminous Coal","Total economy","","","","","","","","","","","","","","","",""
"","Exemption for use of coal in power plants and CHP plants","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Other Bituminous Coal","·  General government","","","","","","","","","","","","","","","",""
"","Exemption for use of coal in power plants and CHP plants","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Other Bituminous Coal","·  ·  Central government","","..","..","..","..","..","..","175,000,000","148,000,000","129,000,000","86,000,000","38,000,000","72,000,000","74,000,000","79,000,000",""
"","Exemption for use of natural gas in power plants and CHP plants","Total","","","","","","","","","","","","","","","","","","",""
"","Exemption for use of natural gas in power plants and CHP plants","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Exemption for use of natural gas in power plants and CHP plants","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Exemption for use of natural gas in power plants and CHP plants","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Exemption for use of natural gas in power plants and CHP plants","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","282,000,000","301,000,000","368,000,000","650,000,000","531,000,000","497,000,000","491,000,000",""
"","Exemption for the use of oil products in refinery processes (excise duty)","Total","","","","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","Petroleum","","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Refinery Gas","Total economy","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Refinery Gas","·  General government","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Refinery Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","26,000,000",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Liquefied Petroleum Gases","Total economy","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Liquefied Petroleum Gases","·  General government","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Liquefied Petroleum Gases","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","26,000,000",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Petroleum Coke","Total economy","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Petroleum Coke","·  General government","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","·  Petroleum Coke","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","26,000,000",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Exemption for the use of oil products in refinery processes (excise duty)","·  ·  Producer Support Estimate","Extraction or mining stage","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","26,000,000",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","Total","","","","","","","","","","","","","","","","","","",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Petroleum","","","","","","","","","","","","","","","","",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Tax deferral on almost entirely CO2-based passenger cars and motorcycles tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Environmental tax deferral (coal tax)","Total","","","","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (coal tax)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Coal","","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Other Bituminous Coal","Total economy","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Other Bituminous Coal","·  General government","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (coal tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","·  Other Bituminous Coal","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Environmental tax deferral (energy tax)","Total","","","","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (energy tax)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Environmental tax deferral (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","End-use electricity","Total economy","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","End-use electricity","·  General government","","","","","","","","","","","","","","","",""
"","Environmental tax deferral (energy tax)","·  ·  Consumer Support Estimate","Use of fossil fuels in the industrial sector","End-use electricity","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Reduction in excise duty on petrol and diesel (ID 711)","Total","","","","","","","","","","","","","","","","","","",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Petroleum","","","","","","","","","","","","","","","","",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Reduction in excise duty on petrol and diesel (ID 711)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Temporary reduction on petrol excise taxes (ID 716)","Total","","","","","","","","","","","","","","","","","","",""
"","Temporary reduction on petrol excise taxes (ID 716)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Temporary reduction on petrol excise taxes (ID 716)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Petroleum","","","","","","","","","","","","","","","","",""
"","Temporary reduction on petrol excise taxes (ID 716)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Temporary reduction on petrol excise taxes (ID 716)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Temporary reduction on petrol excise taxes (ID 716)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  ·  Local government","","..","..","..","..","..","..","..","..","..","..","..","..","1,700,000","..",""
"","Temporary reduction in fuel excise duty (ID 718)","Total","","","","","","","","","","","","","","","","","","",""
"","Temporary reduction in fuel excise duty (ID 718)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Temporary reduction in fuel excise duty (ID 718)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Petroleum","","","","","","","","","","","","","","","","",""
"","Temporary reduction in fuel excise duty (ID 718)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Temporary reduction in fuel excise duty (ID 718)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Temporary reduction in fuel excise duty (ID 718)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Motor gasoline excl. biofuels","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Temporary reduction in fuel excise duty (ID 718)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","Total economy","","","","","","","","","","","","","","","",""
"","Temporary reduction in fuel excise duty (ID 718)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  General government","","","","","","","","","","","","","","","",""
"","Temporary reduction in fuel excise duty (ID 718)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","·  Gas/diesel oil excl. biofuels","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","..","..",""
"","Energy tax cuts for households (ID 722)","Total","","","","","","","","","","","","","","","","","","",""
"","Energy tax cuts for households (ID 722)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Energy tax cuts for households (ID 722)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Energy tax cuts for households (ID 722)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Energy tax cuts for households (ID 722)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","2,512,592,933","..",""
"","Energy tax cuts for households (ID 722)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","Total economy","","","","","","","","","","","","","","","",""
"","Energy tax cuts for households (ID 722)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  General government","","","","","","","","","","","","","","","",""
"","Energy tax cuts for households (ID 722)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","391,669,462","..",""
"","Reduction value-added tax on energy (ID 723)","Total","","","","","","","","","","","","","","","","","","",""
"","Reduction value-added tax on energy (ID 723)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Reduction value-added tax on energy (ID 723)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Reduction value-added tax on energy (ID 723)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Reduction value-added tax on energy (ID 723)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","2,198,518,816","..",""
"","Reduction value-added tax on energy (ID 723)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","Total economy","","","","","","","","","","","","","","","",""
"","Reduction value-added tax on energy (ID 723)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  General government","","","","","","","","","","","","","","","",""
"","Reduction value-added tax on energy (ID 723)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  ·  Central government","","..","..","..","..","..","..","..","..","..","..","..","..","342,710,779","..",""
"","Energy tax reduction (fixed amount per electricity connection)","Total","","","","","","","","","","","","","","","","","","",""
"","Energy tax reduction (fixed amount per electricity connection)","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Energy tax reduction (fixed amount per electricity connection)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","Total economy","","","","","","","","","","","","","","","",""
"","Energy tax reduction (fixed amount per electricity connection)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  General government","","","","","","","","","","","","","","","",""
"","Energy tax reduction (fixed amount per electricity connection)","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  ·  Central government","","..","..","..","..","..","..","..","..","..","1,650,389,394","2,540,775,164","2,461,095,549","3,276,223,817","2,387,939,829",""
"","Degressive rate structure for natural gas energy tax","Total","","","","","","","","","","","","","","","","","","",""
"","Degressive rate structure for natural gas energy tax","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Degressive rate structure for natural gas energy tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","Total economy","","","","","","","","","","","","","","","",""
"","Degressive rate structure for natural gas energy tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  General government","","","","","","","","","","","","","","","",""
"","Degressive rate structure for natural gas energy tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","Natural Gas","·  ·  Central government","","..","..","..","..","..","..","..","..","..","2,326,000,000","2,799,000,000","2,958,000,000","2,255,000,000","2,387,000,000",""
"","Degressive rate structure for electricity energy tax","Total","","","","","","","","","","","","","","","","","","",""
"","Degressive rate structure for electricity energy tax","·  Beneficiary","","","","","","","","","","","","","","","","","","",""
"","Degressive rate structure for electricity energy tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","Total economy","","","","","","","","","","","","","","","",""
"","Degressive rate structure for electricity energy tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  General government","","","","","","","","","","","","","","","",""
"","Degressive rate structure for electricity energy tax","·  ·  Consumer Support Estimate","Other end uses of fossil fuels (e.g. transport and residential sectors)","End-use electricity","·  ·  Central government","","..","..","..","..","..","..","..","..","..","5,237,452,323","4,439,168,311","4,121,746,951","1,555,494,090","3,779,337,840",""
"","Reduced rate in regular motor vehicle tax (motorrijtuigenbelasting, MRB) for van entrepreneurs","Total","","","","","","","","","","","","","","","","","","",""
