"","","1531.9","0.929","0.035","","","",""
"","","2288.4","0.916","0.039","","","",""
"","","3196.1","0.905","0.042","","","",""
"","3-day","18.9","1.000","0.000","","","",""
"","","170.2","0.986","0.008","","","",""
"","","472.8","0.972","0.014","","","",""
"","","926.7","0.960","0.020","","","",""
"","","1531.9","0.949","0.023","","","",""
"","","2288.4","0.940","0.025","","","",""
"","","3196.1","0.931","0.028","","","",""
"","7-day","18.9","1.000","0.000","","","",""
"","","170.2","0.986","0.007","","","",""
"","","472.8","0.973","0.013","","","",""
"","","926.7","0.962","0.018","","","",""
"","","1531.9","0.952","0.020","","","",""
"","","2288.4","0.943","0.022","","","",""
"","","3196.1","0.936","0.024","","","",""
"4","24-hr","18.9","1.000","0.000","","","",""
"","","170.2","0.970","0.022","","","",""
"","","472.8","0.941","0.036","","","",""
"","","926.7","0.917","0.045","","","",""
"","","1531.9","0.898","0.049","","","",""
"","","2288.4","0.881","0.052","","","",""
"","","3196.1","0.866","0.053","","","",""
"","3-day","18.9","1.000","0.000","","","",""
"","","170.2","0.980","0.014","","","",""
"","","472.8","0.961","0.024","","","",""
"","","926.7","0.945","0.030","","","",""
"","","1531.9","0.933","0.034","","","",""
"","","2288.4","0.921","0.036","","","",""
"","","3196.1","0.910","0.037","","","",""
"","7-day","18.9","1.000","0.000","","","",""
"","","170.2","0.983","0.012","","","",""
"","","472.8","0.966","0.019","","","",""
"","","926.7","0.952","0.025","","","",""
"","","1531.9","0.941","0.029","","","",""
"","","2288.4","0.931","0.031","","","",""
"","","3196.1","0.922","0.034","","","",""
"5","24-hr","18.9","1.000","0.000","","","",""
"","","170.2","0.960","0.025","","","",""
"","","472.8","0.925","0.039","","","",""
"","","926.7","0.898","0.045","","","",""
"","","1531.9","0.877","0.049","","","",""
"","","2288.4","0.860","0.052","","","",""
"","","3196.1","0.844","0.054","","","",""
"","3-day","18.9","1.000","0.000","","","",""
"","","170.2","0.978","0.014","","","",""
"","","472.8","0.958","0.022","","","",""
"","","926.7","0.942","0.027","","","",""
"","","1531.9","0.929","0.030","","","",""
"","","2288.4","0.918","0.032","","","",""
"","","3196.1","0.910","0.034","","","",""
"","7-day","18.9","1.000","0.000","","","",""
"","","170.2","0.981","0.012","","","",""
"","","472.8","0.965","0.019","","","",""
"","","926.7","0.951","0.023","","","",""
"","","1531.9","0.940","0.026","","","",""
"","","2288.4","0.932","0.029","","","",""
"","","3196.1","0.926","0.031","","","",""
"6","24-hr","18.9","1.000","0.000","","","",""
"","","170.2","0.957","0.024","","","",""
"","","472.8","0.920","0.037","","","",""
"","","926.7","0.892","0.045","","","",""
"","","1531.9","0.871","0.048","","","",""
"","","2288.4","0.852","0.051","","","",""
"","","3196.1","0.845","0.046","","","",""
"","3-day","18.9","1.000","0.000","","","",""
"","","170.2","0.977","0.014","","","",""
"","","472.8","0.956","0.023","","","",""
"","","926.7","0.938","0.030","","","",""
"","","1531.9","0.922","0.033","","","",""
"","","2288.4","0.909","0.035","","","",""
"","","3196.1","0.902","0.031","","","",""
"","7-day","18.9","1.000","0.000","","","",""
"","","170.2","0.981","0.012","","","",""
"","","472.8","0.963","0.019","","","",""
"","","926.7","0.946","0.025","","","",""
"","","1531.9","0.932","0.028","","","",""
"","","2288.4","0.922","0.031","","","",""
"","","3196.1","0.917","0.029","","","",""
"7","24-hr","18.9","1.000","0.000","","","",""
"","","170.2","0.955","0.026","","","",""
"","","472.8","0.911","0.042","","","",""
"","","926.7","0.875","0.050","","","",""
"","","1531.9","0.843","0.054","","","",""
"","","2288.4","0.815","0.057","","","",""
"","","3196.1","0.793","0.060","","","",""
"","3-day","18.9","1.000","0.000","","","",""
"","","170.2","0.975","0.014","","","",""
"","","472.8","0.952","0.023","","","",""
"","","926.7","0.932","0.028","","","",""
"","","1531.9","0.914","0.031","","","",""
"","","2288.4","0.898","0.034","","","",""
"","","3196.1","0.884","0.036","","","",""
"","7-day","18.9","1.000","0.000","","","",""
"","","170.2","0.978","0.011","","","",""
"","","472.8","0.958","0.019","","","",""
"","","926.7","0.941","0.023","","","",""
"","","1531.9","0.926","0.026","","","",""
"","","2288.4","0.912","0.028","","","",""
"","","3196.1","0.900","0.031","","","",""
"","","","","","","","",""
"1ARF regions in Florida are defined as: 1: Northwest, 2: North, 3: North Central, 4: South Central, 5: Central Everglades, 6: Lower East Coast, 7: Lower West Coast and Everglades National Park.","","","","","","","",""
"2ARFs were developed based on the PRISM gridded precipitation dataset for Florida. Areas correspond to aggregation levels of 1x1, 3x3, 5x5, 7x7, 9x9, 11x11 and 13x13 PRISM grid cells. For reference, MACA-Metdata grid cells are ~18.9 km2, LOCA and MACA-Livneh grid cells are ~42.9 km2, CORDEX NAM-22i grid cells are ~686.4 km2, and CORDEX NAM-44i grid cells are ~2745.8 km2. It is assumed that there is not a large difference in annual maxima at the station- (point-) and PRISM grid-cell scale. Therefore, an ARF of 1.0 is assumed at the scale of a PRISM grid cell.","","","","","","","",""
